회사명,거래소코드,회계년도,[제조]   연구비(연결),[제조]   경상개발비(연결),[제조]매출액(영업수익)(*)
(주)서부티엔디,006730,2011/12,0,0,33369233
(주)서부티엔디,006730,2012/12,0,0,40950228
(주)서부티엔디,006730,2013/12,0,0,50836893
(주)서부티엔디,006730,2014/12,0,0,54558583
(주)서부티엔디,006730,2015/12,,,55000620
(주)서부티엔디,006730,2016/12,,,55896750
(주)서부티엔디,006730,2017/12,,,57542734
(주)서부티엔디,006730,2018/12,,,108104729
(주)서부티엔디,006730,2019/12,,,127936628
(주)서부티엔디,006730,2020/12,0,0,84104627
(주)서부티엔디,006730,2021/12,0,0,90140818
(주)서산,079650,2011/12,0,0,27988398
(주)서산,079650,2012/12,0,0,45176847
(주)서산,079650,2013/12,0,0,40996564
(주)서산,079650,2014/12,0,0,36194559
(주)서산,079650,2015/12,0,0,37334955
(주)서산,079650,2016/12,0,0,34610856
(주)서산,079650,2017/12,0,0,36335375
(주)서산,079650,2018/12,0,1000,30968605
(주)서산,079650,2019/12,0,508803,24150444
(주)서산,079650,2020/12,0,-4184,21931127
(주)서산,079650,2021/12,0,6921,25027530
(주)서연,007860,2011/12,0,0,692472028
(주)서연,007860,2012/12,0,0,793344233
(주)서연,007860,2013/12,0,5958920,843868362
(주)서연,007860,2014/12,0,6880245,1578546
(주)서연,007860,2015/12,0,6792601,5536746
(주)서연,007860,2016/12,0,9732296,9658394
(주)서연,007860,2017/12,0,7828845,11612028
(주)서연,007860,2018/12,0,5343582,13968974
(주)서연,007860,2019/12,0,106600,15246043
(주)서연,007860,2020/12,0,6354760,13027764
(주)서연,007860,2021/12,0,7249849,15619974
(주)서연이화,200880,2014/12,0,0,477552979
(주)서연이화,200880,2015/12,0,586073,1060792487
(주)서연이화,200880,2016/12,0,1374592,1019736004
(주)서연이화,200880,2017/12,0,228004,928020674
(주)서연이화,200880,2018/12,0,0,936607045
(주)서연이화,200880,2019/12,0,0,964614307
(주)서연이화,200880,2020/12,0,0,1024103476
(주)서연이화,200880,2021/12,0,7203182,1078250090
(주)서연탑메탈,019770,2011/12,0,66028,105328569
(주)서연탑메탈,019770,2012/12,0,8306,106182709
(주)서연탑메탈,019770,2013/12,0,0,104344751
(주)서연탑메탈,019770,2014/12,0,2022,113155465
(주)서연탑메탈,019770,2015/12,0,35973,103823280
(주)서연탑메탈,019770,2016/12,0,0,130813469
(주)서연탑메탈,019770,2017/12,0,0,136758123
(주)서연탑메탈,019770,2018/12,0,76204,119877430
(주)서연탑메탈,019770,2019/12,0,23292,132941026
(주)서연탑메탈,019770,2020/12,0,0,136822308
(주)서연탑메탈,019770,2021/12,0,0,149701444
(주)서울리거,043710,2011/12,0,30909,20343434
(주)서울리거,043710,2012/12,0,0,39113423
(주)서울리거,043710,2013/12,0,0,35841572
(주)서울리거,043710,2014/12,0,0,7737925
(주)서울리거,043710,2015/12,0,683777,5634400
(주)서울리거,043710,2016/12,0,0,18250443
(주)서울리거,043710,2017/12,0,0,14372479
(주)서울리거,043710,2018/12,0,0,16958876
(주)서울리거,043710,2019/12,0,0,51295104
(주)서울리거,043710,2020/12,0,0,13302253
(주)서울리거,043710,2021/12,0,0,14085920
(주)서울옥션,063170,2011/12,0,0,14540317
(주)서울옥션,063170,2012/12,0,0,18533080
(주)서울옥션,063170,2013/12,0,0,13051710
(주)서울옥션,063170,2014/12,0,0,22707938
(주)서울옥션,063170,2015/12,0,0,46342805
(주)서울옥션,063170,2016/12,0,0,40944931
(주)서울옥션,063170,2017/12,0,0,33720282
(주)서울옥션,063170,2018/12,0,0,28565437
(주)서울옥션,063170,2019/12,0,0,20606204
(주)서울옥션,063170,2020/12,0,0,27066754
(주)서울옥션,063170,2021/12,0,0,74294759
(주)서울제약,018680,2011/12,,,43820764
(주)서울제약,018680,2012/12,,,46376902
(주)서울제약,018680,2013/12,,,42042886
(주)서울제약,018680,2014/12,,,43815704
(주)서울제약,018680,2015/12,,,44730695
(주)서울제약,018680,2016/12,,,38068711
(주)서울제약,018680,2017/12,,,34051567
(주)서울제약,018680,2018/12,,,43568031
(주)서울제약,018680,2019/12,,,53950359
(주)서울제약,018680,2020/12,,,52231917
(주)서울제약,018680,2021/12,,,40462650
(주)서원,021050,2011/12,0,265925,416520176
(주)서원,021050,2012/12,0,359509,347353536
(주)서원,021050,2013/12,0,277583,286071931
(주)서원,021050,2014/12,0,173737,256433158
(주)서원,021050,2015/12,0,249276,207927546
(주)서원,021050,2016/12,0,178679,205644680
(주)서원,021050,2017/12,0,30381,202008811
(주)서원,021050,2018/12,0,16700,203910372
(주)서원,021050,2019/12,0,71227,208159468
(주)서원,021050,2020/12,0,37315,194683744
(주)서원,021050,2021/12,0,21492,261636394
(주)서원인텍,093920,2011/12,0,2700742,187323807
(주)서원인텍,093920,2012/12,0,2636704,175876639
(주)서원인텍,093920,2013/12,0,2331820,279503488
(주)서원인텍,093920,2014/12,0,2220774,336617896
(주)서원인텍,093920,2015/12,0,2594882,267263951
(주)서원인텍,093920,2016/12,0,2212081,202527795
(주)서원인텍,093920,2017/12,0,2196700,169691592
(주)서원인텍,093920,2018/12,0,1589318,155892884
(주)서원인텍,093920,2019/12,0,1245033,138911043
(주)서원인텍,093920,2020/12,0,1256234,118073906
(주)서원인텍,093920,2021/12,0,971213,129785487
(주)서전기전,189860,2014/12,0,2368858,56052762
(주)서전기전,189860,2015/12,0,3364145,41834662
(주)서전기전,189860,2016/12,0,3998697,50014596
(주)서전기전,189860,2017/12,,,50168944
(주)서전기전,189860,2018/12,,,57324257
(주)서전기전,189860,2019/12,,,61071315
(주)서전기전,189860,2020/12,,,61377267
(주)서전기전,189860,2021/12,,,52454377
(주)서진시스템,178320,2017/12,0,6616397,45690751
(주)서진시스템,178320,2018/12,0,4185177,49748514
(주)서진시스템,178320,2019/12,0,5006641,72551406
(주)서진시스템,178320,2020/12,0,6127340,58598807
(주)서진시스템,178320,2021/12,0,5903835,70755623
(주)서진오토모티브,122690,2011/12,,,
(주)서진오토모티브,122690,2012/12,0,82978,136663659
(주)서진오토모티브,122690,2013/12,0,1079830,145759257
(주)서진오토모티브,122690,2014/12,0,29819,149305225
(주)서진오토모티브,122690,2015/12,0,109144,129907507
(주)서진오토모티브,122690,2016/12,0,63998,125957876
(주)서진오토모티브,122690,2017/12,0,47279,118551850
(주)서진오토모티브,122690,2018/12,0,60261,128135047
(주)서진오토모티브,122690,2019/12,0,54284,134130599
(주)서진오토모티브,122690,2020/12,0,126813,130756141
(주)서진오토모티브,122690,2021/12,0,8829,145166342
(주)서플러스글로벌,140070,2017/12,0,17267,109876116
(주)서플러스글로벌,140070,2018/12,0,1027490,138151491
(주)서플러스글로벌,140070,2019/12,0,1437528,92802567
(주)서플러스글로벌,140070,2020/12,0,923418,112206822
(주)서플러스글로벌,140070,2021/12,0,1262002,186794274
(주)서한,011370,2011/12,,,127602619
(주)서한,011370,2012/12,,,148141165
(주)서한,011370,2013/12,,,295874144
(주)서한,011370,2014/12,,,473453898
(주)서한,011370,2015/12,,,448081457
(주)서한,011370,2016/12,,,499551051
(주)서한,011370,2017/12,,,528692838
(주)서한,011370,2018/12,,,640170738
(주)서한,011370,2019/12,,,548055256
(주)서한,011370,2020/12,,,485236331
(주)서한,011370,2021/12,,,608817281
(주)서흥,008490,2011/12,0,0,142896132
(주)서흥,008490,2012/12,0,2182109,153891470
(주)서흥,008490,2013/12,0,2672444,220654663
(주)서흥,008490,2014/12,0,3064936,239166086
(주)서흥,008490,2015/12,0,3095701,233224530
(주)서흥,008490,2016/12,0,3753293,260347928
(주)서흥,008490,2017/12,0,4057586,258202045
(주)서흥,008490,2018/12,0,4471775,285039698
(주)서흥,008490,2019/12,0,4888394,319133960
(주)서흥,008490,2020/12,0,6022004,386222751
(주)서흥,008490,2021/12,0,7114357,413782572
(주)서희건설,035890,2011/12,0,8246403,1002444725
(주)서희건설,035890,2012/12,0,4707805,859496480
(주)서희건설,035890,2013/12,0,3652755,789497308
(주)서희건설,035890,2014/12,0,4734808,915529709
(주)서희건설,035890,2015/12,0,3179635,1025776210
(주)서희건설,035890,2016/12,0,2575869,1045442444
(주)서희건설,035890,2017/12,0,530511,1009135127
(주)서희건설,035890,2018/12,0,670531,1110474997
(주)서희건설,035890,2019/12,0,0,1216979059
(주)서희건설,035890,2020/12,0,0,1258385234
(주)서희건설,035890,2021/12,0,0,1305566781
(주)석경에이티,357550,2020/12,0,606365,6655255
(주)석경에이티,357550,2021/12,0,766630,9005523
(주)선광,003100,2011/12,0,0,125852494
(주)선광,003100,2012/12,0,0,123526128
(주)선광,003100,2013/12,0,0,119901216
(주)선광,003100,2014/12,0,0,106076509
(주)선광,003100,2015/12,0,0,76052296
(주)선광,003100,2016/12,0,0,80094576
(주)선광,003100,2017/12,0,0,82607404
(주)선광,003100,2018/12,0,0,68618138
(주)선광,003100,2019/12,0,0,74492370
(주)선광,003100,2020/12,0,0,77812756
(주)선광,003100,2021/12,0,0,84886790
(주)선앤엘,002820,2011/12,0,0,256039068
(주)선앤엘,002820,2012/12,0,0,241687837
(주)선앤엘,002820,2013/12,0,1184,262776598
(주)선앤엘,002820,2014/12,0,5000,277527122
(주)선앤엘,002820,2015/12,0,372687,309257084
(주)선앤엘,002820,2016/12,0,789896,311373724
(주)선앤엘,002820,2017/12,0,967105,325752492
(주)선앤엘,002820,2018/12,0,799281,305040565
(주)선앤엘,002820,2019/12,0,881469,216468235
(주)선앤엘,002820,2020/12,0,1067028,192982509
(주)선앤엘,002820,2021/12,0,971252,318393835
(주)선익시스템,171090,2017/12,0,5841699,123595928
(주)선익시스템,171090,2018/12,0,3067169,117997699
(주)선익시스템,171090,2019/12,0,2679005,87328757
(주)선익시스템,171090,2020/12,0,3180887,65079015
(주)선익시스템,171090,2021/12,0,9065449,44928909
(주)선진,136490,2011/12,,,354714165
(주)선진,136490,2012/12,,,435504533
(주)선진,136490,2013/12,0,10342,522075596
(주)선진,136490,2014/12,0,14339,594896473
(주)선진,136490,2015/12,0,3638,594263713
(주)선진,136490,2016/12,0,0,615164688
(주)선진,136490,2017/12,0,15600,694134560
(주)선진,136490,2018/12,0,66955,746427050
(주)선진,136490,2019/12,0,69216,779405583
(주)선진,136490,2020/12,0,0,929636829
(주)선진,136490,2021/12,0,0,1169293605
(주)선진지주,014300,2011/12,0,40445,9034994
(주)성광벤드,014620,2011/12,0,372297,256197512
(주)성광벤드,014620,2012/12,0,301068,347646883
(주)성광벤드,014620,2013/12,0,240731,382078597
(주)성광벤드,014620,2014/12,0,962545,271381999
(주)성광벤드,014620,2015/12,0,806914,237732807
(주)성광벤드,014620,2016/12,0,832644,191398817
(주)성광벤드,014620,2017/12,0,805615,133488388
(주)성광벤드,014620,2018/12,0,828496,155160200
(주)성광벤드,014620,2019/12,0,807903,188790840
(주)성광벤드,014620,2020/12,0,883924,168177168
(주)성광벤드,014620,2021/12,0,822248,117159661
(주)성도이엔지,037350,2011/12,0,0,148943743
(주)성도이엔지,037350,2012/12,0,0,159605371
(주)성도이엔지,037350,2013/12,0,0,178650112
(주)성도이엔지,037350,2014/12,0,0,149705283
(주)성도이엔지,037350,2015/12,0,0,112275886
(주)성도이엔지,037350,2016/12,0,0,236676164
(주)성도이엔지,037350,2017/12,0,0,312491938
(주)성도이엔지,037350,2018/12,0,0,402401506
(주)성도이엔지,037350,2019/12,0,0,496579444
(주)성도이엔지,037350,2020/12,0,0,339389862
(주)성도이엔지,037350,2021/12,0,0,418118717
(주)성안,011300,2011/12,0,1072445,87227509
(주)성안,011300,2012/12,0,1097120,86348625
(주)성안,011300,2013/12,0,1536900,76034200
(주)성안,011300,2014/12,0,1464393,67840901
(주)성안,011300,2015/12,0,1320035,52241798
(주)성안,011300,2016/12,0,1314759,47065619
(주)성안,011300,2017/12,0,1582959,43814622
(주)성안,011300,2018/12,0,1773320,62395663
(주)성안,011300,2019/12,0,2324612,71088846
(주)성안,011300,2020/12,0,1484615,29612649
(주)성안,011300,2021/12,0,574250,31096704
(주)성우하이텍,015750,2011/12,0,12497640,931749852
(주)성우하이텍,015750,2012/12,0,14874860,1010563147
(주)성우하이텍,015750,2013/12,0,18922450,937128015
(주)성우하이텍,015750,2014/12,0,18288271,1049101794
(주)성우하이텍,015750,2015/12,0,16274319,1246223585
(주)성우하이텍,015750,2016/12,0,21202923,1279982494
(주)성우하이텍,015750,2017/12,0,20428877,1210755015
(주)성우하이텍,015750,2018/12,0,22855045,1199397796
(주)성우하이텍,015750,2019/12,0,32488719,1218068087
(주)성우하이텍,015750,2020/12,0,32887192,1152011182
(주)성우하이텍,015750,2021/12,0,22394861,1259189056
(주)성창오토텍,080470,2011/12,0,513796,57684359
(주)성창오토텍,080470,2012/12,0,590316,62892755
(주)성창오토텍,080470,2013/12,0,1960566,75235092
(주)성창오토텍,080470,2014/12,0,1138492,68713577
(주)성창오토텍,080470,2015/12,0,1442670,68572286
(주)성창오토텍,080470,2016/12,0,1455158,69476492
(주)성창오토텍,080470,2017/12,0,1926145,76025330
(주)성창오토텍,080470,2018/12,0,1763587,76261648
(주)성창오토텍,080470,2019/12,0,1436293,70903490
(주)성창오토텍,080470,2020/12,0,1239195,71766524
(주)성창오토텍,080470,2021/12,0,1377227,86415025
(주)세경하이테크,148150,2019/12,0,13627367,150591566
(주)세경하이테크,148150,2020/12,0,15403128,61447788
(주)세경하이테크,148150,2021/12,0,13291438,69117211
(주)세기리텍,199870,2015/12,,,85900519
(주)세기리텍,199870,2016/12,,,65842922
(주)세동,053060,2011/12,0,0,80395179
(주)세동,053060,2012/12,0,0,95564129
(주)세동,053060,2013/12,0,0,112609127
(주)세동,053060,2014/12,0,0,116923791
(주)세동,053060,2015/12,0,0,119626787
(주)세동,053060,2016/12,0,0,114182074
(주)세동,053060,2017/12,0,0,109625429
(주)세동,053060,2018/12,0,0,131687786
(주)세동,053060,2019/12,0,0,135817125
(주)세동,053060,2020/12,0,0,109841713
(주)세동,053060,2021/12,0,0,125781228
(주)세림비앤지,340440,2019/12,,,
(주)세림비앤지,340440,2020/12,,,
(주)세림비앤지,340440,2021/12,,,47675469
(주)세보엠이씨,011560,2011/12,0,0,303922700
(주)세보엠이씨,011560,2012/12,0,0,203160889
(주)세보엠이씨,011560,2013/12,0,0,193660225
(주)세보엠이씨,011560,2014/12,0,0,347028130
(주)세보엠이씨,011560,2015/12,0,344705,277308188
(주)세보엠이씨,011560,2016/12,0,33157,359073552
(주)세보엠이씨,011560,2017/12,0,0,590307232
(주)세보엠이씨,011560,2018/12,0,0,458624847
(주)세보엠이씨,011560,2019/12,0,0,605016447
(주)세보엠이씨,011560,2020/12,0,0,638235326
(주)세보엠이씨,011560,2021/12,0,0,430676784
(주)세아베스틸지주,001430,2011/12,,,2484734009
(주)세아베스틸지주,001430,2012/12,,,2194080927
(주)세아베스틸지주,001430,2013/12,,,2112649588
(주)세아베스틸지주,001430,2014/12,,,2202367043
(주)세아베스틸지주,001430,2015/12,0,7441814,1826024379
(주)세아베스틸지주,001430,2016/12,0,7759598,1619275431
(주)세아베스틸지주,001430,2017/12,0,7661158,1927463423
(주)세아베스틸지주,001430,2018/12,0,7573531,2042371454
(주)세아베스틸지주,001430,2019/12,0,6908709,1761760314
(주)세아베스틸지주,001430,2020/12,0,5998177,1394364933
(주)세아베스틸지주,001430,2021/12,0,6531616,2153394390
(주)세아제강,306200,2018/12,,,433409063
(주)세아제강,306200,2019/12,,,1227180212
(주)세아제강,306200,2020/12,,,1150466165
(주)세아제강,306200,2021/12,,,1497360776
(주)세아제강지주,003030,2011/12,0,1234000,1711721720
(주)세아제강지주,003030,2012/12,0,1712000,1912943848
(주)세아제강지주,003030,2013/12,0,1641000,1720004506
(주)세아제강지주,003030,2014/12,0,1654000,1870280357
(주)세아제강지주,003030,2015/12,0,1682000,1426470820
(주)세아제강지주,003030,2016/12,0,1752000,1327723787
(주)세아제강지주,003030,2017/12,0,2193000,1658987536
(주)세아제강지주,003030,2018/12,0,0,10796568
(주)세아제강지주,003030,2019/12,0,0,9845885
(주)세아제강지주,003030,2020/12,0,0,13300320
(주)세아제강지주,003030,2021/12,0,0,13396599
(주)세아특수강,019440,2011/12,0,12742,635360871
(주)세아특수강,019440,2012/12,0,39293,649614468
(주)세아특수강,019440,2013/12,0,41988,687716876
(주)세아특수강,019440,2014/12,0,64748,670291973
(주)세아특수강,019440,2015/12,0,93266,605069631
(주)세아특수강,019440,2016/12,0,177114,572013623
(주)세아특수강,019440,2017/12,0,154723,618668067
(주)세아특수강,019440,2018/12,0,71008,594482379
(주)세아특수강,019440,2019/12,0,65511,587357187
(주)세아특수강,019440,2020/12,0,134502,471793047
(주)세아특수강,019440,2021/12,0,103797,634630430
(주)세아홀딩스,058650,2011/12,0,5814343,43969745
(주)세아홀딩스,058650,2012/12,0,7360540,60606911
(주)세아홀딩스,058650,2013/12,0,7911179,37900501
(주)세아홀딩스,058650,2014/12,0,7907413,81200212
(주)세아홀딩스,058650,2015/12,0,9098687,44589075
(주)세아홀딩스,058650,2016/12,0,9667993,43205001
(주)세아홀딩스,058650,2017/12,0,8956859,42947534
(주)세아홀딩스,058650,2018/12,0,9136971,53196802
(주)세아홀딩스,058650,2019/12,0,8554610,50222267
(주)세아홀딩스,058650,2020/12,0,7276657,71490184
(주)세아홀딩스,058650,2021/12,0,7724782,53192791
(주)세영디앤씨,052190,2011/12,,,8403208
(주)세영디앤씨,052190,2012/12,,,5633030
(주)세영디앤씨,052190,2013/12,,,12669809
(주)세영디앤씨,052190,2014/12,,,3146064
(주)세영디앤씨,052190,2015/12,,,3181552
(주)세영디앤씨,052190,2016/12,0,1769551,3016994
(주)세영디앤씨,052190,2017/12,0,0,7473240
(주)세영디앤씨,052190,2018/12,0,0,4405197
(주)세영디앤씨,052190,2019/12,0,0,2737531
(주)세영디앤씨,052190,2020/12,0,0,888078
(주)세영디앤씨,052190,2021/12,0,0,386726
(주)세우글로벌,013000,2011/12,0,67053,30489453
(주)세우글로벌,013000,2012/12,0,0,34979332
(주)세우글로벌,013000,2013/12,0,0,40752721
(주)세우글로벌,013000,2014/12,0,0,42874307
(주)세우글로벌,013000,2015/12,0,0,36745763
(주)세우글로벌,013000,2016/12,0,0,40304678
(주)세우글로벌,013000,2017/12,0,0,33446419
(주)세우글로벌,013000,2018/12,0,0,28386024
(주)세우글로벌,013000,2019/12,0,0,25316586
(주)세우글로벌,013000,2020/12,,,27452348
(주)세우글로벌,013000,2021/12,0,0,32394256
(주)세운메디칼,100700,2011/12,0,109058,40500217
(주)세운메디칼,100700,2012/12,0,63747,46175191
(주)세운메디칼,100700,2013/12,0,322260,48055081
(주)세운메디칼,100700,2014/12,0,244130,49464214
(주)세운메디칼,100700,2015/12,0,380501,53910704
(주)세운메디칼,100700,2016/12,0,222691,52726295
(주)세운메디칼,100700,2017/12,0,269266,56329261
(주)세운메디칼,100700,2018/12,0,245805,58258929
(주)세운메디칼,100700,2019/12,0,340231,60450324
(주)세운메디칼,100700,2020/12,0,321381,61384361
(주)세운메디칼,100700,2021/12,0,427866,60706036
(주)세원물산,024830,2011/12,,,96106612
(주)세원물산,024830,2012/12,,,101642150
(주)세원물산,024830,2013/12,,,87906353
(주)세원물산,024830,2014/12,,,82621988
(주)세원물산,024830,2015/12,,,96551716
(주)세원물산,024830,2016/12,,,76143049
(주)세원물산,024830,2017/12,,,71892127
(주)세원물산,024830,2018/12,,,86850803
(주)세원물산,024830,2019/12,,,115276852
(주)세원물산,024830,2020/12,,,155789892
(주)세원물산,024830,2021/12,,,210094467
(주)세원정공,021820,2011/06,0,0,65154315
(주)세원정공,021820,2012/06,0,0,60921571
(주)세원정공,021820,2013/06,0,0,72044773
(주)세원정공,021820,2014/06,0,5910759,60869811
(주)세원정공,021820,2015/06,0,0,56141998
(주)세원정공,021820,2016/06,0,0,49215834
(주)세원정공,021820,2017/06,0,0,53718376
(주)세원정공,021820,2018/06,0,0,54947970
(주)세원정공,021820,2019/06,0,0,48917349
(주)세원정공,021820,2020/06,0,0,50533996
(주)세원정공,021820,2021/06,0,0,58380396
(주)세이브존아이앤씨,067830,2011/12,0,0,167131125
(주)세이브존아이앤씨,067830,2012/12,0,0,173339378
(주)세이브존아이앤씨,067830,2013/12,0,0,179398817
(주)세이브존아이앤씨,067830,2014/12,0,0,182077451
(주)세이브존아이앤씨,067830,2015/12,0,0,185739416
(주)세이브존아이앤씨,067830,2016/12,0,0,181594318
(주)세이브존아이앤씨,067830,2017/12,0,0,176743036
(주)세이브존아이앤씨,067830,2018/12,0,0,172308540
(주)세이브존아이앤씨,067830,2019/12,0,0,157811582
(주)세이브존아이앤씨,067830,2020/12,,,134723062
(주)세이브존아이앤씨,067830,2021/12,,,122173236
(주)세종메디칼,258830,2018/12,0,1201893,14829957
(주)세종메디칼,258830,2019/12,0,1057415,16229948
(주)세종메디칼,258830,2020/12,0,2127422,13993481
(주)세종메디칼,258830,2021/12,0,1528292,15029829
(주)세중,039310,2011/12,0,0,80464611
(주)세중,039310,2012/12,0,0,80904850
(주)세중,039310,2013/12,0,0,69397224
(주)세중,039310,2014/12,0,0,65252416
(주)세중,039310,2015/12,0,0,63330769
(주)세중,039310,2016/12,0,0,65609916
(주)세중,039310,2017/12,0,0,29646868
(주)세중,039310,2018/12,0,0,13304683
(주)세중,039310,2019/12,0,0,8955761
(주)세중,039310,2020/12,0,0,2926416
(주)세중,039310,2021/12,0,0,72414397
(주)세진중공업,075580,2015/12,0,1511155,453317914
(주)세진중공업,075580,2016/12,0,0,427423084
(주)세진중공업,075580,2017/12,0,0,250893275
(주)세진중공업,075580,2018/12,0,0,210536071
(주)세진중공업,075580,2019/12,0,0,283229382
(주)세진중공업,075580,2020/12,0,90324,267295950
(주)세진중공업,075580,2021/12,0,70928,221657469
(주)세진티에스,067770,2011/12,0,234453,46347064
(주)세진티에스,067770,2012/12,0,219399,31846548
(주)세진티에스,067770,2013/12,0,164049,21140615
(주)세진티에스,067770,2014/12,0,106803,19010656
(주)세진티에스,067770,2015/12,0,0,15301676
(주)세진티에스,067770,2016/12,0,0,22803459
(주)세진티에스,067770,2017/12,0,0,13607354
(주)세진티에스,067770,2018/12,0,0,10947548
(주)세진티에스,067770,2019/12,0,0,10848483
(주)세진티에스,067770,2020/12,0,0,18670876
(주)세진티에스,067770,2021/12,0,0,16826427
(주)세코닉스,053450,2011/12,0,8577165,85136629
(주)세코닉스,053450,2012/12,0,10309488,147873223
(주)세코닉스,053450,2013/12,0,9676326,213329847
(주)세코닉스,053450,2014/12,0,14800197,217658871
(주)세코닉스,053450,2015/12,0,20382973,244616364
(주)세코닉스,053450,2016/12,0,21962463,313953544
(주)세코닉스,053450,2017/12,0,19487190,321574557
(주)세코닉스,053450,2018/12,0,16662767,400685304
(주)세코닉스,053450,2019/12,0,16696712,385463069
(주)세코닉스,053450,2020/12,0,14645058,310806161
(주)세코닉스,053450,2021/12,0,13514488,393318629
(주)세토피아,222810,2015/12,,,
(주)세토피아,222810,2016/12,,,14763962
(주)세토피아,222810,2017/12,,,14909489
(주)세토피아,222810,2018/12,,,13304515
(주)세토피아,222810,2019/12,0,1567578,11037698
(주)세토피아,222810,2020/12,0,1328116,8043121
(주)세토피아,222810,2021/12,0,791994,11090761
(주)세화피앤씨,085980,2013/12,,,19948900
(주)세화피앤씨,085980,2014/12,,,20085124
(주)세화피앤씨,085980,2015/12,,,22015957
(주)세화피앤씨,252500,2016/12,,,
(주)세화피앤씨,085980,2016/12,,,29236929
(주)세화피앤씨,252500,2017/12,,,32928605
(주)세화피앤씨,252500,2018/12,,,27712197
(주)세화피앤씨,252500,2019/12,,,29231952
(주)세화피앤씨,252500,2020/12,,,36598990
(주)세화피앤씨,252500,2021/12,,,39660421
(주)센코,347000,2020/12,,,20125978
(주)센코,347000,2021/12,0,1112840,22554919
(주)센트랄모텍,308170,2019/12,0,3365023,207395852
(주)센트랄모텍,308170,2020/12,0,3373857,231860590
(주)센트랄모텍,308170,2021/12,0,4616630,275893310
(주)센트럴인사이트,012600,2011/12,0,5897044,97206299
(주)센트럴인사이트,012600,2012/12,0,2630998,55180367
(주)센트럴인사이트,012600,2013/12,0,4482135,53696714
(주)센트럴인사이트,012600,2014/12,0,4526194,53327357
(주)센트럴인사이트,012600,2015/12,0,3575477,37871176
(주)센트럴인사이트,012600,2016/12,0,3271902,40300502
(주)센트럴인사이트,012600,2017/12,0,2906434,32477961
(주)센트럴인사이트,012600,2018/12,0,2559211,31261248
(주)센트럴인사이트,012600,2019/12,0,2463452,39903902
(주)센트럴인사이트,012600,2020/12,0,2041703,28087427
(주)센트럴인사이트,012600,2021/12,0,1735295,17774499
(주)셀레믹스,331920,2020/12,,,5265264
(주)셀레믹스,331920,2021/12,,,8084279
(주)셀루메드,049180,2011/12,0,126916,26493382
(주)셀루메드,049180,2012/12,0,25071,29474165
(주)셀루메드,049180,2013/12,0,0,28235294
(주)셀루메드,049180,2014/12,0,4827,18629831
(주)셀루메드,049180,2015/12,0,153066,16354734
(주)셀루메드,049180,2016/12,0,78419,10044283
(주)셀루메드,049180,2017/12,0,654608,18382473
(주)셀루메드,049180,2018/12,0,205292,9925474
(주)셀루메드,049180,2019/12,0,641842,12838321
(주)셀루메드,049180,2020/12,0,783231,16535705
(주)셀루메드,049180,2021/12,0,1170400,19779876
(주)셀리드,299660,2017/12,,,
(주)셀리드,299660,2019/12,,,0
(주)셀리드,299660,2020/12,,,0
(주)셀리드,299660,2021/12,,,909091
(주)셀리버리,268600,2018/12,0,410265,4512316
(주)셀리버리,268600,2019/12,,,2073695
(주)셀리버리,268600,2020/12,,,761573
(주)셀리버리,268600,2021/12,0,7708363,1138433
(주)셀바스에이아이,108860,2011/12,0,0,13963832
(주)셀바스에이아이,108860,2012/12,,,18432795
(주)셀바스에이아이,108860,2013/12,,,29017816
(주)셀바스에이아이,108860,2014/12,0,4194011,19435855
(주)셀바스에이아이,108860,2015/12,0,4339663,12470785
(주)셀바스에이아이,108860,2016/12,0,4948130,13797102
(주)셀바스에이아이,108860,2017/12,0,4824215,17824699
(주)셀바스에이아이,108860,2018/12,0,5352088,15562084
(주)셀바스에이아이,108860,2019/12,0,2497268,13093894
(주)셀바스에이아이,108860,2020/12,0,1996931,13673080
(주)셀바스에이아이,108860,2021/12,0,2568572,19507073
(주)셀바스헬스케어,208370,2014/12,,,
(주)셀바스헬스케어,208370,2015/12,,,
(주)셀바스헬스케어,208370,2016/12,0,2814661,20575800
(주)셀바스헬스케어,208370,2017/12,0,2422006,28175434
(주)셀바스헬스케어,208370,2018/12,0,3640160,18813684
(주)셀바스헬스케어,208370,2019/12,0,1819621,19673519
(주)셀바스헬스케어,208370,2020/12,0,1874940,19505758
(주)셀바스헬스케어,208370,2021/12,0,2334676,27472228
(주)셀트리온,068270,2011/12,0,19154378,278592584
(주)셀트리온,068270,2012/12,0,31089392,348955193
(주)셀트리온,068270,2013/12,0,25385543,224575287
(주)셀트리온,068270,2014/12,0,69641717,404621868
(주)셀트리온,068270,2015/12,0,37319979,528784433
(주)셀트리온,068270,2016/12,0,65358027,577574962
(주)셀트리온,068270,2018/12,0,108059663,861884226
(주)셀트리온,068270,2019/12,0,113568073,981870269
(주)셀트리온,068270,2020/12,0,171437188,1689786997
(주)셀트리온,068270,2021/12,0,125769269,1615839890
(주)셀트리온제약,068760,2011/12,0,1959705,42273147
(주)셀트리온제약,068760,2012/12,0,2263806,44707596
(주)셀트리온제약,068760,2013/12,0,1892933,50083248
(주)셀트리온제약,068760,2014/12,0,788367,64708354
(주)셀트리온제약,068760,2015/12,0,1488796,72578429
(주)셀트리온제약,068760,2016/12,0,13266066,101569415
(주)셀트리온제약,068760,2017/12,0,1032980,129529518
(주)셀트리온제약,068760,2018/12,0,1918820,139470824
