회사명,거래소코드,회계년도,[제조]비유동비율(IFRS연결),[제조]유동비율(IFRS연결),[제조]당좌비율(IFRS연결),[제조]현금비율(IFRS연결),[제조]부채비율(IFRS연결),[제조]유동부채비율(IFRS연결),[제조]차입금비율(IFRS연결),[제조]이자보상배율(이자비용)(IFRS연결),[제조]유보액대비율(IFRS연결),[제조]유보액 대 납입자본배율(IFRS연결),[제조]투자집중도(IFRS연결)
(주)디지털대성,068930,2013/12,,,,,,,,,,,
(주)디지털대성,068930,2014/12,,,,,,,,,,,
(주)디지털대성,068930,2015/12,106.85,113.87,109.12,21.99,48.05,36.19,13.86,133.28,58.4,4.87,143.5
(주)디지털대성,068930,2016/12,97.47,125.15,120.74,41.76,40.08,34.05,10.36,36.45,62.37,5.31,104.21
(주)디지털대성,068930,2017/12,101.03,116.08,112.83,36.17,41,34.43,5.39,81.59,62.7,5.86,105.72
(주)디지털대성,068930,2018/12,95.59,126.62,124.1,48.91,45.52,39.43,2.59,124.76,63.67,6.37,97.56
(주)디지털대성,068930,2019/12,93.14,143.72,141.93,46.57,50.76,40.09,6.86,80.35,64.34,8.13,97.47
(주)디지털대성,068930,2020/12,103.84,114.13,111.72,37.46,53.77,43.75,5.45,77.98,63.3,8.41,96.83
(주)디지털대성,068930,2021/12,120.44,78.16,73.17,35.62,51.95,40.31,8.12,106.36,63.34,9.91,107.93
(주)디지텍시스템스,091690,2011/12,62.53,290.63,174.18,19.31,59.77,33.45,38.74,8.22,60.95,16.25,123.94
(주)디지텍시스템스,091690,2012/12,,,,,,,,,,,
(주)디지텍시스템스,091690,2013/12,,,,,,,,,,,
(주)디지틀조선일보,033130,2011/12,63.24,276.39,275.32,52.4,22.95,21.61,0,999999999,50.34,1.62,97.14
(주)디지틀조선일보,033130,2012/12,60.91,598.4,596.37,124.49,9,8.04,0,999999999,60.21,1.91,84.67
(주)디지틀조선일보,033130,2013/12,62.67,543.72,542.16,111.93,9.54,8.62,0,999999999,61.42,2.06,98.77
(주)디지틀조선일보,033130,2014/12,58.03,566.52,564.75,114.67,10.25,9.22,0,999999999,62.08,2.17,121.55
(주)디지틀조선일보,033130,2015/12,46.99,574.11,572.96,67.62,11.73,11.28,0,999999999,62.86,2.36,136.41
(주)디지틀조선일보,033130,2016/12,43.59,716.17,714.85,78.89,9.61,9.22,0,999999999,65.39,2.53,127.85
(주)디지틀조선일보,033130,2017/12,38.78,682.2,680.95,86.25,10.81,10.56,0,999999999,66.19,2.75,140.61
(주)디지틀조선일보,033130,2018/12,43.43,714.04,711.53,125.82,9.53,9.26,0,999999999,68.29,2.97,138.16
(주)디지틀조선일보,033130,2019/12,47.06,653.54,651.56,123.34,11.13,9.8,2.88,31.03,68.37,3.16,165.7
(주)디지틀조선일보,033130,2020/12,42.49,912.47,909.54,131.44,7.55,7.13,1.56,24.38,71.15,3.26,186.97
(주)디지틀조선일보,033130,2021/12,54.29,624.67,622.81,132.32,12.3,9.29,4.18,60.43,69.13,3.47,166.29
(주)디케이앤디,263020,2018/12,63.65,316.47,246.92,133.06,22.59,18.62,7.97,19.26,75.06,11.54,98.79
(주)디케이앤디,263020,2019/12,62.97,326.79,256.44,89.97,20.67,17.66,4.4,19.37,76.62,12.26,96.29
(주)디케이앤디,263020,2020/12,63.02,304.42,255.09,89.23,21.7,19.28,5.01,45.26,77.66,13.01,81.33
(주)디케이앤디,263020,2021/12,96.42,129.96,97.73,32.8,98.13,78.26,41.58,1.98,44.54,6.11,123.05
(주)디케이티,290550,2018/12,77.54,116.69,90.21,53.02,152.86,150.24,30.97,11.26,34.76,7.26,29.77
(주)디케이티,290550,2019/12,50.12,152.99,112.28,42.11,96.33,95.57,9.44,53.53,47.34,13.17,33.6
(주)디케이티,290550,2020/12,52.5,189.85,154.93,69.73,53.21,53.05,7.51,93.78,61.28,15.35,29.08
(주)디케이티,290550,2021/12,46.35,237.18,210.9,45.79,160.82,90.42,80.28,18.03,34.33,8.57,63.07
(주)디티앤씨,187220,2014/12,,,,,,,,,,,
(주)디티앤씨,187220,2015/12,100.69,252.96,252.24,131.98,38.23,14.84,30.04,5.32,67.08,12.73,265.55
(주)디티앤씨,187220,2016/12,113.01,225.72,225.72,82.92,56.32,19.18,44.5,4.27,59.52,13.37,243.59
(주)디티앤씨,187220,2017/12,123.08,96.1,96.1,32.15,63.91,42.49,51.71,4.67,56.99,14.18,205.71
(주)디티앤씨,187220,2018/12,148.08,87.59,87.14,27.44,94.46,52.95,76.96,2.34,48.17,14.8,199.76
(주)디티앤씨,187220,2019/12,159.02,85.18,84.41,36.21,111.1,61.14,88.98,0.14,44.33,14.56,212.26
(주)디티앤씨,187220,2020/12,180.57,75.52,74.08,26.43,138.85,77.17,112.82,-0.06,39.49,13.54,194.4
(주)디티앤씨,187220,2021/12,142.52,71.98,70.91,31.64,98.62,77.94,77.49,0.69,48.02,17,178.81
(주)디피앤케이,189700,2014/12,59.46,209.37,115.79,0.71,98.78,66.54,68.54,16.42,26.49,1.11,72.63
(주)디피앤케이,189700,2015/12,,,,,,,,,,,
(주)디피앤케이,189700,2016/12,,,,,,,,,,,
(주)딜리,131180,2011/12,37.27,1378.97,1240.49,205.2,5.54,4.95,0.72,94.86,89.12,13.59,138.24
(주)딜리,131180,2012/12,35.83,1076.36,980.72,109.87,7.38,6.65,1.09,422.48,87.89,14.41,127.99
(주)딜리,131180,2013/12,35.08,1182.4,1033.06,158.74,6.87,6.07,0.85,392.7,88.54,15.09,135.16
(주)딜리,131180,2014/12,33.78,1083.24,932.93,206.82,6.73,6.73,0.3,1438.15,88.86,15.81,136.83
(주)딜리,131180,2015/12,38.97,878.23,743.56,189.17,14.22,8.57,6.7,138.9,83.4,17.23,119.85
(주)딜리,131180,2016/12,38.55,1333.33,1057.63,287.74,5.01,4.98,0.05,88.18,90.9,18.05,126.04
(주)딜리,131180,2017/12,39.16,850.69,674.51,137.63,8.34,8.13,0,2467273.56,88.2,18.44,100.74
(주)딜리,131180,2018/12,38.73,914.43,740.7,221.77,7.88,7.56,0.5,30.21,88.93,18.8,118.01
(주)딜리,131180,2019/12,51.48,729.51,610.16,185.89,10.78,8.13,2.92,27.41,88.06,19.14,115.94
(주)딜리,131180,2020/12,57.59,816.87,660.8,234.17,11.51,6.6,2.19,23.43,88.71,18.62,152.93
(주)딜리,131180,2021/12,69.02,259.21,209.43,53.95,21.49,20.24,9.24,40.81,81.45,19.24,130.03
(주)딥노이드,315640,2021/12,,,,,,,,,,,
(주)라닉스,317120,2019/12,,,,,,,,,,,
(주)라닉스,317120,2020/12,,,,,,,,,,,
(주)라닉스,317120,2021/12,157.1,1097.22,967.32,67.81,133.36,6.95,125.18,-1.62,31.98,2.94,356.12
(주)라온테크,232680,2015/12,,,,,,,,,,,
(주)라온테크,232680,2016/12,,,,,,,,,,,
(주)라온테크,232680,2017/12,,,,,,,,,,,
(주)라온테크,232680,2018/12,,,,,,,,,,,
(주)라온테크,232680,2019/12,,,,,,,,,,,
(주)라온테크,232680,2020/12,,,,,,,,,,,
(주)라온테크,232680,2021/12,,,,,,,,,,,
(주)라이온켐텍,171120,2013/12,,,,,,,,,,,
(주)라이온켐텍,171120,2014/12,,,,,,,,,,,
(주)라이온켐텍,171120,2015/12,,,,,,,,,,,
(주)라이온켐텍,171120,2016/12,,,,,,,,,,,
(주)라이온켐텍,171120,2017/12,,,,,,,,,,,
(주)라이온켐텍,171120,2018/12,,,,,,,,,,,
(주)라이온켐텍,171120,2019/12,,,,,,,,,,,
(주)라이온켐텍,171120,2020/12,,,,,,,,,,,
(주)라이온켐텍,171120,2021/12,,,,,,,,,,,
(주)라이트론,069540,2011/12,50.69,348.5,200.31,34.26,34.99,24.19,7.32,78.61,68.78,8.48,97.06
(주)라이트론,069540,2012/12,44.6,265.68,157.47,33.57,43.3,37.15,13.66,39.01,65.52,10.03,103.49
(주)라이트론,069540,2013/12,44.62,321.51,184.96,25.52,43.77,30.84,15.89,11.53,65.61,10.85,112.23
(주)라이트론,069540,2014/12,39.87,356.42,202.29,79.28,35.98,26.97,16.39,13.78,69.74,11.98,99.28
(주)라이트론,069540,2015/12,42.76,608.91,327.2,80.28,27.63,13.94,13.79,-35.72,73.86,10.73,143.9
(주)라이트론,069540,2016/12,47.52,252.06,159.84,31.4,46.76,39.37,24.19,3.44,64.05,10.89,128.4
(주)라이트론,069540,2017/12,63.3,156.27,114.08,13.66,83.86,77.15,44.81,0.05,52.31,10.59,75.18
(주)라이트론,069540,2018/12,101.7,106.54,81.82,9.65,157.02,145.78,118.26,-0.64,36.15,4.54,183.04
(주)라이트론,069540,2019/12,61.93,136.1,102.62,82.36,110.78,109.37,91.16,5.52,46.46,5.15,64.57
(주)라이트론,069540,2020/12,48.31,445.79,279.4,248.7,30.09,18.34,10.63,-21.04,69.09,3.99,338.21
(주)라이트론,069540,2021/12,46.33,295.32,223.93,176.85,36.93,30.68,23.03,-16.83,63.95,3.59,165.83
(주)라이프시맨틱스,347700,2021/12,,,,,,,,,,,
(주)라파스,214260,2019/12,70.62,726.14,646.85,127.5,31.2,8.34,25.18,-1.6,69.59,10.49,284.1
(주)라파스,214260,2020/12,74.69,491.6,449.79,117.76,34.02,12.07,25.38,-19.02,67.58,9.61,277.46
(주)라파스,214260,2021/12,68.85,169.15,160.69,20.89,82.28,67.06,39.58,-1.94,50.47,11.49,456.31
(주)락앤락,115390,2011/12,50.25,356.11,252.81,61.1,28.2,21.89,12.6,24.25,76.14,19.97,138.64
(주)락앤락,115390,2012/12,60.25,285.29,209.59,82.21,29.56,24.3,19.79,16.18,76.06,20.96,136.04
(주)락앤락,115390,2013/12,59.61,244.75,172.54,52.27,29.53,28.57,18.02,18.54,76.65,22.21,149.99
(주)락앤락,115390,2014/12,64.06,263.47,173.8,73.37,26.23,23.6,17.62,8.08,78.66,22.76,174.37
(주)락앤락,115390,2015/12,60.85,331,208.94,106.31,18.21,17.33,8.75,20.88,84.01,23.11,171.92
(주)락앤락,115390,2016/12,54.18,529.13,364.21,185.98,11.74,10.88,3.22,67.97,88.9,24.27,169.08
(주)락앤락,115390,2017/12,57.53,546.04,349.4,165.22,13.42,10.24,5.55,92.93,87.55,23.07,155.32
(주)락앤락,115390,2018/12,54.75,613.39,400.31,180.82,11.93,9.32,4.4,40.11,85.62,23.02,160.26
(주)락앤락,115390,2019/12,57.08,607.39,376.6,169.06,16.95,9.86,6.56,14.66,82.07,23.87,156.93
(주)락앤락,115390,2020/12,55.49,590.63,391.91,240.59,17.71,10.53,5.87,25.61,81.44,23.19,150.76
(주)락앤락,115390,2021/12,41.46,534.96,345.91,189.27,19.57,14.6,3.39,33.43,82.11,24.77,145.14
(주)래몽래인,200350,2021/12,21.04,247.19,230.38,91.43,61.78,56.93,30.38,13.37,57.49,13.29,170.15
(주)랩지노믹스,084650,2014/12,,,,,,,,,,,
(주)랩지노믹스,084650,2015/12,,,,,,,,,,,
(주)랩지노믹스,084650,2016/12,,,,,,,,,,,
(주)랩지노믹스,084650,2017/12,,,,,,,,,,,
(주)랩지노믹스,084650,2018/12,,,,,,,,,,,
(주)랩지노믹스,084650,2019/12,,,,,,,,,,,
(주)랩지노믹스,084650,2020/12,26.75,349.88,340.03,151.24,33.96,30.64,6.73,245.34,70.69,13.5,83.39
(주)랩지노믹스,084650,2021/12,21.06,420.15,413.53,173.36,28.95,25.68,3.36,502.41,78.63,28.06,92.48
(주)러셀,217500,2015/12,,,,,,,,,,,
(주)러셀,217500,2016/12,,,,,,,,,,,
(주)러셀,217500,2017/12,,,,,,,,,,,
(주)러셀,217500,2018/12,,,,,,,,,,,
(주)러셀,217500,2019/12,,,,,,,,,,,
(주)러셀,217500,2020/12,30.38,353.5,187.82,141.72,29.77,28.12,2.33,64.72,73.28,12.33,150.43
(주)러셀,217500,2021/12,24.52,289.64,226.92,185.46,44.27,41.34,14.4,9.57,66.53,15.19,123.05
(주)레고켐바이오사이언스,141080,2013/12,,,,,,,,,,,
(주)레고켐바이오사이언스,141080,2014/12,,,,,,,,,,,
(주)레고켐바이오사이언스,141080,2015/12,89.91,322.43,322.43,26.6,58.51,21.28,26.93,-9.17,56.48,8.55,3744.63
(주)레고켐바이오사이언스,141080,2016/12,66.48,330.79,327.86,19.79,49.1,24.98,23.36,-9.48,61.52,11.08,507.6
(주)레고켐바이오사이언스,141080,2017/12,74.86,256.29,250.98,48.88,66.26,35.66,30.77,-7.27,54.1,8.94,347.16
(주)레고켐바이오사이언스,141080,2018/12,26.88,938.89,931.3,102.77,15.57,9.45,0,-127.06,81.6,16.55,450.32
(주)레고켐바이오사이언스,141080,2019/12,25.93,722.38,709.27,433.67,22.06,13.31,1.89,326.2,77.68,18.31,228.82
(주)레고켐바이오사이언스,141080,2020/12,,,,,,,,,,,
(주)레고켐바이오사이언스,141080,2021/12,,,,,,,,,,,
(주)레드로버,060300,2011/12,,,,,,,,,,,
(주)레드로버,060300,2012/12,,,,,,,,,,,
(주)레드로버,060300,2013/12,,,,,,,,,,,
(주)레드로버,060300,2014/12,,,,,,,,,,,
(주)레드로버,060300,2015/12,59.63,753.43,620.16,50.79,17.44,7.67,16.27,-1.58,70.77,4.92,160.29
(주)레드로버,060300,2016/12,53.94,433.96,390.64,20.48,13.99,13.84,12.37,1.79,74.81,5.79,218.06
(주)레드로버,060300,2017/12,55.16,683.63,614.08,46.03,13.65,8.56,13.36,-3.36,74.85,5.5,243.41
(주)레드로버,060300,2018/12,53.94,870.53,868.13,30.91,12.36,6.71,11.2,-29.21,68.09,3.26,491.36
(주)레드로버,060300,2019/12,295.88,46.23,45.74,0.47,341.11,314.15,128.2,-28.88,-74.01,-0.77,89.56
(주)레드로버,060300,2020/12,110.62,98.52,98.12,10.01,90.11,80.69,32.03,0.07,23.05,0.78,199.83
(주)레드로버,060300,2021/12,75.7,119.33,119.33,24.3,127.99,127.62,77,-2.97,-27.17,-0.38,172.02
(주)레드캡투어,038390,2011/12,206.09,33.67,33.67,4.12,137.33,92.75,92.82,5.68,41.18,21.62,160.37
(주)레드캡투어,038390,2012/12,183.91,35.15,35.15,7.75,116.7,93.29,76.13,4.98,46.02,24.12,138.58
(주)레드캡투어,038390,2013/12,194.6,37.89,37.89,3.87,122.27,73.02,82.09,6.4,44.91,26.66,139.96
(주)레드캡투어,038390,2014/12,222.16,35.1,35.1,3.65,152.13,85.38,112.58,6.14,39.38,29.3,162.48
(주)레드캡투어,038390,2015/12,255.62,29.27,29.27,8.44,187.95,110.44,157.4,4.44,35.48,31.28,180.63
(주)레드캡투어,038390,2016/12,274.69,31.58,31.58,3.45,208.47,106.97,170.85,3.33,33.58,32.74,173.72
(주)레드캡투어,038390,2017/12,279.54,29.01,28.85,9.25,220.99,142.9,177.81,2.52,32.3,33.73,168.86
(주)레드캡투어,038390,2018/12,228.13,35.7,35.57,8.08,161.6,93.76,122.11,3.47,39.01,35.37,149.93
(주)레드캡투어,038390,2019/12,227.02,27.81,27.67,11.15,154.16,97.61,117.35,6,40.08,38.88,158.66
(주)레드캡투어,038390,2020/12,249.81,23.01,22.74,8.73,169.08,83.73,141.26,3.41,38.38,40.54,194.91
(주)레드캡투어,038390,2021/12,248.33,27.65,27.47,14.63,174.94,96.26,140.89,3.49,36.89,42.07,208.13
(주)레몬,294140,2020/12,,,,,,,,,,,
(주)레몬,294140,2021/12,,,,,,,,,,,
(주)레이,228670,2019/12,27.18,483.74,411.2,95.01,33.24,21.92,8.3,68.68,70.71,16.29,97.58
(주)레이,228670,2020/12,39.23,356.61,259.42,83.81,36.62,27.31,17.21,19.87,69.46,18.63,140.04
(주)레이,228670,2021/12,57.25,574.33,518.08,153.27,71.46,19.89,56.57,2.57,54.25,13.33,170.8
(주)레이언스,228850,2016/12,32.66,663.59,542.08,44.33,14.64,12.35,4.69,32,85.49,19.62,191.19
(주)레이언스,228850,2017/12,31.57,799.53,644.18,117.95,11,9.94,3.28,28.32,89.57,21.21,183.5
(주)레이언스,228850,2018/12,29.44,870.68,689.26,153.41,10.31,9.29,0.89,75.38,94.48,22.91,171.46
(주)레이언스,228850,2019/12,32.28,734.77,609.57,119.2,19.46,11.86,7.9,50.99,87.03,24.35,182.64
(주)레이언스,228850,2020/12,30.32,866.21,723.82,219.07,19.83,10.33,8.53,9.21,86.88,23.53,218.04
(주)레이언스,228850,2021/12,24.01,525.93,436.76,109.06,21.15,18.47,8.2,25.44,85.72,24.99,176.27
(주)레이크머티리얼즈,281740,2017/12,,,,,,,,,,,
(주)레이크머티리얼즈,281740,2018/12,,,,,,,,,,,
(주)레이크머티리얼즈,281740,2019/12,,,,,,,,,,,
(주)레이크머티리얼즈,281740,2020/12,130.19,107.13,54.6,24.92,121.1,84.86,99.73,4.3,37.95,5.22,180.72
(주)레이크머티리얼즈,281740,2021/12,156.35,113.21,59.23,29.34,156.1,88.12,119.13,15.32,34.67,7.92,176.44
(주)레인보우로보틱스,277810,2021/12,11.92,3923.61,3727.21,3384.46,33.35,3.09,29.33,-4.59,62.04,4.79,706.09
(주)렉스엘이앤지,004790,2011/12,137.26,87.58,52.04,6.69,293.15,292.17,87.86,1.14,16.39,1.7,239.68
(주)렉스엘이앤지,004790,2012/12,3005.63,74.27,52.85,3.14,10991.51,10887.61,5993.06,-14.7,-40.35,-0.98,185.25
(주)로보로보,215100,2015/12,,,,,,,,,,,
(주)로보로보,215100,2016/12,,,,,,,,,,,
(주)로보로보,215100,2017/12,38.67,1128.01,967.63,153.47,12.49,6.54,5.7,164.64,82.17,12.22,132.54
(주)로보로보,215100,2018/12,37.33,1225.98,1076.26,101.77,5.8,5.58,0,69.61,87.84,13.16,116.95
(주)로보로보,215100,2019/12,47.3,781.68,672.03,29.2,10.45,8.08,3.24,3.56,87.65,13.39,140.3
(주)로보로보,215100,2020/12,41.86,1178.67,944.26,46.07,6.15,5.45,0.82,-239.05,87.05,12.17,376.43
(주)로보로보,215100,2021/12,45.8,1918.18,1562.16,461.06,3.39,3,0.44,-330.24,91.52,14.09,269.57
(주)로보스타,090360,2011/12,68.48,142.3,94.37,20.13,128.18,112.22,59.67,5.98,38.16,6.74,62.19
(주)로보스타,090360,2012/12,92.36,127.47,76.46,19.59,158.77,130.55,73.61,-4.1,32.86,5.68,80.31
(주)로보스타,090360,2013/12,94.81,123.03,79.77,21.99,204.38,170.34,77.86,2.79,28.14,5.97,69.63
(주)로보스타,090360,2014/12,86.03,127.62,84.74,30.39,167.18,141.95,65.04,3.04,32.47,6.55,75.72
(주)로보스타,090360,2015/12,88.1,136.75,100.57,29.29,168.1,131.63,58.34,21.37,33.52,8.88,72.63
(주)로보스타,090360,2016/12,75.53,132.14,103,20.44,205.32,173.9,41.6,15.92,29.84,10.25,85.61
(주)로보스타,090360,2017/12,64.87,140.4,93.8,21.85,159.12,138.36,29.8,28.7,35.6,11.89,61.18
(주)로보스타,090360,2018/12,40.34,198.92,158.03,74.44,66.89,63.62,3.93,6.69,57.08,20.08,87.11
(주)로보스타,090360,2019/12,42.13,194.69,157.19,45.71,72.83,67.13,2.87,-104.9,54.93,18.78,92.28
(주)로보스타,090360,2020/12,48.63,182.78,130.35,44.45,70.6,66.73,2.23,-274.51,55.21,16.2,104.91
(주)로보스타,090360,2021/12,45.96,232.53,166.56,51.67,44.86,42.53,1.39,7.93,65.12,16.66,85.85
(주)로보티즈,108490,2018/12,44.63,1119.41,941.62,365.61,11.85,6,7.02,27.2,81.23,9.94,277.98
(주)로보티즈,108490,2019/12,43.79,1866.12,1532.65,478.21,5.31,3.3,0.54,59.93,90.4,10.39,250.01
(주)로보티즈,108490,2020/12,46.82,3816.88,3130.17,808.97,15.49,1.8,12.3,-52.72,82.97,10.8,354.86
(주)로보티즈,108490,2021/12,42.84,550.42,461.21,169,14.12,12.95,10.61,-1.31,81.13,11.45,336.36
(주)로지시스,067730,2015/12,,,,,,,,,,,
(주)로지시스,067730,2016/12,,,,,,,,,,,
(주)로지시스,067730,2017/12,,,,,,,,,,,
(주)로지시스,067730,2018/12,,,,,,,,,,,
(주)로지시스,067730,2019/12,,,,,,,,,,,
(주)로지시스,067730,2020/12,,,,,,,,,,,
(주)로지시스,067730,2021/12,,,,,,,,,,,
(주)로케트전기,000420,2011/12,470.06,67.18,37.35,1.31,780.97,611.62,542.14,0.05,-3.24,-0.22,117.06
(주)로케트전기,000420,2013/12,674.06,52.04,35.54,0.79,1066.27,945.88,769.44,-1.54,-23.13,-0.73,108.59
(주)롯데미도파,004010,2011/12,,,,,,,,,,,
(주)루멘스,038060,2011/12,91.6,120.34,86.74,39.76,105.45,94.61,58.47,5.56,42.8,5.55,66.11
(주)루멘스,038060,2012/12,82.71,126.63,81.09,24.12,102.28,94.43,49.12,6.43,43.82,6.53,52.68
(주)루멘스,038060,2013/12,58.51,182.26,141.26,67.53,61.24,56.37,12.27,26.31,56.28,8.36,47.2
(주)루멘스,038060,2014/12,52.45,210.29,148.16,56.95,53.7,48.15,14.2,21.56,60.92,9.08,57.8
(주)루멘스,038060,2015/12,59.66,205.09,139.88,65.77,55.04,46.51,19.93,6.33,60.21,8.66,67.26
(주)루멘스,038060,2016/12,70.59,179.09,112.13,61.29,63.61,51.94,27,3.9,56.95,8.43,72.32
(주)루멘스,038060,2017/12,75.22,173.87,98.23,54.09,55.58,46.22,32.3,-4.5,60.05,8.78,78.38
(주)루멘스,038060,2018/12,80.54,147.43,88.13,21.16,73.89,63.32,41.37,-6.92,52.28,7.36,87.08
(주)루멘스,038060,2019/12,97.65,110.48,66.93,15.18,113.28,104.66,57.38,-9.58,40.63,4.79,73.65
(주)루멘스,038060,2020/12,105.5,101.97,58.57,21.49,144.81,136.62,66.9,-4.09,33.46,3.35,64.77
(주)루멘스,038060,2021/12,20.23,156.35,116.42,35.79,147.59,145.41,44.75,0.43,30.63,2.33,87.72
(주)루트로닉,085370,2011/12,97.03,176.92,96.09,13.9,76.25,44.78,53.22,-2.06,50.47,5.66,123.2
(주)루트로닉,085370,2012/12,124.57,130.8,61.92,10.25,115.41,69.45,86.27,0.05,42.61,5.69,123.38
(주)루트로닉,085370,2013/12,137.59,111.62,58.9,5.65,122.12,75.73,84.71,1.09,40.96,5.76,134.83
(주)루트로닉,085370,2014/12,147.54,99.67,51.67,6.41,147.38,100.16,99.29,2.85,36.72,5.68,122.41
(주)루트로닉,085370,2015/12,98.05,151.48,104.44,7.49,72.99,49.48,36.05,5.92,54.58,13.07,151.42
(주)루트로닉,085370,2016/12,56.64,289.51,234.2,24.17,41.55,29.33,22.5,7.95,69.47,20.64,205.81
(주)루트로닉,085370,2017/12,62.62,241.55,186.57,12.88,47.8,35.26,30.73,-2.99,63.25,9.67,206.85
(주)루트로닉,085370,2018/12,76.1,188.41,137.57,10.88,66.08,47.76,41.14,-9.23,56.07,9.21,196.94
(주)루트로닉,085370,2019/12,58.34,177.86,143.8,10.53,75.14,65.67,55.55,-4.97,52.79,8.35,177.75
(주)루트로닉,085370,2020/12,50.79,195.39,164.15,29.48,80.94,66.61,56.19,4.24,51.51,6.86,149.13
(주)루트로닉,085370,2021/12,40.32,242.72,200.38,30.35,53.4,46.59,14.58,32.79,61.61,8.65,103.14
(주)룩손에너지홀딩스,033550,2011/12,157.28,81.84,59.3,2.69,275.59,266.76,165.73,0.82,11.92,0.81,56.06
(주)룩손에너지홀딩스,033550,2012/12,391.42,53.77,36.49,1.77,601.99,577.62,411.29,-1.31,-12.47,-0.47,52.5
(주)룽투코리아,060240,2011/12,315.62,69.57,69.37,10.9,552.59,484.4,131.62,-18.61,-47.72,-0.6,105.13
(주)룽투코리아,060240,2012/12,112.43,108.13,108.09,24.23,197.32,170.99,26.61,3.67,36.56,2.81,94.25
(주)룽투코리아,060240,2013/12,75.74,133.99,133.92,34.41,152.68,132.06,7.17,-5.79,21.53,1.19,99.48
(주)룽투코리아,060240,2014/12,55.91,153.49,153.49,71.71,131.49,114.39,2.88,-9.97,18.52,0.75,141.11
(주)룽투코리아,060240,2015/12,129.75,79.37,75.95,23.71,87.54,72.81,45.73,-9.38,44.32,4.65,571.73
(주)룽투코리아,060240,2016/12,135.14,143.67,143.28,23.65,78.54,30.2,53.63,2.15,48.26,6.23,155.27
(주)룽투코리아,060240,2017/12,49.99,205.78,205.78,18.84,47.98,47.62,5.5,-0.04,57.27,5.56,157.51
(주)룽투코리아,060240,2018/12,44.37,830,830,44.82,15.65,8.59,6.83,4.55,70.4,4.38,105.77
(주)룽투코리아,060240,2019/12,42.86,889.6,889.6,42.19,7.66,7.28,0.3,-11.55,76.42,4.64,198.66
(주)룽투코리아,060240,2020/12,35.95,836.3,836.3,105.52,9.3,8.77,0.89,11.98,75.93,4.88,128.82
(주)룽투코리아,060240,2021/12,41.24,484.22,484.22,87.65,20.47,16.36,2.77,-147.63,72.35,4.19,160.31
(주)리노스,039980,2011/12,,,,,,,,,,,
(주)리노스,039980,2012/12,,,,,,,,,,,
(주)리노스,039980,2013/12,,,,,,,,,,,
(주)리노스,039980,2014/12,47.85,207.23,108.69,30.59,51.01,49.78,29.32,30.66,47.91,2.29,68.88
(주)리노스,039980,2015/12,,,,,,,,,,,
(주)리노스,039980,2016/12,34.03,233.33,109.93,54.87,52.19,50.64,29.07,16.28,50.74,2.96,88.42
(주)리노스,039980,2017/12,17.06,368.01,182.12,43.19,32.2,31.29,11.17,12.19,59.34,3.18,87.98
(주)리노스,039980,2018/12,14.95,448.74,207.41,38.3,25.61,24.66,8.2,9.37,62,3.1,119.99
(주)리노스,039980,2019/12,14.86,279.81,150.7,65.69,49.3,48.05,15.5,-1.02,51.32,2.9,128.19
(주)리노스,039980,2020/12,16.23,468.32,223.22,91.38,25.07,23.24,8.62,-25.61,58.67,2.45,91.7
(주)리노스,039980,2021/12,17.45,546.1,281.8,193.42,28.23,20.29,19.6,7.85,56.8,2.4,97.91
(주)리더스코스메틱,016100,2011/12,,,,,,,,,,,
(주)리더스코스메틱,016100,2012/12,,,,,,,,,,,
(주)리더스코스메틱,016100,2013/12,96.9,139.92,115.07,22.17,62.64,46.98,39.93,2.21,52.51,4.4,100.06
(주)리더스코스메틱,016100,2014/12,81.42,177.89,151.58,60.38,51.62,39.46,21.16,35.86,59,6.38,78.4
(주)리더스코스메틱,016100,2015/12,70.35,229.44,149.54,48.61,66.67,41.98,43.32,43.2,56.27,11.35,98.61
(주)리더스코스메틱,016100,2016/12,71.94,194.9,145.27,32.85,58.63,44.47,34.89,13.26,59.5,12.64,97.52
(주)리더스코스메틱,016100,2017/12,84.5,216.68,166.66,74.03,76.76,42.58,42.35,-0.16,53.08,11.42,130.17
(주)리더스코스메틱,016100,2018/12,91.37,133.95,107.02,55.62,66.29,55.93,43.03,-5.07,55.95,10.1,110.42
(주)리더스코스메틱,016100,2019/12,160.44,113.42,88.63,40.12,171.04,97.51,114.71,-8.58,31.72,4.64,127.12
(주)리더스코스메틱,016100,2020/12,155.35,64.64,50.3,31.31,114.13,90.95,79.64,-3.63,41.18,6.64,93.19
(주)리더스코스메틱,016100,2021/12,134.41,73.1,57.48,28.03,91.63,78.26,59.97,-2.36,44.18,4.94,87.98
(주)리드,197210,2015/12,25.77,201.38,196.59,7.48,177.55,125.03,50.74,5.84,27.53,3.24,60.43
(주)리드,197210,2016/12,21.99,136.07,132.63,10.17,274.74,259.24,86.35,2.8,21.54,4.18,141.6
(주)리드,197210,2017/12,27.2,117.84,117.84,9.03,449,442.82,219.62,-7.09,6.18,0.51,112.1
(주)리드,197210,2018/12,134.69,85.46,85.46,3.57,173.84,162.84,128.27,-0.21,29.67,4.32,194.89
(주)리드코프,012700,2011/12,25.98,171.33,169.38,4.78,186.19,151.88,169.15,999999999,31.15,8.13,156.55
(주)리드코프,012700,2012/12,27.1,166.37,166.05,5.25,214.83,172.95,202,999999999,28.84,9.75,166.84
