회사명,거래소코드,회계년도,[제조]자산(*)(IFRS연결),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결),배당금_현금,[제조]      장기차입금(*)(IFRS연결),[제조]매출액증가율(IFRS연결)
(주)엑시콘,092870,2015/12,90135933,14051356,666262,9171430,39.24
(주)엑시콘,092870,2016/12,94550122,8145062,888350,6301720,-14.81
(주)엑시콘,092870,2017/12,91402727,7982633,1175175,3873400,48.99
(주)엑시콘,092870,2018/12,107801498,6903137,150000,1805080,-15.98
(주)엑시콘,092870,2018/12,107801498,6903137,871400,1805080,-15.98
(주)엑시콘,092870,2019/12,103959650,1388708,150000,322000,-32.3
(주)엑시콘,092870,2019/12,103959650,1388708,564444,322000,-32.3
(주)엑시콘,092870,2020/12,117616275,17714848,30000,0,76.35
(주)엑시콘,092870,2020/12,117616275,17714848,509091,0,76.35
(주)엑시콘,092870,2021/12,153479515,-6849817,30000,4000000,-1.83
(주)엑시콘,092870,2021/12,153479515,-6849817,1025131,4000000,-1.83
(주)엑큐리스,048460,2011/12,49498674,-7041480,,396667,-22.35
(주)엔바이오니아,317870,2019/12,,,,,
(주)엔바이오니아,317870,2020/12,,,,,
(주)엔바이오니아,317870,2021/12,38752420,-271946,,3818940,0
(주)엔비티,236810,2021/12,80547146,4409608,,22385650,86.09
(주)엔스퍼트,098400,2011/12,,,,,
(주)엔시스,333620,2021/12,69806551,1563899,738944,1188190,17.32
(주)엔씨소프트,036570,2011/12,1113431660,138554553,11891000,0,-7.7
(주)엔씨소프트,036570,2012/12,1316825985,210641887,11957000,0,23.76
(주)엔씨소프트,036570,2013/12,1479521682,236187664,11966497,0,0.42
(주)엔씨소프트,036570,2014/12,1698826128,263580917,68498606,0,10.85
(주)엔씨소프트,036570,2015/12,2219197320,241337234,60064361,0,-0.05
(주)엔씨소프트,036570,2016/12,2360802862,112022509,81138477,0,17.33
(주)엔씨소프트,036570,2017/12,3526567161,595173210,154703196,0,78.81
(주)엔씨소프트,036570,2018/12,2941278714,352800469,124584256,0,-2.48
(주)엔씨소프트,036570,2019/12,3346377400,392249236,107570832,249364096,-0.81
(주)엔씨소프트,036570,2020/12,4081208897,707646023,176193603,0,42.03
(주)엔씨소프트,036570,2021/12,4581889369,391086721,119001593,60000000,-4.44
(주)엔아이스틸,008260,2011/12,,,1421000,,
(주)엔아이스틸,008260,2012/12,,,1421000,,
(주)엔아이스틸,008260,2013/12,,,1421334,,
(주)엔아이스틸,008260,2014/12,,,1421334,,
(주)엔아이스틸,008260,2015/12,,,1421342,,
(주)엔아이스틸,008260,2016/12,,,1421342,,
(주)엔아이스틸,008260,2017/12,,,1421342,,
(주)엔아이스틸,008260,2018/12,,,1430006,,
(주)엔아이스틸,008260,2019/12,,,1430006,,
(주)엔아이스틸,008260,2020/12,,,1430006,,
(주)엔아이스틸,008260,2021/12,,,2145009,,
(주)엔에스브이,095300,2011/12,,,,,
(주)엔에스브이,095300,2012/12,,,,,
(주)엔에스브이,095300,2013/12,,,,,
(주)엔에스브이,095300,2014/12,,,,,
(주)엔에스브이,095300,2015/12,38369792,820733,,61820,0
(주)엔에스브이,095300,2016/12,,,,,
(주)엔에스쇼핑,138250,2015/12,449819487,43533437,,0,3.54
(주)엔에스쇼핑,138250,2016/12,808701982,65280857,6738160,92857143,8.54
(주)엔에스쇼핑,138250,2017/12,768622706,60561153,6615082,55714286,8.1
(주)엔에스쇼핑,138250,2018/12,813973084,29788145,4962092,53074429,-0.57
(주)엔에스쇼핑,138250,2019/12,920753659,-6640832,4962092,115539000,5.04
(주)엔에스쇼핑,138250,2020/12,1151216507,62182394,4962092,86690000,8.26
(주)엔에스쇼핑,138250,2021/12,1133753955,-30641249,4962092,256665000,0
(주)엔에스엔,031860,2011/12,171106458,-15030488,,7200000,0
(주)엔에스엔,031860,2012/12,196245161,-3853709,,0,37.72
(주)엔에스엔,031860,2013/12,35500289,-231808,,1130000,-98.09
(주)엔에스엔,031860,2014/12,38088786,-2510932,,911030,139.52
(주)엔에스엔,031860,2015/12,39203012,-6679972,,696670,38.86
(주)엔에스엔,031860,2016/12,45472371,-6154017,,820000,0.81
(주)엔에스엔,031860,2017/12,32562511,-8235796,,0,-72.12
(주)엔에스엔,031860,2018/12,30673405,-5233856,,300000,96.94
(주)엔에스엔,031860,2019/12,68332140,-4380658,,0,49.12
(주)엔에스엔,031860,2020/12,61223545,-4459508,,92460,1.37
(주)엔에스엔,031860,2021/12,64907427,-12326264,,0,63.28
(주)엔에이치엔벅스,104200,2011/12,67331168,3493242,,0,5.87
(주)엔에이치엔벅스,104200,2012/12,53838439,3823792,,0,5.99
(주)엔에이치엔벅스,104200,2013/12,,,,,
(주)엔에이치엔벅스,104200,2014/12,,,,,
(주)엔에이치엔벅스,104200,2015/12,,,,,
(주)엔에이치엔벅스,104200,2016/12,95677069,-4860946,,0,0
(주)엔에이치엔벅스,104200,2017/12,91004398,-10740103,,0,27.1
(주)엔에이치엔벅스,104200,2018/12,90437496,3993462,,0,-3.41
(주)엔에이치엔벅스,104200,2019/12,99589700,10801424,,0,-5.36
(주)엔에이치엔벅스,104200,2020/12,87952924,2054585,,0,-19.01
(주)엔에이치엔벅스,104200,2021/12,,,,,
(주)엔에프씨,265740,2020/12,77109200,4888199,422407,6735182,1.41
(주)엔에프씨,265740,2020/12,77109200,4888199,24375,6735182,1.41
(주)엔에프씨,265740,2021/12,68311170,5613325,893180,0,21.28
(주)엔이능률,053290,2011/12,58207502,8689256,1474000,0,4.94
(주)엔이능률,053290,2012/12,50189633,2181793,,0,8.67
(주)엔이능률,053290,2013/12,57952354,10823032,967584,0,7.56
(주)엔이능률,053290,2014/12,60446383,6194812,483792,0,-4.87
(주)엔이능률,053290,2015/12,65622770,9193177,967584,0,0.42
(주)엔이능률,053290,2016/12,73655413,5943927,737214,0,0.66
(주)엔이능률,053290,2017/12,90041623,2378964,604525,0,7.46
(주)엔이능률,053290,2018/12,,,,,
(주)엔이능률,053290,2019/12,,,,,
(주)엔이능률,053290,2020/12,,,604759,,
(주)엔이능률,053290,2021/12,,,991578,,
(주)엔젠바이오,354200,2020/12,,,,,
(주)엔젠바이오,354200,2021/12,,,,,
(주)엔지스테크널러지,208860,2016/12,,,,,
(주)엔지스테크널러지,208860,2017/12,,,,,
(주)엔지스테크널러지,208860,2018/12,,,,,
(주)엔지스테크널러지,208860,2019/12,86181796,-3049458,,5200000,0
(주)엔지스테크널러지,208860,2020/12,90060084,6266338,,3000000,429.06
(주)엔지스테크널러지,208860,2021/12,,,,,
(주)엔지켐생명과학,183490,2018/12,67045474,-13524532,,300000,0
(주)엔지켐생명과학,183490,2019/12,84991166,-15095428,,0,1.4
(주)엔지켐생명과학,183490,2020/12,123802206,-14020852,,6041600,-17.96
(주)엔지켐생명과학,183490,2021/12,133084134,-18588946,,3174960,-11.01
(주)엔케이,085310,2011/12,440135252,-7692853,1551000,26698235,4.57
(주)엔케이,085310,2012/12,414667374,13052645,1551000,29033120,-7.19
(주)엔케이,085310,2013/12,287996685,25065874,,25353627,-9.07
(주)엔케이,085310,2014/12,324613903,-8949855,2242173,28955865,8.2
(주)엔케이,085310,2015/12,310948108,23963007,,15194588,3.44
(주)엔케이,085310,2016/12,252420279,12628473,,8394740,-34.23
(주)엔케이,085310,2017/12,241293977,5884758,,7960340,-26
(주)엔케이,085310,2018/12,205486074,-7145059,,5773670,-10.97
(주)엔케이,085310,2019/12,145821945,-5386111,,2174430,0.02
(주)엔케이,085310,2020/12,140196786,-5702123,,0,-36.04
(주)엔케이,085310,2021/12,130726528,13951474,,0,-0.39
(주)엔케이맥스,182400,2015/12,32368511,-7953238,,0,49.75
(주)엔케이맥스,182400,2016/12,67511554,-10240909,,0,173.6
(주)엔케이맥스,182400,2017/12,54044211,-15264843,,0,-29.76
(주)엔케이맥스,262760,2018/12,48494324,-9277561,,0,221.5
(주)엔케이맥스,182400,2018/12,70564688,-12513969,,0,29.8
(주)엔케이맥스,182400,2019/12,182158965,-18244013,,0,39.57
(주)엔케이맥스,182400,2020/12,205307526,-34717316,,1172320,18.54
(주)엔케이맥스,182400,2021/12,180600794,-34155324,,0,25.54
(주)엔케이바이오,019260,2011/12,47158164,2050987,,0,59.39
(주)엔켐,348370,2021/12,407420790,-112418446,,587710,54.32
(주)엔터기술,068420,2011/12,63120272,1399994,,0,11
(주)엔터기술,068420,2012/12,53750887,151859,,0,-13.2
(주)엔텔스,069410,2011/12,,,,,
(주)엔텔스,069410,2012/12,50524789,4602118,1017000,0,0
(주)엔텔스,069410,2013/12,62619981,11403164,1017269,0,12.95
(주)엔텔스,069410,2014/12,59041549,2927807,678179,0,5.67
(주)엔텔스,069410,2015/12,51116244,-4554227,,0,-29.69
(주)엔텔스,069410,2016/12,53274545,937025,,0,24.62
(주)엔텔스,069410,2017/12,55523372,3985396,,0,-16.86
(주)엔텔스,069410,2018/12,56119424,-967141,,0,32.75
(주)엔텔스,069410,2019/12,65880953,344002,,0,-3.34
(주)엔텔스,069410,2020/12,60524429,-5794301,,0,-5.88
(주)엔텔스,069410,2021/12,67806561,9318289,,0,0
(주)엔투텍,227950,2015/12,,,,,
(주)엔투텍,227950,2016/12,,,,,
(주)엔투텍,227950,2017/12,,,,,
(주)엔투텍,227950,2018/12,28652327,-2280101,,1466630,0
(주)엔투텍,227950,2019/06,44791107,-2802219,,1069970,0
(주)엔투텍,227950,2020/06,109012108,3307194,,416650,873.54
(주)엔투텍,227950,2021/06,92391741,-6650551,,83330,-22.35
(주)엔피,291230,2018/12,,,,,
(주)엔피,291230,2019/12,,,,,
(주)엔피,291230,2020/12,,,,,
(주)엔피,291230,2021/12,60235920,9582604,,0,0
(주)엔피디,198080,2020/12,175762635,20087388,,23096388,-24.49
(주)엔피디,198080,2021/12,222517187,1533101,,13542616,0
(주)엔피케이,048830,2011/12,43296964,4050459,0,4337359,0
(주)엔피케이,048830,2012/12,39235205,-517759,284000,3498994,0
(주)엔피케이,048830,2013/12,42998254,7401345,474838,2845028,4.35
(주)엔피케이,048830,2014/12,54593939,1911340,386862,2053933,-7.08
(주)엔피케이,048830,2015/12,56610119,2809794,386862,9017500,-5.7
(주)엔피케이,048830,2016/12,64342633,8420845,386862,10007500,14.17
(주)엔피케이,048830,2017/12,76628791,7351515,560862,6022500,8.39
(주)엔피케이,048830,2018/12,76952969,-145992,560862,13925000,-7.96
(주)엔피케이,048830,2019/12,76532516,4137755,560862,13525000,-3.33
(주)엔피케이,048830,2020/12,73421232,8946607,560862,8258333,-5.26
(주)엔피케이,048830,2021/12,75691300,6486165,560862,4081000,4.8
(주)엘디티,096870,2011/12,,,,,
(주)엘디티,096870,2012/12,,,,,
(주)엘디티,096870,2013/12,,,,,
(주)엘디티,096870,2014/12,,,,,
(주)엘디티,096870,2015/12,,,,,
(주)엘디티,096870,2016/12,,,,,
(주)엘디티,096870,2017/12,,,,,
(주)엘디티,096870,2018/12,,,,,
(주)엘디티,096870,2019/12,,,,,
(주)엘디티,096870,2020/12,,,,,
(주)엘디티,096870,2021/12,,,,,
(주)엘비루셈,376190,2021/12,,,,,
(주)엘아이에스,138690,2011/12,,,,,
(주)엘아이에스,138690,2012/12,45276856,-2583982,,2147190,0
(주)엘아이에스,138690,2013/12,46934282,2087338,,2435430,106.67
(주)엘아이에스,138690,2014/12,44833423,-15371132,,1804710,-12.31
(주)엘아이에스,138690,2015/12,103381228,18816417,,8080590,230.14
(주)엘아이에스,138690,2016/12,132060494,-23106622,,2000000,-15.52
(주)엘아이에스,138690,2017/12,167464013,-27107478,,2000000,-10.72
(주)엘아이에스,138690,2018/12,141480969,18859027,,0,129.89
(주)엘아이에스,138690,2019/12,217824901,-18517660,,25910847,-31.34
(주)엘아이에스,138690,2020/12,203289107,-572575,,506867,39.47
(주)엘아이에스,138690,2021/12,129436399,-36917593,,0,-72.82
(주)엘앤씨바이오,290650,2018/12,57378891,3845775,,1000000,0
(주)엘앤씨바이오,290650,2019/12,66226107,6430856,735933,1000000,37.24
(주)엘앤씨바이오,290650,2020/12,80575589,7419055,1093850,1000000,13.11
(주)엘앤씨바이오,290650,2021/12,107400890,10906636,1134245,874440,38.53
(주)엘앤씨피,015390,2011/12,,,,,
(주)엘앤에프,066970,2011/12,120423703,-2833301,164000,16605909,34.05
(주)엘앤에프,066970,2012/12,142804996,2656199,164000,26639657,13.46
(주)엘앤에프,066970,2013/12,157916669,-134581,160666,24272154,-5.58
(주)엘앤에프,066970,2014/12,162689125,-3170556,280162,23573527,8.72
(주)엘앤에프,066970,2015/12,168390495,11582719,280162,33178145,-4.29
(주)엘앤에프,066970,2016/12,202669011,-8921875,972286,27222025,6.21
(주)엘앤에프,066970,2017/12,265476273,6587876,2083921,32572990,61.38
(주)엘앤에프,066970,2018/12,330981611,-2836707,2101897,42191870,25.47
(주)엘앤에프,066970,2019/12,416201279,-25334745,1051001,86720949,-38.05
(주)엘앤에프,066970,2020/12,466217399,45268962,1216006,90532666,13.68
(주)엘앤에프,066970,2021/12,1532199429,-138078705,,155960150,0
(주)엘앤케이바이오메드,156100,2016/12,89799774,-8370702,,962500,7.5
(주)엘앤케이바이오메드,156100,2017/12,89594643,-4918431,,1612500,-8.52
(주)엘앤케이바이오메드,156100,2018/12,91837016,-10383485,,1262500,-0.61
(주)엘앤케이바이오메드,156100,2019/12,71663905,623,,0,-17.71
(주)엘앤케이바이오메드,156100,2020/12,58963968,-776704,,2100000,-24.91
(주)엘앤케이바이오메드,156100,2021/12,59285455,-10599826,,1100000,-20.58
(주)엘에스,006260,2011/12,9957828000,-134090000,34709000,816778000,19.23
(주)엘에스,006260,2012/12,10088230000,363721000,34709000,677358000,-3.81
(주)엘에스,006260,2013/12,10006806000,498326000,34709000,1149401000,-3.67
(주)엘에스,006260,2014/12,10335736000,409172000,34709000,1138932000,-4.88
(주)엘에스,006260,2015/12,9881465000,464096000,34708839,549404000,-8.14
(주)엘에스,006260,2016/12,9713037000,807927000,34708839,527223000,-3.78
(주)엘에스,006260,2017/12,9978904000,237436000,34708839,676617000,-1.1
(주)엘에스,006260,2018/12,10490289000,49863000,34708839,571503000,6.25
(주)엘에스,006260,2019/12,10763512000,303727000,40262253,810787000,0.65
(주)엘에스,006260,2020/12,11660540000,701304000,40262253,808542000,2.63
(주)엘에스,006260,2021/12,12625931000,-133177000,40262253,622823000,25.32
(주)엘에스네트웍스,000680,2011/12,1342185570,-38860474,366592,280692400,17.51
(주)엘에스네트웍스,000680,2011/12,1342185570,-38860474,538495,280692400,17.51
(주)엘에스네트웍스,000680,2012/12,1403958523,-19884492,255242,46292567,44.23
(주)엘에스네트웍스,000680,2012/12,1403958523,-19884492,570309,46292567,44.23
(주)엘에스네트웍스,000680,2013/12,1432244357,-6016509,749,309789400,17.74
(주)엘에스네트웍스,000680,2013/12,1432244357,-6016509,876,309789400,17.74
(주)엘에스네트웍스,000680,2013/12,1432244357,-6016509,210159,309789400,17.74
(주)엘에스네트웍스,000680,2013/12,1432244357,-6016509,94722,309789400,17.74
(주)엘에스네트웍스,000680,2014/12,1590408230,-47902542,876,95234064,23.35
(주)엘에스네트웍스,000680,2014/12,1590408230,-47902542,345649,95234064,23.35
(주)엘에스네트웍스,000680,2014/12,1590408230,-47902542,89688,95234064,23.35
(주)엘에스네트웍스,000680,2014/12,1590408230,-47902542,682,95234064,23.35
(주)엘에스네트웍스,000680,2015/12,1521083340,10876463,609,215450669,-14.81
(주)엘에스네트웍스,000680,2016/12,1261322782,-24156686,,219518724,-39.88
(주)엘에스네트웍스,000680,2017/12,1273488634,18745234,,10427079,-8.97
(주)엘에스네트웍스,000680,2018/12,1273639855,8954331,,350359441,0.57
(주)엘에스네트웍스,000680,2019/12,1168087094,-22445596,,359382202,-9.66
(주)엘에스네트웍스,000680,2020/12,1228401794,29302556,,0,-16.87
(주)엘에스네트웍스,000680,2021/12,1309373198,24412586,,370000000,16.61
(주)엘에프,093050,2011/12,1172742302,-61072078,11696000,10459000,0
(주)엘에프,093050,2012/12,1208059897,179479282,11696000,9914467,1.89
(주)엘에프,093050,2013/12,1291580454,172141652,11696000,0,1.33
(주)엘에프,093050,2014/12,1402966835,102548362,14620000,1100000,-1.74
(주)엘에프,093050,2015/12,1474852964,51651981,14620000,0,7.59
(주)엘에프,093050,2016/12,1581137589,141299870,14620000,2236000,-2.66
(주)엘에프,093050,2017/12,1594829433,119459296,14620000,13631000,4.76
(주)엘에프,093050,2018/12,1651840925,124688338,14620000,18033553,6.53
(주)엘에프,093050,2019/12,2417125014,153091649,14620000,105010627,8.5
(주)엘에프,093050,2020/12,2479439884,305614753,14230000,75606758,-13.03
(주)엘에프,093050,2021/12,2541137895,310840898,17076000,62699804,11.34
(주)엘엑스세미콘,108320,2011/12,268392727,35911198,6258000,0,17.3
(주)엘엑스세미콘,108320,2012/12,336188904,6258808,10264000,0,56.77
(주)엘엑스세미콘,108320,2013/12,344920968,29309038,9452764,0,-13.2
(주)엘엑스세미콘,108320,2014/12,376383183,47502757,9554365,0,-4.76
(주)엘엑스세미콘,108320,2015/12,463008332,44843816,16264300,0,37.15
(주)엘엑스세미콘,108320,2016/12,485997742,49039349,14637870,0,13.85
(주)엘엑스세미콘,108320,2017/12,544294125,32504625,11385010,0,13.56
(주)엘엑스세미콘,108320,2018/12,607558306,27373427,13499369,0,14.3
(주)엘엑스세미콘,108320,2019/12,629733290,20694848,13499369,0,9.51
(주)엘엑스세미콘,108320,2020/12,750602339,82955981,21956805,0,33.99
(주)엘엑스세미콘,108320,2021/12,1172530982,421502666,87827220,0,0
(주)엘엑스인터내셔널,001120,2011/12,4941008405,216226362,19330000,716399620,-2.78
(주)엘엑스인터내셔널,001120,2012/12,4957521910,456438040,19330000,724413120,-8.53
(주)엘엑스인터내셔널,001120,2013/12,4877002582,-173501606,11597775,777188926,-5.64
(주)엘엑스인터내셔널,001120,2014/12,4896827844,348366137,11597775,822253288,-5.8
(주)엘엑스인터내셔널,001120,2015/12,5383467294,297706829,7731850,802675154,16.29
(주)엘엑스인터내셔널,001120,2016/12,5177266513,230322361,9664812,867726821,-9.51
(주)엘엑스인터내셔널,001120,2017/12,4967601556,180614330,9664812,781813889,7.19
(주)엘엑스인터내셔널,001120,2018/12,5038072461,30788924,9664812,734528630,-22.13
(주)엘엑스인터내셔널,001120,2019/12,4875982304,224957776,11597775,635988730,5.43
(주)엘엑스인터내셔널,001120,2020/12,5395942204,254785907,14387170,506566524,7.14
(주)엘엑스인터내셔널,001120,2021/12,6746889022,175589706,82726175,343585718,0
(주)엘엑스하우시스,108670,2011/12,1942481000,6118000,8950000,53624000,9.28
(주)엘엑스하우시스,108670,2011/12,1942481000,6118000,1081000,53624000,9.28
(주)엘엑스하우시스,108670,2012/12,1778034000,94559000,1081000,52501000,0.04
(주)엘엑스하우시스,108670,2012/12,1778034000,94559000,8950000,52501000,0.04
(주)엘엑스하우시스,108670,2013/12,1952089000,145560000,1905387,25526000,9.22
(주)엘엑스하우시스,108670,2013/12,1952089000,145560000,16109636,25526000,9.22
(주)엘엑스하우시스,108670,2014/12,2057065000,161756000,16109633,36654000,5.53
(주)엘엑스하우시스,108670,2014/12,2057065000,161756000,1905383,36654000,5.53
(주)엘엑스하우시스,108670,2015/12,2251751000,92644000,16109633,83208000,-2
(주)엘엑스하우시스,108670,2015/12,2251751000,92644000,1905383,83208000,-2
(주)엘엑스하우시스,108670,2016/12,2285896000,152222000,16109633,72582000,5.77
(주)엘엑스하우시스,108670,2016/12,2285896000,152222000,1905383,72582000,5.77
(주)엘엑스하우시스,108670,2017/12,2582431000,27431000,1905383,122394000,11.2
(주)엘엑스하우시스,108670,2017/12,2582431000,27431000,16109633,122394000,11.2
(주)엘엑스하우시스,108670,2018/12,2509714000,140663000,308981,68587000,0.31
(주)엘엑스하우시스,108670,2018/12,2509714000,140663000,2237449,68587000,0.31
(주)엘엑스하우시스,108670,2019/12,2565579000,344803000,308981,96389000,-2.44
(주)엘엑스하우시스,108670,2019/12,2565579000,344803000,2237449,96389000,-2.44
(주)엘엑스하우시스,108670,2020/12,2385372000,463875000,2684938,125790000,-4.67
(주)엘엑스하우시스,108670,2020/12,2385372000,463875000,360478,125790000,-4.67
(주)엘엑스하우시스,108670,2021/12,2547391000,130732000,2684938,73855000,0
(주)엘엑스하우시스,108670,2021/12,2547391000,130732000,360478,73855000,0
(주)엘엑스홀딩스,383800,2021/12,,,,,
(주)엘엠에스,073110,2011/12,148911246,16833692,410000,16789744,0
(주)엘엠에스,073110,2012/12,152344155,15711062,399000,9926747,-9.09
(주)엘엠에스,073110,2013/12,168173993,-474577,395262,5012107,32.77
(주)엘엠에스,073110,2014/12,237690360,5409130,400813,1602685,24.36
(주)엘엠에스,073110,2015/12,224730965,28577463,841707,24736064,-11.13
(주)엘엠에스,073110,2016/12,205069605,-12067565,1202439,26437500,-8.04
(주)엘엠에스,073110,2017/12,200202736,42271347,1141486,8162500,26.64
(주)엘엠에스,073110,2018/12,196484605,23493223,1108983,14062500,-23.9
(주)엘엠에스,073110,2019/12,246427622,-5799424,1706997,19550000,49.17
(주)엘엠에스,073110,2020/12,213658597,11088416,1284451,18358487,-26.67
(주)엘엠에스,073110,2021/12,227024404,6616048,1284451,23398487,-20
(주)엘오티베큠,083310,2011/12,63168393,-1095835,0,24940,-18.98
(주)엘오티베큠,083310,2012/12,64785349,8076978,0,0,8.95
(주)엘오티베큠,083310,2013/12,77630742,4077516,0,0,15.34
(주)엘오티베큠,083310,2014/12,85520313,15827895,0,0,5.63
(주)엘오티베큠,083310,2015/12,92515184,9563951,0,0,40.02
(주)엘오티베큠,083310,2016/12,116456265,3704813,0,0,0.14
(주)엘오티베큠,083310,2017/12,153092790,39083010,619836,0,61.81
(주)엘오티베큠,083310,2018/12,175452869,17053038,385152,0,-15.66
(주)엘오티베큠,083310,2019/12,210032402,-4459261,0,4400000,-11.26
(주)엘오티베큠,083310,2020/12,227580620,25451251,791096,935867,13.97
(주)엘오티베큠,083310,2021/12,263803272,23489545,1662579,5850000,51.6
(주)엘지,003550,2011/12,15160651000,710814000,172462000,545158000,6.1
(주)엘지,003550,2011/12,15160651000,710814000,3473000,545158000,6.1
(주)엘지,003550,2012/12,16047732000,596599000,172464000,370007000,-2.31
(주)엘지,003550,2012/12,16047732000,596599000,3473000,370007000,-2.31
(주)엘지,003550,2013/12,16550177000,735995000,172464000,389732000,-0.28
(주)엘지,003550,2013/12,16550177000,735995000,3473000,389732000,-0.28
(주)엘지,003550,2014/12,17332707000,600272000,3473260,635431000,0.68
(주)엘지,003550,2014/12,17332707000,600272000,172463342,635431000,0.68
(주)엘지,003550,2015/12,18123400000,886292000,4465620,480684000,1.04
(주)엘지,003550,2015/12,18123400000,886292000,224202345,480684000,1.04
(주)엘지,003550,2016/12,19489442000,878198000,224202345,352407000,7.6
(주)엘지,003550,2016/12,19489442000,878198000,4465620,352407000,7.6
(주)엘지,003550,2017/12,21647697000,1058441000,4465620,146636000,10.4
(주)엘지,003550,2017/12,21647697000,1058441000,224202345,146636000,10.4
(주)엘지,003550,2018/12,22835911000,494943000,6781127,159356000,0.88
(주)엘지,003550,2018/12,22835911000,494943000,344926684,159356000,0.88
(주)엘지,003550,2019/12,22434630000,818667000,379419352,79811000,-44.95
(주)엘지,003550,2019/12,22434630000,818667000,7442701,79811000,-44.95
(주)엘지,003550,2020/12,24282268000,739096000,8435061,90356000,0.86
(주)엘지,003550,2020/12,24282268000,739096000,431158355,90356000,0.86
(주)엘지,003550,2021/12,25669796000,1019525000,440303262,2065000,0
(주)엘지,003550,2021/12,25669796000,1019525000,8581917,2065000,0
(주)엘지생명과학,068870,2011/12,500228933,19775069,,36062000,0
(주)엘지생명과학,068870,2012/12,568814333,13255285,,26287000,6.42
(주)엘지생명과학,068870,2013/12,611986373,15066678,,36000000,2.79
(주)엘지생명과학,068870,2014/12,653137864,18488234,,0,1.98
(주)엘지생명과학,068870,2015/12,706980327,53629775,,30000000,5.86
(주)엘지생활건강,051900,2011/12,2368903664,288870036,51309000,2426000,22.15
(주)엘지생활건강,051900,2011/12,2368903664,288870036,7442000,2426000,22.15
(주)엘지생활건강,051900,2012/12,2764135538,238032823,54974000,90000000,12.85
(주)엘지생활건강,051900,2012/12,2764135538,238032823,7966000,90000000,12.85
(주)엘지생활건강,051900,2013/12,3435103838,389518348,54974205,90555000,11.04
(주)엘지생활건강,051900,2013/12,3435103838,389518348,7965788,90555000,11.04
(주)엘지생활건강,051900,2014/12,3828347997,465790652,8489849,11566400,8.11
(주)엘지생활건강,051900,2014/12,3828347997,465790652,58639144,11566400,8.11
(주)엘지생활건강,051900,2015/12,4214636964,637804647,80628823,0,13.93
(주)엘지생활건강,051900,2015/12,4214636964,637804647,11634237,0,13.93
(주)엘지생활건강,051900,2016/12,4502162482,713435544,109948395,7760000,14.37
(주)엘지생활건강,051900,2016/12,4502162482,713435544,15826755,7760000,14.37
(주)엘지생활건강,051900,2017/12,4777969500,735477193,131938074,18342240,2.89
(주)엘지생활건강,051900,2017/12,4777969500,735477193,18971144,18342240,2.89
(주)엘지생활건강,051900,2018/12,5275874284,817116844,19495209,7132160,7.61
(주)엘지생활건강,051900,2018/12,5275874284,817116844,135603020,7132160,7.61
(주)엘지생활건강,051900,2019/12,6493669663,1139641475,161257635,3566080,13.9
(주)엘지생활건강,051900,2019/12,6493669663,1139641475,23163662,3566080,13.9
(주)엘지생활건강,051900,2020/12,6801415784,1004842472,23163662,22801783,2.07
(주)엘지생활건강,051900,2020/12,6801415784,1004842472,161257635,22801783,2.07
(주)엘지생활건강,051900,2021/12,7555239418,984481666,175917420,17341602,0
(주)엘지생활건강,051900,2021/12,7555239418,984481666,25259921,17341602,0
(주)엘지유플러스,032640,2011/12,11048543000,297635000,64875000,1362697000,8.05
(주)엘지유플러스,032640,2012/12,11088697000,1874728000,,2064881000,18.72
(주)엘지유플러스,032640,2013/12,11775047000,1777718000,65492000,1896979000,5
(주)엘지유플러스,032640,2014/12,12012660000,2015383000,65491704,1624106000,-3.93
(주)엘지유플러스,032640,2015/12,11950998000,1792908000,109152840,1237437000,-1.86
(주)엘지유플러스,032640,2016/12,11989117000,2224768000,152813975,761197000,6.08
(주)엘지유플러스,032640,2017/12,11935453000,2279431000,174644543,425000000,7.23
(주)엘지유플러스,032640,2018/12,13939948000,2069439000,174644543,350000000,-1.26
(주)엘지유플러스,032640,2019/12,17941050000,2252600000,174644543,1452123000,2.12
(주)엘지유플러스,032640,2020/12,18350190000,2548551000,196475111,1278125000,8.36
(주)엘지유플러스,032640,2021/12,19370515000,3404503000,237566195,1103125000,0
(주)엘지헬로비전,037560,2012/12,1555958111,217354535,563344,87564316,0
(주)엘지헬로비전,037560,2013/12,2080517805,169659806,5808515,450894013,30.22
(주)엘지헬로비전,037560,2014/12,2170450143,368722925,5808515,380253133,9.49
(주)엘지헬로비전,037560,2015/12,,,5808515,,
(주)엘지헬로비전,037560,2016/12,,,5808515,,
(주)엘지헬로비전,037560,2017/12,,,5808515,,
(주)엘지헬로비전,037560,2018/12,1935138662,262556593,5808515,150000000,0
(주)엘지헬로비전,037560,2019/12,1790671378,250434425,5808515,150000000,-5.59
(주)엘지헬로비전,037560,2020/12,1472721456,218615357,5808515,0,-4.88
(주)엘지헬로비전,037560,2021/12,1488116032,69815022,8519155,0,0
(주)엘지화학,051910,2011/12,15285554000,2240339000,30875000,385179000,16.46
(주)엘지화학,051910,2011/12,15285554000,2240339000,263645000,385179000,16.46
(주)엘지화학,051910,2012/12,16581153000,1765709000,30875000,594018000,2.59
(주)엘지화학,051910,2012/12,16581153000,1765709000,263645000,594018000,2.59
(주)엘지화학,051910,2013/12,17446464000,2182884000,30875000,404654000,-0.51
(주)엘지화학,051910,2013/12,17446464000,2182884000,263645000,404654000,-0.51
