회사명,거래소코드,회계년도,[제조]매출액순이익률(IFRS연결),[제조]총자본순이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]매출원가 대 매출액비율(IFRS연결),[제조]광고선전비 대 매출액비율(IFRS연결),[제조]유보율(IFRS연결)
(주)딜리,131180,2016/12,10.7,6.96,7.62,64.83,2.71,1804.36
(주)딜리,131180,2017/12,4.99,4.25,4.55,71.54,1.71,1844.37
(주)딜리,131180,2018/12,5.83,4.14,4.52,73.12,2.29,1880.95
(주)딜리,131180,2019/12,5.17,3.32,3.66,70.99,1.64,1916
(주)딜리,131180,2020/12,-2.03,-0.89,-0.99,68.84,0.66,1863.29
(주)딜리,131180,2021/12,8.64,4.65,5.42,70.68,0.68,1925.74
(주)딥노이드,315640,2021/12,,,,,,
(주)라닉스,317120,2019/12,,,,,,
(주)라닉스,317120,2020/12,,,,,,
(주)라닉스,317120,2021/12,-28.98,-5.92,-13.81,41.17,0.43,294.06
(주)라온테크,232680,2015/12,,,,,,
(주)라온테크,232680,2016/12,,,,,,
(주)라온테크,232680,2017/12,,,,,,
(주)라온테크,232680,2018/12,,,,,,
(주)라온테크,232680,2019/12,,,,,,
(주)라온테크,232680,2020/12,,,,,,
(주)라온테크,232680,2021/12,,,,,,
(주)라이온켐텍,171120,2013/12,,,,,,
(주)라이온켐텍,171120,2014/12,,,,,,
(주)라이온켐텍,171120,2015/12,,,,,,
(주)라이온켐텍,171120,2016/12,,,,,,
(주)라이온켐텍,171120,2017/12,,,,,,
(주)라이온켐텍,171120,2018/12,,,,,,
(주)라이온켐텍,171120,2019/12,,,,,,
(주)라이온켐텍,171120,2020/12,,,,,,
(주)라이온켐텍,171120,2021/12,,,,,,
(주)라이트론,069540,2011/12,12.85,13.47,17.97,82.33,0.09,846.56
(주)라이트론,069540,2012/12,12.08,12.18,17.02,83.8,0.07,1001.59
(주)라이트론,069540,2013/12,5.67,4.93,7.27,87.74,0.08,1081.74
(주)라이트론,069540,2014/12,6.24,6.06,8.48,87.97,0.13,1194.26
(주)라이트론,069540,2015/12,-14.77,-8.76,-11.57,93.27,0.18,1069.62
(주)라이트론,069540,2016/12,1.27,0.98,1.54,81.9,0.15,1087.69
(주)라이트론,069540,2017/12,-3.69,-4.46,-7.42,86.7,0.18,1057.11
(주)라이트론,069540,2018/12,-107.72,-49.7,-107.77,80.68,0.38,454.47
(주)라이트론,069540,2019/12,3,4.01,9.95,62.66,0.13,518.71
(주)라이트론,069540,2020/12,-99.73,-26.78,-43.4,115.87,0.08,402.14
(주)라이트론,069540,2021/12,-19.22,-12.11,-17.06,81.44,0.09,359.3
(주)라이프시맨틱스,347700,2021/12,,,,,,
(주)라파스,214260,2019/12,1.01,0.38,0.37,54.59,5.4,1046.61
(주)라파스,214260,2020/12,-25.91,-7.54,-9.87,64.74,5.36,949.69
(주)라파스,214260,2021/12,23.13,5.97,10.21,53.17,5.78,1118.43
(주)락앤락,115390,2011/12,10.62,8.62,10.58,50.59,1.66,1996.73
(주)락앤락,115390,2012/12,11.77,8.09,10.44,53.43,0.93,2095.71
(주)락앤락,115390,2013/12,8.98,5.79,7.51,54.78,1.11,2220.8
(주)락앤락,115390,2014/12,3.55,1.88,2.41,56.07,0.84,2275.9
(주)락앤락,115390,2015/12,3.08,1.62,1.97,53.42,1.75,2310.58
(주)락앤락,115390,2016/12,11.05,6.23,7.16,51.92,0.96,2426.03
(주)락앤락,115390,2017/12,8.37,4.73,5.33,51.87,0.9,2305.71
(주)락앤락,115390,2018/12,7.01,4.16,4.68,55.33,0.7,2301.52
(주)락앤락,115390,2019/12,3.37,2.13,2.44,56.1,1.46,2386.77
(주)락앤락,115390,2020/12,2.34,1.49,1.74,55.44,1.65,2318.77
(주)락앤락,115390,2021/12,2.98,2,2.38,57.16,1.94,2476.72
(주)래몽래인,200350,2021/12,5.69,4.68,6.83,85.73,0,1329
(주)랩지노믹스,084650,2014/12,,,,,,
(주)랩지노믹스,084650,2015/12,,,,,,
(주)랩지노믹스,084650,2016/12,,,,,,
(주)랩지노믹스,084650,2017/12,,,,,,
(주)랩지노믹스,084650,2018/12,,,,,,
(주)랩지노믹스,084650,2019/12,,,,,,
(주)랩지노믹스,084650,2020/12,35.79,39.1,52.45,39.95,0.03,1348.61
(주)랩지노믹스,084650,2021/12,41.43,53.47,70.1,38.04,0.04,2793.4
(주)러셀,217500,2015/12,,,,,,
(주)러셀,217500,2016/12,,,,,,
(주)러셀,217500,2017/12,,,,,,
(주)러셀,217500,2018/12,,,,,,
(주)러셀,217500,2019/12,,,,,,
(주)러셀,217500,2020/12,4.85,3.12,4.57,79.91,0,1243.65
(주)러셀,217500,2021/12,10.59,9.7,13.51,82.81,0,1503.87
(주)레고켐바이오사이언스,141080,2013/12,,,,,,
(주)레고켐바이오사이언스,141080,2014/12,,,,,,
(주)레고켐바이오사이언스,141080,2015/12,-460.58,-12.04,-19.08,38.63,0,854.78
(주)레고켐바이오사이언스,141080,2016/12,-88.41,-18.64,-28.53,74.83,0,1108.31
(주)레고켐바이오사이언스,141080,2017/12,-58.64,-15.06,-23.89,69.53,0,868.53
(주)레고켐바이오사이언스,141080,2018/12,-103.3,-25.57,-34.39,76.59,0,1594.65
(주)레고켐바이오사이언스,141080,2019/12,21.7,9.48,12.61,39.46,0,1794.56
(주)레고켐바이오사이언스,141080,2020/12,,,,,,
(주)레고켐바이오사이언스,141080,2021/12,,,,,,
(주)레드로버,060300,2011/12,,,,,,
(주)레드로버,060300,2012/12,,,,,,
(주)레드로버,060300,2013/12,,,,,,
(주)레드로버,060300,2014/12,,,,,,
(주)레드로버,060300,2015/12,-23.2,-7.57,-8.89,86.8,0.06,491.78
(주)레드로버,060300,2016/12,1.69,0.5,0.58,77.14,0.44,579.12
(주)레드로버,060300,2017/12,-29.75,-6.46,-7.35,97.66,0.01,549.87
(주)레드로버,060300,2018/12,-406.82,-36.03,-40.75,184.61,0.01,325.54
(주)레드로버,060300,2019/12,-771.67,-130.74,-172.88,113.07,0.06,-76.55
(주)레드로버,060300,2020/12,7.54,3.04,9.16,69.18,0.04,63.46
(주)레드로버,060300,2021/12,-182.46,-41.11,-87.43,96.92,0,-38.2
(주)레드캡투어,038390,2011/12,13.83,8.56,20.31,58.12,0.9,2162.23
(주)레드캡투어,038390,2012/12,9.67,6.72,14.57,64.67,0.83,2411.64
(주)레드캡투어,038390,2013/12,8.99,6.61,14.51,66.32,0.86,2665.6
(주)레드캡투어,038390,2014/12,8.72,5.88,13.99,66.43,0.77,2929.84
(주)레드캡투어,038390,2015/12,6.72,3.96,10.72,69.7,0.59,3127.91
(주)레드캡투어,038390,2016/12,4.87,2.86,8.53,73.41,0.76,3274.34
(주)레드캡투어,038390,2017/12,3.29,1.97,6.21,0,0.9,3373.27
(주)레드캡투어,038390,2018/12,5.52,3.36,9.76,16.63,0.59,3536.62
(주)레드캡투어,038390,2019/12,8.59,5.52,14.22,17.98,0.51,3888.35
(주)레드캡투어,038390,2020/12,4.83,2.55,6.67,19,0.22,4054.24
(주)레드캡투어,038390,2021/12,5.28,2.56,6.97,15.8,0.35,4206.64
(주)레몬,294140,2020/12,,,,,,
(주)레몬,294140,2021/12,,,,,,
(주)레이,228670,2019/12,15.81,19.6,27.58,52.71,1.12,1629.44
(주)레이,228670,2020/12,14.32,9.53,12.87,51.81,0.63,1862.61
(주)레이,228670,2021/12,0.06,0.04,-0.02,64.59,0.74,1296.12
(주)레이언스,228850,2016/12,14.9,10.31,13.08,59.03,0.02,1954.22
(주)레이언스,228850,2017/12,13.52,7.44,8.55,61.94,0.11,2117.12
(주)레이언스,228850,2018/12,13.37,7.83,8.77,61.05,0.07,2285.09
(주)레이언스,228850,2019/12,10.96,6.38,7.81,59.66,0,2434.95
(주)레이언스,228850,2020/12,-4.02,-1.78,-1,63.73,0,2361.07
(주)레이언스,228850,2021/12,10.47,6.04,7.44,59.1,0,2510.65
(주)레이크머티리얼즈,281740,2017/12,,,,,,
(주)레이크머티리얼즈,281740,2018/12,,,,,,
(주)레이크머티리얼즈,281740,2019/12,,,,,,
(주)레이크머티리얼즈,281740,2020/12,4.26,2.19,4.92,77.7,0.04,514.15
(주)레이크머티리얼즈,281740,2021/12,22.09,15.03,36.65,67.29,0.01,784.47
(주)레인보우로보틱스,277810,2021/12,-87.46,-20.84,-28.81,49.54,0,478.98
(주)렉스엘이앤지,004790,2011/12,0.65,0.29,1.23,80.35,0.04,169.67
(주)렉스엘이앤지,004790,2012/12,-233.09,-46.52,-229.36,118.92,0.09,-97.81
(주)로보로보,215100,2015/12,,,,,,
(주)로보로보,215100,2016/12,,,,,,
(주)로보로보,215100,2017/12,-7.76,-4.56,-5.13,59.48,2.02,1221.95
(주)로보로보,215100,2018/12,14.75,10,10.89,55.38,1.39,1315.68
(주)로보로보,215100,2019/12,7.88,4.04,4.38,58.62,1.44,1338.29
(주)로보로보,215100,2020/12,-63.02,-11.72,-12.7,61.18,2.17,1216.55
(주)로보로보,215100,2021/12,-17.17,-4.18,-4.36,55.49,3.83,1408.05
(주)로보스타,090360,2011/12,6.48,10.03,26.94,81.9,0.11,666.14
(주)로보스타,090360,2012/12,-4.73,-4.97,-12.76,87.06,0.34,556.04
(주)로보스타,090360,2013/12,1.07,1.48,4.19,84.98,0.1,585.13
(주)로보스타,090360,2014/12,1.95,2.34,7.71,82.82,0.13,648.87
(주)로보스타,090360,2015/12,6.88,10.27,28.37,79.88,0.12,884.2
(주)로보스타,090360,2016/12,4.47,5.72,16.41,82.48,0.09,1022.46
(주)로보스타,090360,2017/12,3.62,5.66,16.14,85.48,0.09,1188.98
(주)로보스타,090360,2018/12,-0.62,-0.79,-1.48,88.92,0.09,2008.12
(주)로보스타,090360,2019/12,-2.55,-2.67,-4.53,92.14,0.16,1877.74
(주)로보스타,090360,2020/12,-9.88,-8.54,-14.67,97.51,0.04,1620.13
(주)로보스타,090360,2021/12,1.15,1.22,1.92,90.72,0.02,1665.85
(주)로보티즈,108490,2018/12,9.74,3.43,3.86,55.29,0.55,993.46
(주)로보티즈,108490,2019/12,9.83,3.72,4.05,47.84,0.59,1038.41
(주)로보티즈,108490,2020/12,-0.72,-0.2,-0.22,48.89,0.35,1078.78
(주)로보티즈,108490,2021/12,3.26,0.95,1.09,48.75,0.24,1137.18
(주)로지시스,067730,2015/12,,,,,,
(주)로지시스,067730,2016/12,,,,,,
(주)로지시스,067730,2017/12,,,,,,
(주)로지시스,067730,2018/12,,,,,,
(주)로지시스,067730,2019/12,,,,,,
(주)로지시스,067730,2020/12,,,,,,
(주)로지시스,067730,2021/12,,,,,,
(주)로케트전기,000420,2011/12,-4.59,-3.75,-15.71,84.09,0.49,22.6
(주)로케트전기,000420,2013/12,-4.04,-2.99,-156.09,92.22,0.28,-73.75
(주)롯데미도파,004010,2011/12,,,,,,
(주)루멘스,038060,2011/12,6.35,8.87,19.28,83.77,0,553.26
(주)루멘스,038060,2012/12,3.95,6.92,14.41,80.43,0,651.32
(주)루멘스,038060,2013/12,5.28,10.16,18.25,78.85,0,835.95
(주)루멘스,038060,2014/12,2.24,3.42,5.4,82.82,0,899.76
(주)루멘스,038060,2015/12,-1.86,-2.29,-2.71,85.45,0,875.59
(주)루멘스,038060,2016/12,-1.55,-1.81,-2.43,83.19,0,855.95
(주)루멘스,038060,2017/12,0.32,0.34,1.47,86.14,0,826.62
(주)루멘스,038060,2018/12,-9.66,-9.28,-16.34,91.24,0,683.84
(주)루멘스,038060,2019/12,-18.89,-19.99,-41.78,96.46,0,422.74
(주)루멘스,038060,2020/12,-8.54,-10.95,-16.41,89.52,0.01,324.67
(주)루멘스,038060,2021/12,-17.07,-13.97,-32.42,84,0,232.37
(주)루트로닉,085370,2011/12,-5.81,-4.37,-7.67,54.66,4.81,566.42
(주)루트로닉,085370,2012/12,0.09,0.07,0.13,53.37,4.14,569.24
(주)루트로닉,085370,2013/12,-1.32,-0.98,-1.56,54.28,3.55,588.37
(주)루트로닉,085370,2014/12,1.34,1.13,4.48,52.67,2.67,593.26
(주)루트로닉,085370,2015/12,7.3,5.01,10.62,48.36,3.04,1342.67
(주)루트로닉,085370,2016/12,6.27,3.3,5.26,44.47,3.22,2092.02
(주)루트로닉,085370,2017/12,-8.17,-3.61,-5.37,48.1,3.39,975.83
(주)루트로닉,085370,2018/12,-16.69,-7.46,-11.3,50.59,3.23,932.67
(주)루트로닉,085370,2019/12,-9.98,-5.45,-9.19,49.45,3.08,815.21
(주)루트로닉,085370,2020/12,-13.3,-8.06,-14.56,45.59,1.45,689.03
(주)루트로닉,085370,2021/12,15.94,15.3,25.32,39.59,1.91,864.01
(주)룩손에너지홀딩스,033550,2011/12,1.09,1.38,5.97,90.59,0,81.12
(주)룩손에너지홀딩스,033550,2012/12,-24.61,-24.49,-112.9,95.4,0,-46.68
(주)룽투코리아,060240,2011/12,-38.19,-30.41,-97.69,15.33,4.07,-58.25
(주)룽투코리아,060240,2012/12,3.43,3.54,13.98,13.65,2.27,280.75
(주)룽투코리아,060240,2013/12,-7.65,-6.6,-17.77,15.53,2.11,120.3
(주)룽투코리아,060240,2014/12,-23.24,-16.38,-39.21,18.2,1.26,76.05
(주)룽투코리아,060240,2015/12,5.26,1.37,4.16,24.3,12.37,231.6
(주)룽투코리아,060240,2016/12,2.66,1.69,1.85,25.37,10.29,324.81
(주)룽투코리아,060240,2017/12,-69.88,-29.75,-50.85,39.2,10.49,379.96
(주)룽투코리아,060240,2018/12,37.39,21.72,22.56,35.09,4.38,430.62
(주)룽투코리아,060240,2019/12,5.44,2.09,2.34,34.66,25.38,464.15
(주)룽투코리아,060240,2020/12,5.49,3.51,3.8,28.23,34.93,488
(주)룽투코리아,060240,2021/12,-23.6,-10.89,-10.6,35.5,41.23,426.17
(주)리노스,039980,2011/12,,,,,,
(주)리노스,039980,2012/12,,,,,,
(주)리노스,039980,2013/12,,,,,,
(주)리노스,039980,2014/12,5.56,6.79,9.88,56.03,0.97,211.76
(주)리노스,039980,2015/12,,,,,,
(주)리노스,039980,2016/12,2.82,2.69,4.2,57.29,1.32,294.2
(주)리노스,039980,2017/12,4.9,4.94,6.89,58.93,1.42,315.51
(주)리노스,039980,2018/12,3.04,2.28,3.2,54.88,1.21,309.58
(주)리노스,039980,2019/12,-0.54,-0.43,-0.59,64.38,0.82,290.04
(주)리노스,039980,2020/12,-6.7,-5.78,-7.96,83.62,0.66,245.48
(주)리노스,039980,2021/12,1.16,1.11,1.41,80.56,0.52,240.02
(주)리더스코스메틱,016100,2011/12,,,,,,
(주)리더스코스메틱,016100,2012/12,,,,,,
(주)리더스코스메틱,016100,2013/12,-2.98,-2.9,-7.97,75.65,0.69,403.15
(주)리더스코스메틱,016100,2014/12,14.23,17.6,26.43,62.81,0.66,580.23
(주)리더스코스메틱,016100,2015/12,5.15,6.41,21.26,56.7,2.61,849.88
(주)리더스코스메틱,016100,2016/12,4.26,4.16,5.39,62.84,3.93,923.53
(주)리더스코스메틱,016100,2017/12,-5.66,-4.13,-6.9,68.96,5.4,827.9
(주)리더스코스메틱,016100,2018/12,-9.87,-7.7,-10.86,64.8,6.73,765.11
(주)리더스코스메틱,016100,2019/12,-60.39,-38.9,-105.2,71.25,12.47,242.46
(주)리더스코스메틱,016100,2020/12,18.2,12.2,46.92,76.95,4.59,655.97
(주)리더스코스메틱,016100,2021/12,-4.53,-3.13,-6.42,80.37,3.92,493.9
(주)리드,197210,2015/12,3.58,5.41,25.91,87.13,0.04,324.01
(주)리드,197210,2016/12,1.02,0.92,3.08,85.88,0.01,418.22
(주)리드,197210,2017/12,-60.23,-47.71,-208.81,101.94,0.05,51.39
(주)리드,197210,2018/12,-44.2,-19.31,-54.11,70.77,6.23,437.38
(주)리드코프,012700,2011/12,10.93,6.58,18.82,60.46,4.7,813.46
(주)리드코프,012700,2012/12,9.84,5.59,17.6,57.52,3.29,975.49
(주)리드코프,012700,2013/12,12.27,7.14,21.3,54.31,3.54,1203.23
(주)리드코프,012700,2014/12,11.16,6.77,19.72,57.54,3.02,1467.93
(주)리드코프,012700,2015/12,10.98,5.76,17.34,51.38,2.86,1752.07
(주)리드코프,012700,2016/12,7.52,3.82,12.22,53.33,1.72,1967.64
(주)리드코프,012700,2017/12,8.19,3.51,12.03,51.19,2.03,2204.13
(주)리드코프,012700,2018/12,6.89,2.84,9.83,53,1.59,2335.68
(주)리드코프,012700,2019/12,8.19,3.73,11.57,76.75,1.35,2585.05
(주)리드코프,012700,2020/12,12.29,4.3,11.78,67.79,1.72,2912.07
(주)리드코프,012700,2021/12,8.11,3.27,9.57,73.83,0.97,3052.45
(주)리메드,302550,2019/12,,,,,,
(주)리메드,302550,2020/12,-11.02,-2.5,-7.4,48.05,0.42,714.16
(주)리메드,302550,2021/12,3.73,1,2.96,48.45,1.48,751.81
(주)리파인,377450,2021/12,28.72,17.17,19.76,0,0.15,8036.15
(주)링네트,042500,2011/12,3,3.99,10.89,85.3,0.01,267.39
(주)링네트,042500,2012/12,5.25,7.08,16.87,86.03,0,357.09
(주)링네트,042500,2013/12,5.81,8.66,17.85,86.02,0.04,443.04
(주)링네트,042500,2014/12,4.45,7.05,12.71,86.96,0.04,507.6
(주)링네트,042500,2015/12,3.94,5.06,8.44,86.81,0.03,559.09
(주)링네트,042500,2016/12,2.54,3.92,6.96,89.36,0.01,604.6
(주)링네트,042500,2017/12,3.17,5.45,8.91,90.06,0.02,674.37
(주)링네트,042500,2018/12,2.54,3.92,6.51,89.94,0.01,704.54
(주)링네트,042500,2019/12,5.32,7.51,12.73,85.98,0.04,787.69
(주)링네트,042500,2020/12,5.07,6.96,11.95,87.62,0.03,892.75
(주)링네트,042500,2021/12,4.04,6.63,11.63,88.8,0.02,1015.57
(주)링크제니시스,219420,2018/12,18.88,8.55,10.27,63.92,0,2928.95
(주)링크제니시스,219420,2019/12,5.01,1.55,2.26,69.66,0,3049.58
(주)링크제니시스,219420,2020/12,3.99,1.29,2.15,64.04,0,3146.55
(주)링크제니시스,219420,2021/12,26.83,9,10.43,59.82,0,3486.44
(주)마니커,027740,2011/12,-0.5,-0.72,-2.25,90.61,0.46,276.94
(주)마니커,027740,2012/12,-5.86,-7.36,-25.27,95.81,0.41,123.83
(주)마니커,027740,2013/12,-0.71,-0.86,-2.11,90.63,0.46,119.07
(주)마니커,027740,2014/12,-5.44,-7.15,-24.37,93.26,0.42,105.48
(주)마니커,027740,2015/12,-5.07,-6.2,-18.56,94.84,0.28,75.17
(주)마니커,027740,2016/12,0.5,0.53,1.02,92.28,0.35,53.65
(주)마니커,027740,2017/12,-4.06,-4.45,-12.5,88.48,0.3,51.81
(주)마니커,027740,2018/12,-4.17,-5.05,-11.63,91.49,0.27,32.4
(주)마니커,027740,2019/12,-7.25,-9.3,-18.14,97.27,0.2,10.91
(주)마니커,027740,2020/12,-16.37,-18.74,-43.96,104,0.22,-27.76
(주)마니커,027740,2021/12,-19.84,-25.81,-83.92,95.68,0.19,49.06
(주)마니커에프앤지,195500,2019/12,,,,,,
(주)마니커에프앤지,195500,2020/12,,,,,,
(주)마니커에프앤지,195500,2021/12,,,,,,
(주)마이스코,088700,2011/12,,,,,,
(주)마이스코,088700,2012/12,,,,,,
(주)마이크로디지탈,305090,2019/12,,,,,,
(주)마이크로디지탈,305090,2020/12,,,,,,
(주)마이크로디지탈,305090,2021/12,,,,,,
(주)마이크로컨텍솔루션,098120,2011/12,,,,,,
(주)마이크로컨텍솔루션,098120,2012/12,19.04,17.09,19.66,67.18,0,555.19
(주)마이크로컨텍솔루션,098120,2013/12,17.39,15.64,18.36,69.75,0,667.99
(주)마이크로컨텍솔루션,098120,2014/12,18.15,19.14,23.5,66.99,0,847
(주)마이크로컨텍솔루션,098120,2015/12,9.27,6.86,8.66,77.57,0,896.77
(주)마이크로컨텍솔루션,098120,2016/12,-0.92,-0.54,-0.41,88.51,0,877.02
(주)마이크로컨텍솔루션,098120,2017/12,-14.28,-8.96,-9.24,91.79,0,782.77
(주)마이크로컨텍솔루션,098120,2018/12,-17.51,-11.67,-12.82,96.59,0,668.21
(주)마이크로컨텍솔루션,098120,2019/12,2.42,2.27,2.71,85.36,0,688.42
(주)마이크로컨텍솔루션,098120,2020/12,2.85,2.8,3.33,84.2,0,726.81
(주)마이크로컨텍솔루션,098120,2021/12,12.34,16.05,19.77,77.92,0,902.41
(주)마이크로프랜드,147760,2016/12,,,,,,
(주)마이크로프랜드,147760,2017/12,,,,,,
(주)마이크로프랜드,147760,2018/12,,,,,,
(주)마이크로프랜드,147760,2019/12,,,,,,
(주)마이크로프랜드,147760,2020/12,,,,,,
(주)마이크로프랜드,147760,2021/12,,,,,,
(주)마인즈랩,377480,2021/12,17.94,5.1,0,0,1.31,885.58
(주)마크로밀엠브레인,169330,2021/06,11.17,13.62,20.22,74.92,0.36,473.73
(주)마크로젠,038290,2011/12,9.69,6.03,7.88,53.2,0,1439.17
(주)마크로젠,038290,2012/12,7.76,4.9,7.37,57.78,0,1709.02
(주)마크로젠,038290,2013/12,13.42,7.6,11.56,55.76,0,1956.19
(주)마크로젠,038290,2014/12,5.6,2.98,4.72,60.03,0,2189.55
(주)마크로젠,038290,2015/12,12.68,8.05,14.23,67.06,0.9,1683.1
(주)마크로젠,038290,2016/12,4.86,3.01,5.42,67.23,1.04,1815.5
(주)마크로젠,038290,2017/12,9.11,5.48,10.78,66.93,0.76,2117.6
(주)마크로젠,038290,2018/12,2.38,1.46,3.34,67.27,0.83,2509.19
(주)마크로젠,038290,2019/12,-10.95,-6.59,-3.01,68.19,1.1,2467.97
(주)마크로젠,038290,2020/12,78.04,34.24,56.72,62.53,0.51,4125.9
(주)마크로젠,038290,2021/12,1.79,0.79,0.56,59.62,0.96,4136.53
(주)맘스터치앤컴퍼니,220630,2015/12,,,,,,
(주)맘스터치앤컴퍼니,220630,2016/12,4.43,11.95,20.73,74.02,3.27,372.88
(주)맘스터치앤컴퍼니,220630,2017/12,4.7,12.53,22.49,71.75,3.36,506.35
(주)맘스터치앤컴퍼니,220630,2018/12,5.91,14.48,26.3,70.21,3.37,667.1
(주)맘스터치앤컴퍼니,220630,2019/12,4.47,9.67,18.15,71.38,3.03,761.33
(주)맘스터치앤컴퍼니,220630,2020/12,8.18,18.22,29.6,69.75,3.29,1021.2
(주)맘스터치앤컴퍼니,220630,2021/12,7.74,19.44,29.18,66.86,3.29,1257.04
(주)매직마이크로,127160,2015/12,-3.63,-2.52,-6.21,88.46,0,1127.48
(주)매직마이크로,127160,2016/12,-10.04,-6.87,-17.96,99.71,0,968.62
(주)매직마이크로,127160,2017/12,-5.91,-4.89,-13.16,96.43,0,977.64
(주)매직마이크로,127160,2018/12,-5.16,-3.55,-7.78,85.99,0,1065.72
(주)매직마이크로,127160,2019/12,-21.3,-11.7,-23.47,88.68,0,797.96
(주)매직마이크로,127160,2020/12,-95.84,-44.91,-128.87,94.63,0,112.59
(주)매커스,093520,2011/12,4.89,6.8,10.28,76.43,0.02,213.91
(주)매커스,093520,2012/12,8.39,8.19,15.05,78.24,0.02,266.93
(주)매커스,093520,2013/12,6.97,8.06,14.75,80.26,0.01,323.9
(주)매커스,093520,2014/12,8.03,8.32,14.35,76.9,0.01,383.58
(주)매커스,093520,2015/12,6.48,6.76,12.14,80.19,0,440.59
(주)매커스,093520,2016/12,2.31,1.97,4.08,81.85,0,449.71
(주)매커스,093520,2017/12,10.38,10.98,20.63,77.32,0,547.15
(주)매커스,093520,2018/12,10.39,10.82,18.7,74.35,0,634.38
(주)매커스,093520,2019/12,8.35,5.1,9.11,76.76,0.02,671.92
(주)매커스,093520,2020/12,9.3,8.23,14.57,79.17,0,751.35
(주)매커스,093520,2021/12,17.77,20.8,36.66,72.28,0,1037.79
(주)맥스로텍,141070,2012/12,,,,,,
(주)맥스로텍,141070,2013/12,,,,,,
(주)맥스로텍,141070,2014/12,,,,,,
(주)맥스로텍,141070,2015/12,,,,,,
(주)맥스로텍,141070,2016/12,,,,,,
(주)맥스로텍,141070,2017/12,,,,,,
(주)맥스로텍,141070,2018/12,,,,,,
(주)맥스로텍,141070,2019/12,,,,,,
(주)맥스로텍,141070,2020/12,,,,,,
(주)맥스트,377030,2021/12,,,,,,
(주)머큐리,100590,2018/12,,,,,,
(주)머큐리,100590,2019/12,,,,,,
(주)머큐리,100590,2020/12,,,,,,
(주)머큐리,100590,2021/12,,,,,,
(주)멀티캠퍼스,067280,2011/12,,,,,,
(주)멀티캠퍼스,067280,2012/12,11.22,8.94,10.17,68.78,0.37,3054.59
(주)멀티캠퍼스,067280,2013/12,5.8,5.42,6.29,66.79,0.43,3546.6
(주)멀티캠퍼스,067280,2014/12,8.09,7.63,9.28,63.82,0.22,3836.35
(주)멀티캠퍼스,067280,2015/12,7.74,9.07,11.56,62.76,0.48,2110
(주)멀티캠퍼스,067280,2016/12,6.92,12.95,18.39,63.49,-0.02,2541.92
(주)멀티캠퍼스,067280,2017/12,6.18,11.04,15.29,70.6,0.02,2814.35
(주)멀티캠퍼스,067280,2018/12,7.31,13.47,19.36,71.06,0.04,3186.44
(주)멀티캠퍼스,067280,2019/12,6.56,10.87,18.19,73.39,0.03,3675.76
(주)멀티캠퍼스,067280,2020/12,3.83,5.01,8.76,75.18,0.1,3874.55
(주)멀티캠퍼스,067280,2021/12,6.67,8,14.86,73.66,0,4528.38
(주)메드팩토,235980,2019/12,,,,,,
(주)메드팩토,235980,2020/12,,,,,,
(주)메드팩토,235980,2021/12,0,-12.78,-39.13,0,0,324.47
(주)메디아나,041920,2014/12,9.46,11.28,17,62.34,0.84,666.86
(주)메디아나,041920,2015/12,15.16,17.39,22.78,62.22,0.53,877.65
(주)메디아나,041920,2016/12,14.9,16.11,20.49,63.91,0.48,897.86
(주)메디아나,041920,2017/12,7.65,7.27,8.94,66.13,0.61,992.53
(주)메디아나,041920,2018/12,6.92,5.75,6.73,68.68,0.67,1052.59
(주)메디아나,041920,2019/12,13.94,11.1,12.68,64.03,0.38,1225.91
(주)메디아나,041920,2020/12,16.65,15.89,17.95,60.61,0.15,1487.65
(주)메디아나,041920,2021/12,15.45,10.51,11.93,65.92,0.39,887.57
(주)메디콕스,054180,2011/06,,,,,,
(주)메디콕스,054180,2012/06,,,,,,
(주)메디콕스,054180,2013/06,,,,,,
(주)메디콕스,054180,2014/06,,,,,,
(주)메디콕스,054180,2015/06,,,,,,
(주)메디콕스,054180,2016/06,,,,,,
(주)메디콕스,054180,2017/06,,,,,,
(주)메디콕스,054180,2018/06,,,,,,
(주)메디콕스,054180,2019/06,-10.47,-4.71,-10.5,83.99,0,57.49
(주)메디콕스,054180,2019/12,-19.97,-3.5,-9.77,82.21,0,51.2
(주)메디콕스,054180,2020/12,-53.01,-11.92,-29.06,86.71,0,73.27
(주)메디콕스,054180,2021/12,-137.19,-23.36,-36.15,97.1,0,39.98
(주)메디톡스,086900,2011/12,,,,,,
(주)메디톡스,086900,2012/12,,,,,,
(주)메디톡스,086900,2013/12,36.54,18.01,23.57,12.4,2.02,2420.27
(주)메디톡스,086900,2014/12,57.49,35.19,61.33,9.04,1.05,3668.62
(주)메디톡스,086900,2015/12,47.79,22.73,43.36,16.01,0.82,4874.03
(주)메디톡스,086900,2016/12,44.45,22.45,45.36,18.07,2.03,6642.6
(주)메디톡스,086900,2017/12,40.37,20.52,42.17,19.09,3.91,8998.61
(주)메디톡스,086900,2018/12,33.96,17.79,30.93,26.4,4.19,10823.2
(주)메디톡스,086900,2019/12,12.42,6.26,10.24,33.77,4,11250.49
(주)메디톡스,086900,2020/12,-21.33,-6.76,-11.82,47.21,2.73,10447.41
(주)메디톡스,086900,2021/12,50.45,17.84,29.38,42.74,1.1,14275.58
(주)메디프론디비티,065650,2011/12,,,,,,
(주)메디프론디비티,065650,2012/12,,,,,,
