회사명,거래소코드,회계년도,[제조]   연구비,[제조]   경상개발비,[제조]매출액(영업수익)(*)
(주)다산네트웍스,039560,2018/12,0,1190485,36903448
(주)다산네트웍스,039560,2019/12,0,1594383,69909377
(주)다산네트웍스,039560,2020/12,0,1319711,31679533
(주)다산네트웍스,039560,2021/12,0,0,32119053
(주)다우기술,023590,2011/12,0,0,167578702
(주)다우기술,023590,2012/12,0,2759448,200446345
(주)다우기술,023590,2013/12,0,2982090,213102936
(주)다우기술,023590,2014/12,0,3394395,238937492
(주)다우기술,023590,2015/12,0,1836012,251318425
(주)다우기술,023590,2016/12,0,1975246,214671851
(주)다우기술,023590,2017/12,0,1922514,181903766
(주)다우기술,023590,2018/12,0,2275221,192269486
(주)다우기술,023590,2019/12,0,2437710,221308508
(주)다우기술,023590,2020/12,0,2346183,246162182
(주)다우기술,023590,2021/12,0,4048060,272897095
(주)다우데이타,032190,2011/12,0,0,117225114
(주)다우데이타,032190,2012/12,0,0,72482327
(주)다우데이타,032190,2013/12,0,0,92670772
(주)다우데이타,032190,2014/12,0,0,128466738
(주)다우데이타,032190,2015/12,0,0,133416737
(주)다우데이타,032190,2016/12,0,0,107492139
(주)다우데이타,032190,2017/12,0,0,151156995
(주)다우데이타,032190,2018/12,0,55300,168144455
(주)다우데이타,032190,2019/12,0,0,193233235
(주)다우데이타,032190,2020/12,0,0,199691975
(주)다우데이타,032190,2021/12,0,0,217171843
(주)다원시스,068240,2011/12,0,2547162,39573010
(주)다원시스,068240,2012/12,0,3007889,47641777
(주)다원시스,068240,2013/12,0,2701351,51369430
(주)다원시스,068240,2014/12,0,2125433,52004631
(주)다원시스,068240,2015/12,0,2449313,65474634
(주)다원시스,068240,2016/12,0,1603194,72591838
(주)다원시스,068240,2017/12,0,3120104,115527028
(주)다원시스,068240,2018/12,0,3299101,127384635
(주)다원시스,068240,2019/12,0,3948233,169525723
(주)다원시스,068240,2020/12,0,6889191,247510124
(주)다원시스,068240,2021/12,0,10667558,293599450
(주)다이나믹디자인,145210,2015/12,0,384223,132222767
(주)다이나믹디자인,145210,2016/12,0,0,125808178
(주)다이나믹디자인,145210,2017/12,0,504675,100374133
(주)다이나믹디자인,145210,2018/12,0,573093,75650210
(주)다이나믹디자인,145210,2019/12,0,684143,59017636
(주)다이나믹디자인,145210,2020/12,0,825358,42506006
(주)다이나믹디자인,145210,2021/12,0,433887,27513392
(주)다함이텍,009280,2011/12,0,0,6843716
(주)다함이텍,009280,2012/12,0,0,5624771
(주)대교,019680,2011/12,0,0,818473835
(주)대교,019680,2012/12,0,0,771528017
(주)대교,019680,2013/12,0,0,756756065
(주)대교,019680,2014/12,0,0,744778608
(주)대교,019680,2015/12,0,0,750317950
(주)대교,019680,2016/12,0,0,759844916
(주)대교,019680,2017/12,0,0,756770280
(주)대교,019680,2018/12,0,0,705493709
(주)대교,019680,2019/12,0,0,700272153
(주)대교,019680,2020/12,0,0,586646476
(주)대교,019680,2021/12,0,0,593165825
(주)대구백화점,006370,2011/03,0,0,179114661
(주)대구백화점,006370,2012/03,0,0,173901618
(주)대구백화점,006370,2013/03,0,0,162019065
(주)대구백화점,006370,2014/03,0,0,161636607
(주)대구백화점,006370,2015/03,0,0,149405191
(주)대구백화점,006370,2016/03,0,0,149709697
(주)대구백화점,006370,2017/03,0,0,130249331
(주)대구백화점,006370,2017/12,0,0,82247281
(주)대구백화점,006370,2018/12,0,0,106226540
(주)대구백화점,006370,2019/12,0,0,95646536
(주)대구백화점,006370,2020/12,0,0,85152399
(주)대구백화점,006370,2021/12,0,0,75954896
(주)대국,042340,2011/12,0,0,21887133
(주)대덕,008060,2011/12,0,1377198,655724203
(주)대덕,008060,2012/12,0,2559413,750970215
(주)대덕,008060,2013/12,0,1910650,737185692
(주)대덕,008060,2014/12,0,2305964,690941657
(주)대덕,008060,2015/12,0,1467226,512596614
(주)대덕,008060,2016/12,0,688240,490868073
(주)대덕,008060,2017/12,0,302836,512147273
(주)대덕,008060,2018/12,0,307573,590731702
(주)대덕,008060,2019/12,0,688955,1060557644
(주)대덕,008060,2020/12,0,0,5792605
(주)대덕,008060,2021/12,0,0,13868572
(주)대동,000490,2011/12,0,6451293,503098278
(주)대동,000490,2012/12,0,6661906,473786013
(주)대동,000490,2013/12,0,7457774,509380485
(주)대동,000490,2014/12,0,6370487,505157734
(주)대동,000490,2015/12,0,5476946,462238438
(주)대동,000490,2016/12,0,5689566,463775800
(주)대동,000490,2017/12,0,3564642,453491142
(주)대동,000490,2018/12,0,4945433,475866754
(주)대동,000490,2019/12,0,8258972,620447655
(주)대동,000490,2020/12,0,8185161,637484640
(주)대동,000490,2021/12,0,9716210,886114654
(주)대동스틸,048470,2011/12,0,0,155434161
(주)대동스틸,048470,2012/12,0,0,188596628
(주)대동스틸,048470,2013/12,0,0,130618849
(주)대동스틸,048470,2014/12,0,0,109642438
(주)대동스틸,048470,2015/12,0,0,92348516
(주)대동스틸,048470,2016/12,0,0,68177746
(주)대동스틸,048470,2017/12,0,0,90505698
(주)대동스틸,048470,2018/12,0,0,101539496
(주)대동스틸,048470,2019/12,0,0,113290547
(주)대동스틸,048470,2020/12,0,0,106357816
(주)대동스틸,048470,2021/12,0,0,165415929
(주)대륙제관,004780,2011/12,0,455178,176869298
(주)대륙제관,004780,2012/12,0,599787,187942095
(주)대륙제관,004780,2013/12,0,646920,201134599
(주)대륙제관,004780,2014/12,0,757999,205331306
(주)대륙제관,004780,2015/12,0,845254,205100796
(주)대륙제관,004780,2016/12,0,911183,186222141
(주)대륙제관,004780,2017/12,0,926164,197112543
(주)대륙제관,004780,2018/12,0,1021995,196346726
(주)대륙제관,004780,2019/12,0,1083751,197284517
(주)대륙제관,004780,2020/12,0,1231181,212221659
(주)대륙제관,004780,2021/12,0,1180942,235940554
(주)대림제지,017650,2011/12,0,0,78530514
(주)대림제지,017650,2012/12,0,0,76851211
(주)대림제지,017650,2013/12,0,0,61342989
(주)대림제지,017650,2014/12,0,0,57374784
(주)대림제지,017650,2015/12,0,0,54737678
(주)대림제지,017650,2016/12,0,0,67430955
(주)대림제지,017650,2017/12,0,0,90533322
(주)대림제지,017650,2018/12,0,0,89572201
(주)대림제지,017650,2019/12,0,0,105900335
(주)대림제지,017650,2020/12,0,0,128736850
(주)대림제지,017650,2021/12,0,0,181256329
(주)대명소노시즌,007720,2011/12,0,580957,8401073
(주)대명소노시즌,007720,2012/12,0,1900673,12122192
(주)대명소노시즌,007720,2013/12,0,1811793,15476512
(주)대명소노시즌,007720,2014/12,0,2716065,24378893
(주)대명소노시즌,007720,2015/12,0,2332946,118797923
(주)대명소노시즌,007720,2016/12,0,2001884,206149572
(주)대명소노시즌,007720,2017/12,0,1674351,219151391
(주)대명소노시즌,007720,2018/12,0,1600267,214323503
(주)대명소노시즌,007720,2019/12,0,1628600,218566639
(주)대명소노시즌,007720,2020/12,0,11040,129378712
(주)대명소노시즌,007720,2021/12,0,84329,143584574
(주)대성미생물연구소,036480,2011/12,0,0,17148022
(주)대성미생물연구소,036480,2012/12,0,0,16332474
(주)대성미생물연구소,036480,2013/12,0,0,21633306
(주)대성미생물연구소,036480,2014/12,0,0,25297656
(주)대성미생물연구소,036480,2015/12,0,0,31025903
(주)대성미생물연구소,036480,2016/12,0,0,30801319
(주)대성미생물연구소,036480,2017/12,0,0,24043374
(주)대성미생물연구소,036480,2018/12,0,0,25097138
(주)대성미생물연구소,036480,2019/12,0,0,25133940
(주)대성미생물연구소,036480,2020/12,0,0,24800990
(주)대성미생물연구소,036480,2021/12,0,0,23997252
(주)대성파인텍,104040,2011/12,0,230491,31169768
(주)대성파인텍,104040,2012/12,0,295936,33684708
(주)대성파인텍,104040,2013/12,0,307046,33645038
(주)대성파인텍,104040,2014/12,0,375536,37798289
(주)대성파인텍,104040,2015/12,0,366035,43155230
(주)대성파인텍,104040,2016/12,0,351545,46924145
(주)대성파인텍,104040,2017/12,0,389217,42539088
(주)대성파인텍,104040,2018/12,0,327731,38587676
(주)대성파인텍,104040,2019/12,0,406204,37497863
(주)대성파인텍,104040,2020/12,0,387714,32087599
(주)대성파인텍,104040,2021/12,0,365584,32850560
(주)대성합동지주,005620,2011/12,0,0,28916422
(주)대성합동지주,005620,2012/12,0,0,30140529
(주)대성합동지주,005620,2013/12,0,0,30325199
(주)대성합동지주,005620,2014/12,0,0,31026942
(주)대성합동지주,005620,2015/12,0,0,31667929
(주)대성합동지주,005620,2016/12,0,0,36451281
(주)대양금속,009190,2011/12,0,752002,146017854
(주)대양금속,009190,2012/12,0,577641,99832132
(주)대양금속,009190,2013/12,0,263179,112821866
(주)대양금속,009190,2014/12,0,209733,122086010
(주)대양금속,009190,2015/12,0,103074,121554021
(주)대양금속,009190,2016/12,0,114549,146247517
(주)대양금속,009190,2017/12,0,104058,172877205
(주)대양금속,009190,2018/12,0,63540,165044206
(주)대양금속,009190,2019/12,0,63899,151597696
(주)대양금속,009190,2020/12,0,54919,140495484
(주)대양금속,009190,2021/12,0,63103,203423902
(주)대우건설,047040,2011/12,0,19217000,7031863672
(주)대우건설,047040,2012/12,0,17223000,8180269589
(주)대우건설,047040,2013/12,0,16120000,8417075007
(주)대우건설,047040,2014/12,0,12683000,9853092238
(주)대우건설,047040,2015/12,0,14357000,9877475175
(주)대우건설,047040,2016/12,0,13958000,10964615696
(주)대우건설,047040,2017/12,0,11102000,11332055896
(주)대우건설,047040,2018/12,0,12667000,10204674621
(주)대우건설,047040,2019/12,0,13768000,8091938554
(주)대우건설,047040,2020/12,0,13905000,7637255921
(주)대우건설,047040,2021/12,0,14921000,8085719645
(주)대웅,003090,2011/12,0,9528348,45481287
(주)대웅,003090,2012/12,0,7932671,44303202
(주)대웅,003090,2013/12,0,8184948,43620683
(주)대웅,003090,2014/12,0,9274344,46086581
(주)대웅,003090,2015/12,0,9170508,50147920
(주)대웅,003090,2016/12,0,8482446,49222029
(주)대웅,003090,2017/12,0,11035475,54733877
(주)대웅,003090,2018/12,0,14279643,47887031
(주)대웅,003090,2019/12,0,13998291,49225217
(주)대웅,003090,2020/12,0,14481687,87608403
(주)대웅,003090,2021/12,0,15207156,96233964
(주)대웅제약,069620,2011/12,0,19519569,706643347
(주)대웅제약,069620,2012/12,0,19643106,664648217
(주)대웅제약,069620,2013/12,0,21169523,674867033
(주)대웅제약,069620,2014/12,0,18742801,727222610
(주)대웅제약,069620,2015/12,0,28757008,800517043
(주)대웅제약,069620,2016/12,0,94226133,794009801
(주)대웅제약,069620,2017/12,0,97271337,866755277
(주)대웅제약,069620,2018/12,0,99836240,943522107
(주)대웅제약,069620,2019/12,0,99725680,1005179736
(주)대웅제약,069620,2020/12,0,104973664,944751591
(주)대웅제약,069620,2021/12,0,111236808,1055169533
(주)대원,007680,2017/12,0,0,260757969
(주)대원,007680,2018/12,0,0,319582129
(주)대원,007680,2019/12,0,0,153482069
(주)대원,007680,2020/12,0,0,146057601
(주)대원,007680,2021/12,0,0,265074774
(주)대원모방,311840,2018/12,0,0,24871734
(주)대유,290380,2018/12,0,966348,28744630
(주)대유,290380,2019/12,0,850352,29676591
(주)대유,290380,2020/12,0,792586,33635811
(주)대유,290380,2021/12,0,558188,36326641
(주)대유에이텍,002880,2011/12,0,1406546,402876552
(주)대유에이텍,002880,2012/12,0,1678656,415218564
(주)대유에이텍,002880,2013/12,0,1474086,477929276
(주)대유에이텍,002880,2014/12,0,1308404,563652493
(주)대유에이텍,002880,2015/12,0,3959316,439531682
(주)대유에이텍,002880,2016/12,0,3697673,346859744
(주)대유에이텍,002880,2017/12,0,3914254,375357145
(주)대유에이텍,002880,2018/12,0,4251440,386822181
(주)대유에이텍,002880,2019/12,0,4086151,375730576
(주)대유에이텍,002880,2020/12,0,4458228,370576442
(주)대유에이텍,002880,2021/12,0,4184224,419101442
(주)대유에이피,290120,2018/12,0,0,193955817
(주)대유에이피,290120,2019/12,0,0,155621706
(주)대유에이피,290120,2020/12,0,0,136360854
(주)대유에이피,290120,2021/12,0,0,137322080
(주)대유플러스,000300,2011/12,0,384309,269816158
(주)대유플러스,000300,2012/12,0,346643,301224599
(주)대유플러스,000300,2013/12,0,794841,330007627
(주)대유플러스,000300,2014/12,0,782545,336624995
(주)대유플러스,000300,2015/12,0,310102,182014611
(주)대유플러스,000300,2016/12,0,244181,177513413
(주)대유플러스,000300,2017/12,0,98858,42149556
(주)대유플러스,000300,2018/12,0,111514,68748620
(주)대유플러스,000300,2019/12,0,562053,111432198
(주)대유플러스,000300,2020/12,0,456547,104126789
(주)대유플러스,000300,2021/12,0,487532,160425321
(주)대창,012800,2011/12,0,240799,847602152
(주)대창,012800,2012/12,0,247208,760552549
(주)대창,012800,2013/12,0,233039,731584711
(주)대창,012800,2014/12,0,233840,759271054
(주)대창,012800,2015/12,0,246670,590375055
(주)대창,012800,2016/12,0,254932,371558721
(주)대창,012800,2017/12,0,230803,442632337
(주)대창,012800,2018/12,0,286267,453110792
(주)대창,012800,2019/12,0,316019,409974330
(주)대창,012800,2020/12,0,360912,421320232
(주)대창,012800,2021/12,0,439280,594658084
(주)대창솔루션,096350,2011/12,0,426761,78897094
(주)대창솔루션,096350,2012/12,0,634090,68934325
(주)대창솔루션,096350,2013/12,0,897575,48428623
(주)대창솔루션,096350,2014/12,0,1184705,62840334
(주)대창솔루션,096350,2015/12,0,19606,43696474
(주)대창솔루션,096350,2016/12,0,187877,36520316
(주)대창솔루션,096350,2017/12,0,107346,30923027
(주)대창솔루션,096350,2018/12,0,251078,32180980
(주)대창솔루션,096350,2019/12,0,170160,48365618
(주)대창솔루션,096350,2020/12,0,531444,25432584
(주)대창솔루션,096350,2021/12,0,906524,30059237
(주)대창스틸,140520,2014/12,0,0,266081393
(주)대창스틸,140520,2015/12,0,0,229985716
(주)대창스틸,140520,2016/12,0,0,239314048
(주)대창스틸,140520,2017/12,0,0,244793248
(주)대창스틸,140520,2018/12,0,0,228369357
(주)대창스틸,140520,2019/12,0,0,197667730
(주)대창스틸,140520,2020/12,0,0,169289802
(주)대창스틸,140520,2021/12,0,0,203660510
(주)대한과학,131220,2011/12,0,374870,34442607
(주)대한과학,131220,2012/12,0,809325,39571766
(주)대한과학,131220,2013/12,0,1052094,38687652
(주)대한과학,131220,2014/12,0,1271935,36555998
(주)대한과학,131220,2015/12,0,1308667,37487327
(주)대한과학,131220,2016/12,0,969708,38812724
(주)대한과학,131220,2017/12,0,699591,31663846
(주)대한과학,131220,2018/12,0,699241,33984809
(주)대한과학,131220,2019/12,0,807181,38676690
(주)대한과학,131220,2020/12,0,768812,41678754
(주)대한과학,131220,2021/12,0,778962,43599972
(주)대한은박지,007480,2011/09,0,0,117468402
(주)대한은박지,007480,2012/09,0,0,101082501
(주)대한항공,003490,2011/12,0,0,11805281564
(주)대한항공,003490,2012/12,0,0,12263866637
(주)대한항공,003490,2013/12,0,0,11712354062
(주)대한항공,003490,2014/12,0,0,11680398140
(주)대한항공,003490,2015/12,0,0,11308423373
(주)대한항공,003490,2016/12,0,0,11502876673
(주)대한항공,003490,2017/12,0,0,11802818528
(주)대한항공,003490,2018/12,0,0,12646864991
(주)대한항공,003490,2019/12,0,0,12291667990
(주)대한항공,003490,2020/12,0,0,7405005608
(주)대한항공,003490,2021/12,0,0,8753416403
(주)대현,016090,2011/12,0,0,196209581
(주)대현,016090,2012/12,0,0,216891532
(주)대현,016090,2013/12,0,0,245290977
(주)대현,016090,2014/12,0,0,245403416
(주)대현,016090,2015/12,0,0,259571056
(주)대현,016090,2016/12,0,0,280173383
(주)대현,016090,2017/12,0,0,283694373
(주)대현,016090,2018/12,0,0,286316282
(주)대현,016090,2019/12,0,0,299583978
(주)대현,016090,2020/12,0,0,253198946
(주)대현,016090,2021/12,0,0,287896441
(주)대호에이엘,069460,2011/12,0,429953,172103915
(주)대호에이엘,069460,2012/12,0,457676,134927509
(주)대호에이엘,069460,2013/12,0,546598,125380109
(주)대호에이엘,069460,2014/12,0,630347,131723452
(주)대호에이엘,069460,2015/12,0,706044,121584665
(주)대호에이엘,069460,2016/12,0,0,117646225
(주)대호에이엘,069460,2017/12,0,0,126319691
(주)대호에이엘,069460,2018/12,0,0,132411332
(주)대호에이엘,069460,2019/12,0,0,117536747
(주)대호에이엘,069460,2020/12,0,0,121426442
(주)대호에이엘,069460,2021/12,0,0,143401758
(주)대호특수강,021040,2011/12,0,9350,213832202
(주)대호특수강,021040,2012/12,0,8786,220378054
(주)대호특수강,021040,2013/12,0,0,314033771
(주)대호특수강,021040,2014/12,0,0,222066124
(주)대호특수강,021040,2015/12,0,0,200872222
(주)대호특수강,021040,2016/12,0,0,185678388
(주)대호특수강,021040,2017/12,0,0,205306467
(주)대호특수강,021040,2018/12,0,0,209863691
(주)대호특수강,021040,2019/12,0,0,204179606
(주)대호특수강,021040,2020/12,0,0,141665479
(주)대호특수강,021040,2021/12,0,0,200898866
(주)더 미동,161570,2013/12,0,1003101,41879645
(주)더 미동,161570,2014/12,0,1155653,36757876
(주)더 미동,161570,2015/12,0,1272682,40703286
(주)더 미동,161570,2016/12,0,1174747,28872693
(주)더 미동,161570,2017/12,0,0,28132442
(주)더 미동,161570,2018/12,0,0,19560828
(주)더 미동,161570,2019/12,0,0,24559154
(주)더 미동,161570,2020/12,0,0,26280773
(주)더 미동,161570,2021/12,0,0,9859743
(주)더네이쳐홀딩스,298540,2020/12,0,1110321,290419789
(주)더네이쳐홀딩스,298540,2021/12,0,829254,369046243
(주)더블유게임즈,192080,2015/12,0,4957558,122441546
(주)더블유게임즈,192080,2016/12,0,7900739,155159525
(주)더블유게임즈,192080,2017/12,0,10051242,161222279
(주)더블유게임즈,192080,2019/12,0,12874035,200271921
(주)더블유게임즈,192080,2020/12,0,15466959,238873234
(주)더블유게임즈,192080,2021/12,0,16076022,213362973
(주)더블유에스아이,299170,2018/12,,,
(주)더블유에스아이,299170,2019/12,,,
(주)더블유에스아이,299170,2020/12,0,71275,26097617
(주)더블유에스아이,299170,2021/12,0,101890,27770613
(주)더존비즈온,012510,2011/12,0,0,112382349
(주)더존비즈온,012510,2012/12,0,0,122977105
(주)더존비즈온,012510,2013/12,0,0,128116096
(주)더존비즈온,012510,2014/12,0,0,130792452
(주)더존비즈온,012510,2015/12,0,0,153480924
(주)더존비즈온,012510,2016/12,0,0,173040399
(주)더존비즈온,012510,2017/12,0,0,201743071
(주)더존비즈온,012510,2018/12,0,0,223090877
(주)더존비즈온,012510,2019/12,0,0,259291800
(주)더존비즈온,012510,2020/12,0,0,303185154
(주)더존비즈온,012510,2021/12,0,0,313777223
(주)더코디,224060,2015/12,0,111495,46652166
(주)더코디,224060,2016/12,0,119461,44087609
(주)더코디,224060,2017/12,0,55182,68893805
(주)더코디,224060,2018/12,0,15290,33229693
(주)더코디,224060,2019/12,0,0,10994170
(주)더코디,224060,2020/12,0,57057,27963850
(주)더코디,224060,2021/12,0,117366,45342625
(주)덕산테코피아,317330,2019/12,0,5247140,61838936
(주)덕산테코피아,317330,2020/12,0,5647401,78379152
(주)덕산테코피아,317330,2021/12,0,5473517,112372761
(주)덕성,004830,2011/12,0,1059948,80029454
(주)덕성,004830,2012/12,0,1077871,79107828
(주)덕성,004830,2013/12,0,1175823,90283423
(주)덕성,004830,2014/12,0,1337823,77305403
(주)덕성,004830,2015/12,0,1229210,71463183
(주)덕성,004830,2016/12,0,1087555,98630563
(주)덕성,004830,2017/12,0,1226536,96190439
(주)덕성,004830,2018/12,0,1232146,79922736
(주)덕성,004830,2019/12,0,1405696,83276447
(주)덕성,004830,2020/12,0,1462000,107264884
(주)덕성,004830,2021/12,0,1596175,106620318
(주)덕신하우징,090410,2014/12,0,607641,90645621
(주)덕신하우징,090410,2015/12,0,669913,107493319
(주)덕신하우징,090410,2016/12,0,633144,120269693
(주)덕신하우징,090410,2017/12,0,413647,122876930
(주)덕신하우징,090410,2018/12,0,635618,131099317
(주)덕신하우징,090410,2019/12,0,424177,145648501
(주)덕신하우징,090410,2020/12,0,480005,119512159
(주)덕신하우징,090410,2021/12,0,462192,149123452
(주)데이타솔루션,263800,2017/12,0,601449,90041947
(주)데이타솔루션,263800,2018/12,0,1016592,98116700
(주)데이타솔루션,263800,2019/12,0,817162,101169469
(주)데이타솔루션,263800,2020/12,0,469534,92734563
(주)데이타솔루션,263800,2021/12,0,664859,100481187
(주)데코앤이,017680,2011/12,0,0,190468301
(주)데코앤이,017680,2012/12,0,0,165991015
(주)데코앤이,017680,2013/12,0,0,132647215
(주)데코앤이,017680,2014/12,0,0,107124529
(주)데코앤이,017680,2015/12,0,0,42277095
(주)데코앤이,017680,2016/12,0,0,41605038
(주)데코앤이,017680,2017/12,0,0,39642881
(주)데코앤이,017680,2018/12,0,0,39500684
(주)덱스터스튜디오,206560,2015/12,0,0,26054827
(주)덱스터스튜디오,206560,2016/12,0,48800,31776984
(주)덱스터스튜디오,206560,2017/12,0,0,24984428
(주)덱스터스튜디오,206560,2018/12,0,0,35739469
(주)덱스터스튜디오,206560,2019/12,0,0,38294449
(주)덱스터스튜디오,206560,2020/12,0,0,24094571
(주)덱스터스튜디오,206560,2021/12,0,0,30452760
(주)덴티스,261200,2017/12,,,
(주)덴티스,261200,2018/12,,,
(주)덴티스,261200,2019/12,,,
(주)덴티스,261200,2020/12,0,2882459,41479000
(주)덴티스,261200,2021/12,0,4051339,54428608
(주)덴티움,145720,2017/12,0,5250018,122526473
(주)덴티움,145720,2018/12,0,7545516,145739045
(주)덴티움,145720,2019/12,0,5395214,207592934
(주)덴티움,145720,2020/12,0,3660778,178843414
(주)덴티움,145720,2021/12,0,4648958,225242076
(주)도화엔지니어링,002150,2011/12,0,0,282096884
(주)도화엔지니어링,002150,2012/12,0,0,282716150
(주)도화엔지니어링,002150,2013/12,0,0,270205936
(주)도화엔지니어링,002150,2014/12,0,0,229647463
(주)도화엔지니어링,002150,2015/12,0,0,275048204
(주)도화엔지니어링,002150,2016/12,0,0,324737933
(주)도화엔지니어링,002150,2017/12,0,0,398213957
(주)도화엔지니어링,002150,2018/12,0,0,401239892
(주)도화엔지니어링,002150,2019/12,0,0,514884271
(주)도화엔지니어링,002150,2020/12,0,0,609393391
(주)도화엔지니어링,002150,2021/12,0,0,584798852
(주)동구바이오제약,006620,2018/12,0,4414394,104837387
(주)동구바이오제약,006620,2019/12,0,7291647,125235187
(주)동구바이오제약,006620,2020/12,0,10751161,139215814
(주)동구바이오제약,006620,2021/12,0,10113620,155131348
(주)동국알앤에스,075970,2011/12,0,118473,148238581
(주)동국알앤에스,075970,2012/12,0,171094,122220583
(주)동국알앤에스,075970,2013/12,0,348030,108707901
(주)동국알앤에스,075970,2014/12,0,469575,102228141
(주)동국알앤에스,075970,2015/12,0,487736,76183392
(주)동국알앤에스,075970,2016/12,0,443767,67042606
(주)동국알앤에스,075970,2017/12,0,449281,68756029
(주)동국알앤에스,075970,2018/12,0,262543,76379761
(주)동국알앤에스,075970,2019/12,0,190739,71822024
(주)동국알앤에스,075970,2020/12,0,218606,63878507
(주)동국알앤에스,075970,2021/12,0,171633,70559497
(주)동국에스엔씨,100130,2011/12,0,0,115568473
(주)동국에스엔씨,100130,2012/12,0,0,138418428
(주)동국에스엔씨,100130,2013/12,0,0,139810707
(주)동국에스엔씨,100130,2014/12,0,0,202243552
(주)동국에스엔씨,100130,2015/12,0,230806,210568798
(주)동국에스엔씨,100130,2016/12,0,202604,207195857
(주)동국에스엔씨,100130,2017/12,0,0,172792712
(주)동국에스엔씨,100130,2018/12,0,0,165727686
(주)동국에스엔씨,100130,2019/12,0,0,174461880
(주)동국에스엔씨,100130,2020/12,0,0,161229429
(주)동국에스엔씨,100130,2021/12,0,0,134374966
(주)동남합성,023450,2011/12,0,0,59784516
(주)동남합성,023450,2012/12,0,50212,61964194
(주)동남합성,023450,2013/12,0,45389,60564486
(주)동남합성,023450,2014/12,0,81924,76119599
(주)동남합성,023450,2015/12,0,139660,76498187
(주)동남합성,023450,2016/12,0,204929,104228395
(주)동남합성,023450,2017/12,0,225174,137438595
(주)동남합성,023450,2018/12,0,605124,139266809
(주)동남합성,023450,2019/12,0,589744,126057340
(주)동남합성,023450,2020/12,0,604113,124928328
(주)동남합성,023450,2021/12,0,702156,160295973
(주)동방,004140,2011/12,0,0,472871652
(주)동방,004140,2012/12,0,0,485103227
(주)동방,004140,2013/12,0,0,497411189
(주)동방,004140,2014/12,0,0,508700373
(주)동방,004140,2015/12,0,0,522629368
(주)동방,004140,2016/12,0,0,468813154
(주)동방,004140,2017/12,0,0,413905870
(주)동방,004140,2018/12,0,0,474418754
(주)동방,004140,2019/12,0,0,577078497
(주)동방,004140,2020/12,0,0,555088411
(주)동방,004140,2021/12,0,0,570299845
(주)동방선기,099410,2011/12,0,0,36527616
(주)동방선기,099410,2012/12,0,0,28754075
(주)동방선기,099410,2013/12,0,0,22347216
(주)동방선기,099410,2014/12,0,0,25955520
(주)동방선기,099410,2015/12,0,0,33449173
(주)동방선기,099410,2016/12,0,0,29215663
(주)동방선기,099410,2017/12,0,0,19302291
(주)동방선기,099410,2018/12,0,0,17058634
(주)동방선기,099410,2019/12,0,0,23630293
(주)동방선기,099410,2020/12,0,0,21554995
(주)동방선기,099410,2021/12,0,0,22981429
(주)동방아그로,007590,2011/12,0,2272830,104135497
(주)동방아그로,007590,2012/12,0,2343144,105441229
(주)동방아그로,007590,2013/12,0,2377207,109239930
(주)동방아그로,007590,2014/12,0,2005675,114629208
(주)동방아그로,007590,2015/12,0,2310586,115830676
(주)동방아그로,007590,2016/12,0,2308339,115846147
(주)동방아그로,007590,2017/12,0,2176376,119813342
(주)동방아그로,007590,2018/12,0,2149998,120665547
(주)동방아그로,007590,2019/12,0,2371363,124071228
(주)동방아그로,007590,2020/12,0,2302841,128960896
(주)동방아그로,007590,2021/12,0,2381258,133436157
(주)동서,026960,2011/12,0,209924,407145531
(주)동서,026960,2012/12,0,234705,421460963
(주)동서,026960,2013/12,0,0,425764543
(주)동서,026960,2014/12,0,0,453718087
(주)동서,026960,2015/12,0,0,462297464
(주)동서,026960,2016/12,0,0,466716608
(주)동서,026960,2017/12,0,0,503282371
(주)동서,026960,2018/12,0,0,495108546
(주)동서,026960,2019/12,0,0,441898585
(주)동서,026960,2020/12,0,0,441093215
(주)동서,026960,2021/12,0,0,496751792
(주)동성케미컬,102260,2011/12,0,0,12065936
(주)동성케미컬,102260,2012/12,0,0,11085455
(주)동성케미컬,102260,2013/12,0,0,14488242
(주)동성케미컬,102260,2014/12,0,0,16377022
(주)동성케미컬,102260,2015/12,0,0,128809331
(주)동성케미컬,102260,2016/12,0,0,239571735
(주)동성케미컬,102260,2017/12,0,0,306417726
(주)동성케미컬,102260,2018/12,0,0,325020893
(주)동성케미컬,102260,2019/12,0,0,277935691
(주)동성케미컬,102260,2020/12,0,0,212657671
(주)동성케미컬,102260,2021/12,0,0,375707467
(주)동성하이켐,013450,2011/12,0,0,206288387
(주)동성하이켐,013450,2012/12,0,0,210428803
(주)동성하이켐,013450,2013/12,0,0,215903061
(주)동성하이켐,013450,2014/12,0,0,249326140
(주)동성화인텍,033500,2011/12,0,0,177618063
(주)동성화인텍,033500,2012/12,0,0,239381785
(주)동성화인텍,033500,2013/12,0,0,409450161
(주)동성화인텍,033500,2014/12,0,0,420798887
(주)동성화인텍,033500,2015/12,0,0,345919256
(주)동성화인텍,033500,2016/12,0,0,332654028
(주)동성화인텍,033500,2017/12,0,0,212626849
(주)동성화인텍,033500,2018/12,0,0,185329974
(주)동성화인텍,033500,2019/12,0,0,238406562
(주)동성화인텍,033500,2020/12,0,0,387128790
(주)동성화인텍,033500,2021/12,0,0,363882908
(주)동성화학,005190,2011/12,0,158322,130353871
(주)동성화학,005190,2012/12,0,100312,125861817
(주)동성화학,005190,2013/12,0,7992,126138898
