회사명,거래소코드,회계년도,[제조]자산(*)(IFRS),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),배당금_현금,[제조]      장기차입금(*)(IFRS),[제조]매출액증가율(IFRS)
(주)에스지엔지,040610,2015/12,120343288,2595302,,0,-12.31
(주)에스지엔지,040610,2016/12,123898414,2462004,,0,0.81
(주)에스지엔지,040610,2017/12,130881255,742656,,1350000,13.68
(주)에스지엔지,040610,2018/12,138318881,2473065,,10150000,2.26
(주)에스지엔지,040610,2019/12,145844940,2043836,,20000000,-7.99
(주)에스지엔지,040610,2020/12,154501565,202558,,11700000,-22.15
(주)에스지엔지,040610,2021/12,156590058,1323906,,1700000,-11.49
(주)에스코넥,096630,2011/12,109794443,-450631,,0,33.67
(주)에스코넥,096630,2012/12,113548743,-1501396,,0,50.43
(주)에스코넥,096630,2013/12,134637534,23405985,,7000000,33.16
(주)에스코넥,096630,2014/12,136069592,11952119,,7000000,-19.7
(주)에스코넥,096630,2015/12,136777990,12277062,,7556667,10.36
(주)에스코넥,096630,2016/12,134607919,20065863,,2583333,-5.05
(주)에스코넥,096630,2017/12,125468639,-4167469,,0,-32.25
(주)에스코넥,096630,2018/12,123875362,26191549,,6666665,-10.46
(주)에스코넥,096630,2019/12,115856763,2689180,,6333333,-51.25
(주)에스코넥,096630,2020/12,126264737,-11639560,,20720000,-29.43
(주)에스코넥,096630,2021/12,126358294,13904706,,9920000,117.34
(주)에스텍파마,041910,2011/12,77683161,10031298,732000,5010000,23.01
(주)에스텍파마,041910,2012/12,103882943,5419002,754000,14200000,4.63
(주)에스텍파마,041910,2013/12,104215688,10262626,536198,6100000,-27.93
(주)에스텍파마,041910,2014/12,114550725,5179702,536969,0,4.66
(주)에스텍파마,041910,2015/12,91465973,10422764,553388,6000000,1.93
(주)에스텍파마,041910,2016/12,97447399,8215489,564251,6000000,-3.73
(주)에스텍파마,041910,2017/12,96826832,7126862,577899,0,-12.01
(주)에스텍파마,041910,2018/12,98258635,7242723,584000,0,5.65
(주)에스텍파마,041910,2019/12,115960615,3923769,1168001,0,15.27
(주)에스텍파마,041910,2020/12,122837134,4846139,1168001,0,31.43
(주)에스텍파마,041910,2021/12,131756931,609142,1168001,0,-1.33
(주)에스티아이,039440,2011/12,45384958,2505874,,0,9.25
(주)에스티아이,039440,2012/12,46766075,2475187,,0,-23.36
(주)에스티아이,039440,2013/12,56597951,6523670,,1200000,37.37
(주)에스티아이,039440,2014/12,72808805,14716964,831787,1000000,21.68
(주)에스티아이,039440,2015/12,96685702,12254113,1241767,600000,4.4
(주)에스티아이,039440,2016/12,131862902,2309052,1879150,200000,43.4
(주)에스티아이,039440,2017/12,151167373,705423,3122418,0,59.54
(주)에스티아이,039440,2018/12,243375990,-34967991,3794961,0,-2.45
(주)에스티아이,039440,2019/12,253139385,79959638,3762848,0,6.25
(주)에스티아이,039440,2020/12,241956596,31591625,2252790,0,-11.28
(주)에스티아이,039440,2021/12,325553953,-70572286,3003720,0,2.84
(주)에스티오,098660,2011/12,82098354,3348952,534000,2983329,9.5
(주)에스티오,098660,2012/12,79029724,2562895,320000,1600000,-4.32
(주)에스티오,098660,2013/12,81156634,5421195,160240,800000,-8.54
(주)에스티오,098660,2014/12,77568133,2308805,160237,2666664,10.07
(주)에스티오,098660,2015/12,75409374,982208,400593,6066660,8.19
(주)에스티오,098660,2016/12,74537177,4874611,160237,4466664,-0.76
(주)에스티오,098660,2017/12,69460621,5002135,161833,200000,-9.34
(주)에스티오,098660,2018/12,68041780,10815397,1132833,0,-2.78
(주)에스티오,098660,2019/12,67483861,-2945793,1456470,0,-3.58
(주)에스티오,098660,2020/12,65965494,2602892,1335097,5594153,-18.7
(주)에스티오,098660,2021/12,61220939,11847519,1335097,0,-5.53
(주)에스티큐브,052020,2011/12,16176246,-1216453,,699930,-58.3
(주)에스티큐브,052020,2012/12,16690582,353758,,299970,56.6
(주)에스티큐브,052020,2013/12,27951391,-5952845,,0,-23.33
(주)에스티큐브,052020,2014/12,31428037,-1779917,,0,-38.01
(주)에스티큐브,052020,2015/12,24258955,-3483222,,0,-2.32
(주)에스티큐브,052020,2016/12,43250905,8117178,,0,185.35
(주)에스티큐브,052020,2017/12,35677384,-7277233,,0,-44.57
(주)에스티큐브,052020,2018/12,69524514,-703844,,0,30.88
(주)에스티큐브,052020,2019/12,56802206,3895610,,0,57.03
(주)에스티큐브,052020,2020/12,59527116,-6483388,,0,-41.79
(주)에스티큐브,052020,2021/12,39262616,-13460763,,0,-21.69
(주)에스폴리텍,050760,2011/12,104196133,2847946,,6018000,6.12
(주)에스폴리텍,050760,2012/12,96468758,11323324,,7288326,-9.14
(주)에스폴리텍,050760,2013/12,97971145,5994065,,3541167,-11
(주)에스폴리텍,050760,2014/12,95770019,2034341,,0,4.47
(주)에스폴리텍,050760,2015/12,102116336,742347,,0,11.94
(주)에스폴리텍,050760,2016/12,104297494,9644166,392547,0,19.65
(주)에스폴리텍,050760,2017/12,108597362,1266971,392547,5827000,4.21
(주)에스폴리텍,050760,2018/12,103583700,-1555234,392547,6600000,11.9
(주)에스폴리텍,050760,2019/12,112049382,23757421,786280,3520000,-1.35
(주)에스폴리텍,050760,2020/12,125906733,3995869,769308,4700000,0.19
(주)에스폴리텍,050760,2021/12,112191850,20388344,772138,2380000,-18.82
(주)에스피시스템스,317830,2019/12,56744844,-2603304,148252,6709450,-34.9
(주)에스피시스템스,317830,2020/12,52584111,4930507,,1005250,-1.97
(주)에스피시스템스,317830,2021/12,61964608,-66436,,4701050,-16.52
(주)에스피씨삼립,005610,2011/12,361190490,49718125,3139000,0,133.58
(주)에스피씨삼립,005610,2012/12,389000191,15001117,3139000,50000000,27.62
(주)에스피씨삼립,005610,2013/12,410494917,32085876,3740380,10000000,20.6
(주)에스피씨삼립,005610,2014/12,409080769,18339955,4298926,20000000,6.26
(주)에스피씨삼립,005610,2015/12,383727049,31394898,4899307,10000000,-4.16
(주)에스피씨삼립,005610,2016/12,420244594,27275537,5363996,20000000,6.88
(주)에스피씨삼립,005610,2017/12,449076257,45834799,5134104,42000000,-4.13
(주)에스피씨삼립,005610,2018/12,594160857,64853690,5364232,22900000,0.61
(주)에스피씨삼립,005610,2019/12,954761884,73669453,5901856,32000000,16.78
(주)에스피씨삼립,005610,2020/12,945638158,99430039,5900416,0,6.62
(주)에스피씨삼립,005610,2021/12,953617805,88523269,8983094,30000000,8.21
(주)에스피지,058610,2011/12,117966071,17284470,2675000,4620000,-8.32
(주)에스피지,058610,2012/12,118869264,-6187557,2675000,11654000,4.2
(주)에스피지,058610,2013/12,120404498,5832663,2675244,8234000,7.88
(주)에스피지,058610,2014/12,134656575,-7684277,3236250,7972110,14.06
(주)에스피지,058610,2015/12,141892907,5703298,809063,6925350,-3.69
(주)에스피지,058610,2016/12,220272365,16913218,1857709,17269662,11.36
(주)에스피지,058610,2017/12,213313579,-12591777,963855,15500000,78.42
(주)에스피지,058610,2018/12,234180863,7494576,2007709,8000000,-4.81
(주)에스피지,058610,2019/12,224003291,9184199,2007709,8000000,-3.17
(주)에스피지,058610,2020/12,230056682,8797037,3011564,10000000,2.89
(주)에스피지,058610,2021/12,269031448,2620018,5432478,10000000,14.51
(주)에쎈테크,043340,2011/12,95345704,-1964429,,4523782,8.86
(주)에쎈테크,043340,2012/12,64694064,1871991,,2334996,-17.71
(주)에쎈테크,043340,2013/12,64976922,4185678,,1032534,11.69
(주)에쎈테크,043340,2014/12,62481501,1677941,,2803764,-2.35
(주)에쎈테크,043340,2015/12,66959626,2065490,,2803662,-13.81
(주)에쎈테크,043340,2016/12,69610334,2139726,,1672700,1.27
(주)에쎈테크,043340,2017/12,54088454,8916098,,620000,-9.31
(주)에쎈테크,043340,2018/12,47967442,2730293,,1100000,-11.1
(주)에쎈테크,043340,2019/12,42894804,3121944,,166667,-12.05
(주)에쎈테크,043340,2020/12,61546728,1653855,,15289777,-3.27
(주)에쎈테크,043340,2021/12,86722692,-1687500,,29163310,13.15
(주)에이디모터스,038120,2011/12,21855602,-3888155,,0,12.62
(주)에이디칩스,054630,2011/12,16149479,83053,,2230000,41.1
(주)에이디칩스,054630,2012/12,14840158,-1455095,,2230000,-9.28
(주)에이디칩스,054630,2013/12,14059953,-1123577,,2730000,5.13
(주)에이디칩스,054630,2014/12,11194503,-2532120,,2730000,-29.57
(주)에이디칩스,054630,2015/12,9435474,-2365967,,0,-15.85
(주)에이디칩스,054630,2016/12,18009648,-1127318,,0,76.41
(주)에이디칩스,054630,2017/12,38947789,-38346,,0,-18.89
(주)에이디칩스,054630,2018/12,42227702,-4596129,,3000000,-32.16
(주)에이디칩스,054630,2019/12,42768736,-4067396,,0,39.89
(주)에이디칩스,054630,2020/12,45595101,-4727063,,10000000,14.26
(주)에이디칩스,054630,2021/12,53652158,-4120594,,5000000,24.52
(주)에이디테크놀로지,200710,2014/12,47254624,12250459,,0,56.56
(주)에이디테크놀로지,200710,2015/12,45512217,1828702,994751,0,-50.04
(주)에이디테크놀로지,200710,2016/12,48034031,-1868635,,0,-35.45
(주)에이디테크놀로지,200710,2017/12,49063072,2903688,,0,50.39
(주)에이디테크놀로지,200710,2018/12,76828088,-8438594,912709,0,242.39
(주)에이디테크놀로지,200710,2019/12,110877555,17891873,,0,104.79
(주)에이디테크놀로지,200710,2020/12,214098119,15031061,920065,0,23.87
(주)에이디테크놀로지,200710,2021/12,223279292,1277360,923931,0,9.25
(주)에이루트,096690,2011/12,34219617,4826580,480000,0,-3.86
(주)에이루트,096690,2012/12,36400474,1573960,500000,0,-6.58
(주)에이루트,096690,2013/12,41048166,3264635,500000,0,15.1
(주)에이루트,096690,2014/12,40624695,3402212,500000,0,-5.84
(주)에이루트,096690,2015/12,44656057,2303094,,0,5.59
(주)에이루트,096690,2016/12,106132807,-5874285,,0,15.33
(주)에이루트,096690,2017/12,92456640,11252174,,0,7.66
(주)에이루트,096690,2018/12,65974234,1642823,,0,-39.45
(주)에이루트,096690,2019/12,163236712,387290,,0,12.77
(주)에이루트,096690,2020/12,113242792,-151631,,0,-16.13
(주)에이루트,096690,2021/12,154772782,-9697927,,0,77.93
(주)에이블씨엔씨,078520,2011/12,184857484,44990102,3672000,0,26.43
(주)에이블씨엔씨,078520,2012/12,232110920,32764564,5048000,0,39.08
(주)에이블씨엔씨,078520,2013/12,224201084,28511222,3411181,0,-5.59
(주)에이블씨엔씨,078520,2014/12,211410482,-11099195,125049,0,-0.7
(주)에이블씨엔씨,078520,2015/12,230784426,29048783,4125225,0,-10.62
(주)에이블씨엔씨,078520,2016/12,260930714,27258821,6048260,0,7.69
(주)에이블씨엔씨,078520,2017/12,353152023,6574395,,0,-13.39
(주)에이블씨엔씨,078520,2018/12,361826296,-35664781,,0,-7.17
(주)에이블씨엔씨,078520,2019/12,378001845,15829564,,0,3.77
(주)에이블씨엔씨,078520,2020/12,246846790,2127893,,5749986,-29.51
(주)에이블씨엔씨,078520,2021/12,172712604,5598648,,1916662,-11.58
(주)에이비프로바이오,195990,2015/12,128897794,-149350,3233664,22429000,-7.59
(주)에이비프로바이오,195990,2016/12,148304225,-4235984,,0,-38.7
(주)에이비프로바이오,195990,2017/12,142692950,-18411816,,0,-43.07
(주)에이비프로바이오,195990,2018/12,147397287,-1532360,,0,-13.4
(주)에이비프로바이오,195990,2019/12,180812258,-7110795,,0,-59.21
(주)에이비프로바이오,195990,2020/12,170605386,16262851,,0,183.79
(주)에이비프로바이오,195990,2021/12,183638680,-6414630,,0,-50.89
(주)에이스침대,003800,2011/12,286494689,32110187,3828000,0,10.08
(주)에이스침대,003800,2012/12,312454823,27635155,3828000,0,-5.01
(주)에이스침대,003800,2013/12,334154240,25089548,3828778,0,-7.66
(주)에이스침대,003800,2014/12,353183145,21167636,4785973,0,2.76
(주)에이스침대,003800,2015/12,384295042,40447096,6317484,0,14.18
(주)에이스침대,003800,2016/12,407459539,30623739,6317484,0,5.87
(주)에이스침대,003800,2017/12,429928920,28550106,6317484,0,1.42
(주)에이스침대,003800,2018/12,477104522,42459026,7160109,0,9.73
(주)에이스침대,003800,2019/12,519688129,46195190,7747914,0,22.89
(주)에이스침대,003800,2020/12,577181152,58587691,8012605,0,4.19
(주)에이스침대,003800,2021/12,643385016,71141319,10723475,0,19.49
(주)에이스테크놀로지,088800,2011/12,278929485,1996881,0,50292338,14.18
(주)에이스테크놀로지,088800,2011/12,278929485,1996881,250040,50292338,14.18
(주)에이스테크놀로지,088800,2012/12,304796314,-16159719,125000,36698675,21.94
(주)에이스테크놀로지,088800,2013/12,331185351,24531585,1039127,24777000,32.96
(주)에이스테크놀로지,088800,2014/12,359877196,-14479414,1118669,57749800,18.72
(주)에이스테크놀로지,088800,2015/12,430232542,-15824587,631902,69429162,-3.77
(주)에이스테크놀로지,088800,2016/12,371132821,32884267,,13765682,-22.54
(주)에이스테크놀로지,088800,2017/12,315245020,-28777659,,23733333,21.71
(주)에이스테크놀로지,088800,2018/12,368414724,9943660,,50332960,5.35
(주)에이스테크놀로지,088800,2019/12,302881683,-14679537,,25120000,-5.43
(주)에이스테크놀로지,088800,2020/12,257622479,-28422565,,20000000,-48.06
(주)에이스테크놀로지,088800,2021/12,313384143,-8848320,,375000,3.45
(주)에이스토리,241840,2019/12,40251454,-7917387,,0,-39.2
(주)에이스토리,241840,2020/12,55174265,6400244,,0,-21.75
(주)에이스토리,241840,2021/12,97505089,-32289986,,0,165.83
(주)에이엔피,015260,2011/12,92414331,5096190,,6481622,-5.18
(주)에이엔피,015260,2012/12,89360006,2634243,,4230019,-14.25
(주)에이엔피,015260,2013/12,99807198,7996416,,8714436,4.62
(주)에이엔피,015260,2014/12,100808207,2527652,,9622790,-0.57
(주)에이엔피,015260,2015/12,109161702,2077189,,5976463,7.21
(주)에이엔피,015260,2016/12,117388878,4762617,,6997390,6.43
(주)에이엔피,015260,2017/12,130520945,-1351971,,30060000,-5.07
(주)에이엔피,015260,2018/12,140750488,-1040753,,33673333,3.49
(주)에이엔피,015260,2019/12,120153328,-867341,,24241667,0.34
(주)에이엔피,015260,2020/12,103907677,1934598,,19570000,-13.8
(주)에이엔피,015260,2021/12,82030111,-8847576,,15928000,-15.59
(주)에이제이에스,013340,2011/12,93411923,-11742425,,2980500,-10.85
(주)에이제이에스,013340,2012/12,92979255,409651,,1735000,-11.68
(주)에이제이에스,013340,2013/12,47632427,5058399,,1390000,-20.78
(주)에이치디,102210,2011/12,145814968,3681686,994000,3797309,-3
(주)에이치디,102210,2012/12,150666204,2986053,,6708066,3.22
(주)에이치디,102210,2013/12,196371510,13751296,2435750,6612103,-16.5
(주)에이치디,102210,2014/12,214641351,1115547,1948600,0,23.78
(주)에이치디,102210,2015/12,196849546,8398482,997348,9500000,2.88
(주)에이치디,102210,2016/12,193099366,12200279,997348,11100000,-13.57
(주)에이치디,102210,2017/12,190938476,669636,2493371,3000000,-50.18
(주)에이치디,102210,2018/12,198332333,-2744971,,3000000,16.86
(주)에이치디,102210,2019/12,146820812,2217825,,0,17.21
(주)에이치디,102210,2020/12,113373432,194684,,0,-8.7
(주)에이치비테크놀러지,078150,2011/12,46090615,9417805,,2057143,-17.28
(주)에이치비테크놀러지,078150,2012/12,61514740,5600981,,12222857,-33.78
(주)에이치비테크놀러지,078150,2013/12,128986264,15861028,,15164571,332.76
(주)에이치비테크놀러지,078150,2014/12,119847706,5504830,,12623800,-7.6
(주)에이치비테크놀러지,078150,2015/12,113213790,16849818,,9636600,9.25
(주)에이치비테크놀러지,078150,2016/12,200705613,50901809,2273573,6649400,85.69
(주)에이치비테크놀러지,078150,2017/12,200161636,49862310,3104710,3662200,5.46
(주)에이치비테크놀러지,078150,2018/12,198299540,-13230329,1538589,5675000,-12.03
(주)에이치비테크놀러지,078150,2019/12,228286149,-1162125,1538589,5000000,-10.84
(주)에이치비테크놀러지,078150,2020/12,213830987,15397974,1523217,0,8.73
(주)에이치비테크놀러지,078150,2021/12,239427538,-6355668,1523217,2638872,-40.63
(주)에이치시티,072990,2016/12,56947231,1473843,,2375900,14.53
(주)에이치시티,072990,2017/12,62981411,4912164,,5135200,-1.71
(주)에이치시티,072990,2018/12,71259749,6369269,457943,4423600,31.51
(주)에이치시티,072990,2019/12,76913972,12615417,204600,3262000,26.7
(주)에이치시티,072990,2020/12,87697116,17082387,338441,2404080,12.84
(주)에이치시티,072990,2021/12,110264906,13867446,484643,11442360,17.82
(주)에이치알에스,036640,2011/12,72643837,9977796,1631000,480000,-5.13
(주)에이치알에스,036640,2012/12,73719705,1845552,323000,408000,1.67
(주)에이치알에스,036640,2013/12,82814407,7067106,1122360,6312000,-6.13
(주)에이치알에스,036640,2014/12,85972921,7050127,1282883,6216000,1.76
(주)에이치알에스,036640,2015/12,89088705,6565137,490644,120000,1.15
(주)에이치알에스,036640,2016/12,97460081,2881083,1308384,13624000,-5.52
(주)에이치알에스,036640,2017/12,102657299,3036544,1308384,12000000,17.09
(주)에이치알에스,036640,2018/12,102817483,-16677006,490644,6000000,7.74
(주)에이치알에스,036640,2019/12,89419508,18558155,,0,-9.16
(주)에이치알에스,036640,2020/12,91648888,9438642,2397265,0,5.3
(주)에이치알에스,036640,2021/12,120604619,-1895010,3196353,1738600,26.97
(주)에이치앤비디자인,227100,2018/12,19682909,-2252226,,333280,0
(주)에이치앤비디자인,227100,2019/12,24426676,-5205932,,233320,-30.25
(주)에이치앤비디자인,227100,2020/12,22172597,4497598,,458250,81.08
(주)에이치앤비디자인,227100,2021/12,53614069,-993282,,0,-81.76
(주)에이치앤아이,103650,2013/12,,,,,
(주)에이치앤아이,103650,2014/12,,,,,
(주)에이치앤아이,103650,2015/12,,,,,
(주)에이치엘사이언스,239610,2016/12,54583662,5527469,,0,45.25
(주)에이치엘사이언스,239610,2017/12,57736972,5834980,1011995,0,16.75
(주)에이치엘사이언스,239610,2018/12,71411652,13021719,1517993,0,59.48
(주)에이치엘사이언스,239610,2019/12,94422424,21380175,2023990,0,100.07
(주)에이치엘사이언스,239610,2020/12,107059144,14969550,1999742,0,11.52
(주)에이치엘사이언스,239610,2021/12,117741895,10589558,2098616,0,-27.03
(주)에이치케이,044780,2011/12,54589868,-421307,361000,2000000,32.73
(주)에이치케이,044780,2012/12,59608570,3699929,363000,500000,3.19
(주)에이치케이,044780,2013/12,64872726,172986,,1926400,-17.27
(주)에이치케이,044780,2014/12,78549146,-2969727,,15227453,5.43
(주)에이치케이,044780,2015/12,82085151,1473711,,13610833,-4.63
(주)에이치케이,044780,2016/12,79872592,5672399,,8893333,3.86
(주)에이치케이,044780,2017/12,80182508,7841092,,12353333,-0.19
(주)에이치케이,044780,2018/12,82748039,-819867,,9130000,-10.08
(주)에이치케이,044780,2019/12,80737212,4143337,,4603479,-7.36
(주)에이치케이,044780,2020/12,82325821,10906120,,0,7.64
(주)에이치케이,044780,2021/12,84721969,4927556,733735,0,24.19
(주)에이치피오,357230,2021/12,148311856,10970990,2750952,0,8.14
(주)에이텍,045660,2011/12,76755211,18250574,1300000,500000,18.1
(주)에이텍,045660,2012/12,76443164,447378,1300000,343750,6.23
(주)에이텍,045660,2013/12,87752617,8948810,1300000,218750,21.44
(주)에이텍,045660,2014/12,99624280,5101328,1300000,93750,24.51
(주)에이텍,045660,2015/12,62529104,-134139,789378,0,-44.53
(주)에이텍,045660,2016/12,72957535,3241892,826000,1160000,21.28
(주)에이텍,045660,2017/12,86779328,14333909,826000,966600,-11.43
(주)에이텍,045660,2018/12,86461421,552044,812977,579960,-7.62
(주)에이텍,045660,2019/12,91237050,6701610,812977,193320,1.05
(주)에이텍,045660,2020/12,96880689,11360892,1620381,0,-1.11
(주)에이텍,045660,2021/12,98154975,1172498,810190,0,-28.34
(주)에이텍티앤,224110,2015/12,32828704,5234638,,0,
(주)에이텍티앤,224110,2016/12,34023750,-1967117,,0,0
(주)에이텍티앤,224110,2017/12,46874490,5079286,528039,0,-13.81
(주)에이텍티앤,224110,2018/12,45025628,4563743,528039,0,-42.23
(주)에이텍티앤,224110,2019/12,52392324,119927,,0,-8.58
(주)에이텍티앤,224110,2020/12,45783627,4152334,526176,0,62.58
(주)에이텍티앤,224110,2021/12,44567737,2874356,526176,0,-4.57
(주)에이트원,230980,2016/12,9600949,-310613,,0,
(주)에이트원,230980,2017/12,21681461,791362,,769410,0
(주)에이트원,230980,2018/12,40020094,2108639,,0,-38.09
(주)에이트원,230980,2019/12,32473783,-2364516,,0,97.06
(주)에이트원,230980,2020/12,40482691,2115264,,0,-31.52
(주)에이트원,230980,2021/12,57632922,-2015119,,0,-48.82
(주)에이티세미콘,089530,2011/12,181486304,43595021,,22853915,6.1
(주)에이티세미콘,089530,2012/12,174936996,43614587,,19461337,-4.75
(주)에이티세미콘,089530,2013/12,171350170,17795714,,26177559,-27.15
(주)에이티세미콘,089530,2014/12,194483999,36128435,,26503765,113.85
(주)에이티세미콘,089530,2015/12,140697492,24177822,,14345875,-16.12
(주)에이티세미콘,089530,2016/12,106959703,12019921,,4865586,-29.27
(주)에이티세미콘,089530,2017/12,95580943,16438757,,0,15.63
(주)에이티세미콘,089530,2018/12,100791222,18385915,,6683210,15.84
(주)에이티세미콘,089530,2019/12,148298586,17164119,,11214271,5.3
(주)에이티세미콘,089530,2020/12,166720012,17867798,,13172639,0.83
(주)에이티세미콘,089530,2021/12,191598032,4005487,,30121466,-10.97
(주)에이팩트,200470,2014/12,63861549,15794445,,8324920,-2.62
(주)에이팩트,200470,2015/12,57150597,5369727,,4349960,-31.31
(주)에이팩트,200470,2016/12,49413798,4749399,,375000,-26.65
(주)에이팩트,200470,2017/12,68891170,7117353,,17875000,42.61
(주)에이팩트,200470,2018/12,123162049,28971975,,30375000,108.07
(주)에이팩트,200470,2019/12,127408208,16068948,,30375000,-0.58
(주)에이팩트,200470,2020/12,130423467,20606458,,23125000,5.95
(주)에이팩트,200470,2021/12,116061641,13937716,,17500000,-4.86
(주)에이팸,073070,2011/12,58113620,2196477,507000,0,-2.76
(주)에이팸,073070,2012/12,53300335,5773466,725000,0,-21.73
(주)에이팸,073070,2013/12,53792156,-1400548,507500,0,-10.38
(주)에이팸,073070,2014/12,61100035,-7264075,1087500,0,22.38
(주)에이팸,073070,2015/12,60073445,6090314,1450000,0,29.73
(주)에이팸,073070,2016/12,64300652,8460960,1812500,0,-13
(주)에이팸,073070,2017/12,119266442,1054849,,0,-0.59
(주)에이팸,073070,2018/12,136216625,10092385,,0,-12.57
(주)에이팸,073070,2019/12,117564448,925323,,0,-32.86
(주)에이팸,073070,2020/12,96416863,-5567384,,0,-67.98
(주)에이프로,262260,2020/12,74127023,-3203773,,0,-27.78
(주)에이프로,262260,2021/12,98680911,1113824,,0,20.94
(주)에이프로젠,007460,2011/12,166986013,2436880,,13950400,-11.52
(주)에이프로젠,007460,2013/12,114494675,-6400724,,5890080,-33.49
(주)에이프로젠,007460,2014/12,93036739,20422206,,0,-25.72
(주)에이프로젠,007460,2015/12,86480981,1173192,,666667,-13.85
(주)에이프로젠,007460,2016/12,78576666,2730158,,333333,-16.83
(주)에이프로젠,007460,2017/12,266961639,8074246,,0,-18.12
(주)에이프로젠,007460,2018/12,400893903,-1385917,,0,11.23
(주)에이프로젠,007460,2019/12,456570731,-1561448,,0,0.81
(주)에이프로젠,007460,2020/12,584183400,13946064,,0,44.08
(주)에이프로젠,007460,2021/12,574287577,-2121352,,0,11.78
(주)에이프로젠바이오로직스,003060,2011/12,109012601,-4092308,,4033000,0
(주)에이프로젠바이오로직스,003060,2012/12,81313385,-2301361,,2255336,-39.52
(주)에이프로젠바이오로직스,003060,2013/12,77349222,-3195806,,6972180,-10.68
(주)에이프로젠바이오로직스,003060,2014/12,83249160,-8144952,,7045320,1.62
(주)에이프로젠바이오로직스,003060,2015/12,81444812,2929505,,2789160,25.33
(주)에이프로젠바이오로직스,003060,2016/12,123304213,-1346511,,0,-1.28
(주)에이프로젠바이오로직스,003060,2017/12,161423595,-7984072,,0,4.81
(주)에이프로젠바이오로직스,003060,2018/12,211237497,4737928,,0,0.33
(주)에이프로젠바이오로직스,003060,2019/12,284427963,1303792,,0,8.55
(주)에이프로젠바이오로직스,003060,2020/12,488131323,3245473,,0,-5.29
(주)에이프로젠바이오로직스,003060,2021/12,495499165,5684997,,0,6.97
(주)에이프로젠헬스케어앤게임즈,109960,2011/12,19487974,-2776469,,321873,-22.62
(주)에이프로젠헬스케어앤게임즈,109960,2012/12,15197245,1006718,,458513,-16.34
(주)에이프로젠헬스케어앤게임즈,109960,2013/12,12179122,1195717,,466078,-4.38
(주)에이프로젠헬스케어앤게임즈,109960,2014/12,9552416,394672,,222113,-34.95
(주)에이프로젠헬스케어앤게임즈,109960,2015/12,27111074,-1972233,,135850,-17.46
(주)에이프로젠헬스케어앤게임즈,109960,2016/12,14327377,-9800537,,81250,38.77
(주)에이프로젠헬스케어앤게임즈,109960,2017/12,141929747,1621060,,26650,-26.59
(주)에이프로젠헬스케어앤게임즈,109960,2018/12,238539524,4741143,,0,73.17
(주)에이프로젠헬스케어앤게임즈,109960,2019/12,219513249,1396178,,0,11.54
(주)에이프로젠헬스케어앤게임즈,109960,2020/12,237174301,4264361,,0,-52.03
(주)에이프로젠헬스케어앤게임즈,109960,2021/12,225657034,-11506713,,0,-24.74
(주)에이플러스에셋어드바이저,244920,2020/12,160969617,32829498,7912693,0,5.37
(주)에이플러스에셋어드바이저,244920,2021/12,163625949,11350604,3391154,0,-10.52
(주)에임하이글로벌,043580,2011/12,16555344,-1031803,,0,-9.31
(주)에임하이글로벌,043580,2012/12,18651223,-2188106,,0,71.8
(주)에임하이글로벌,043580,2013/12,23253123,4595850,,0,51.78
(주)에임하이글로벌,043580,2014/12,20915312,1818896,,0,-48.73
(주)에임하이글로벌,043580,2015/12,20624020,-1420524,,0,-26.14
(주)에임하이글로벌,043580,2016/12,33820396,-3504295,,0,-68.45
(주)에임하이글로벌,043580,2017/12,130492684,-11797378,,0,12.1
(주)에치에프알,230240,2015/12,,,,,
(주)에치에프알,230240,2016/12,,,,,
(주)에치에프알,230240,2017/12,,,,,
(주)에치에프알,230240,2018/12,113532287,-6902088,,0,0
(주)에치에프알,230240,2019/12,133298566,12819547,,7300000,32.86
(주)에치에프알,230240,2020/12,148074790,19502332,,19398847,-47.73
(주)에치에프알,230240,2021/12,203994174,-382801,,12098847,131.09
(주)에코마케팅,230360,2016/12,79849541,5795396,1688415,0,-15.43
(주)에코마케팅,230360,2017/12,89841970,6585750,2017592,0,21.43
(주)에코마케팅,230360,2018/12,113079415,14219673,6317585,0,43.66
(주)에코마케팅,230360,2019/12,126022659,17013319,10853287,0,40.3
(주)에코마케팅,230360,2020/12,154413756,29638605,21720976,0,38.03
(주)에코마케팅,230360,2021/12,174209248,30885162,9972480,0,-15.46
(주)에코앤드림,101360,2020/12,73488354,17424906,,749900,58.32
(주)에코앤드림,101360,2021/12,116936724,-4389066,,10566340,-16.12
(주)에코프로,086520,2011/12,170454318,1395568,0,43678000,58.6
(주)에코프로,086520,2011/12,170454318,1395568,952235,43678000,58.6
(주)에코프로,086520,2012/12,171426314,11305475,,3450460,-8.97
(주)에코프로,086520,2013/12,175365197,18074220,,4505820,-25.3
(주)에코프로,086520,2014/12,185490076,14411643,,5680750,39.68
(주)에코프로,086520,2015/12,220544004,22017290,,9812750,28.89
(주)에코프로,086520,2016/12,192987651,11457638,,170000,-32.03
(주)에코프로,086520,2017/12,208573214,12991358,,1130000,-44.31
(주)에코프로,086520,2018/12,258245476,-1382449,,1090000,104.62
(주)에코프로,086520,2019/12,380935613,8101643,6627057,50000,12.37
(주)에코프로,086520,2020/12,663143306,25957664,6561448,0,9.01
(주)에코프로,086520,2021/12,800351293,6748042,10216871,0,-82.94
(주)에코프로비엠,247540,2016/12,,,,,
