회사명,거래소코드,회계년도,[제조]자산(*)(IFRS연결),[제조]부채(*)(IFRS연결),산술평균,발행주식의 총수 (현재 발행한 주식수 - 현재 감소한 주식수),주식의 종류
(주)씨씨에스충북방송,066790,2013/12,65371234,29888059,431,65133721,90
(주)씨씨에스충북방송,066790,2014/12,65675220,30023677,449,0,20
(주)씨씨에스충북방송,066790,2014/12,65675220,30023677,449,74138321,90
(주)씨씨에스충북방송,066790,2014/12,65675220,30023677,449,74138321,10
(주)씨씨에스충북방송,066790,2015/12,58383142,23117116,1872,79138321,90
(주)씨씨에스충북방송,066790,2015/12,58383142,23117116,1872,79138321,10
(주)씨씨에스충북방송,066790,2016/12,45263654,11616342,2175,79138321,10
(주)씨씨에스충북방송,066790,2016/12,45263654,11616342,2175,79138321,90
(주)씨씨에스충북방송,066790,2017/12,42450754,11333617,618,80966335,90
(주)씨씨에스충북방송,066790,2017/12,42450754,11333617,618,80966335,10
(주)씨씨에스충북방송,066790,2018/12,35691430,11298901,423,85564335,10
(주)씨씨에스충북방송,066790,2018/12,35691430,11298901,423,85564335,90
(주)씨씨에스충북방송,066790,2019/12,32952881,8680208,423,91952335,90
(주)씨씨에스충북방송,066790,2019/12,32952881,8680208,423,91952335,10
(주)씨씨에스충북방송,066790,2020/12,34807582,8501006,846,55976167,90
(주)씨씨에스충북방송,066790,2020/12,34807582,8501006,846,55976167,10
(주)씨씨에스충북방송,066790,2021/12,28974325,4674769,699,56005065,10
(주)씨씨에스충북방송,066790,2021/12,28974325,4674769,699,56005065,90
(주)씨아이테크,004920,2011/12,,,9673,1600000,90
(주)씨아이테크,004920,2011/12,,,9673,1600000,10
(주)씨아이테크,004920,2012/12,,,1759,17630800,90
(주)씨아이테크,004920,2012/12,,,1759,17630800,10
(주)씨아이테크,004920,2013/12,26501902,7011536,880,20201800,10
(주)씨아이테크,004920,2013/12,26501902,7011536,880,20201800,90
(주)씨아이테크,004920,2014/12,28234174,9717539,658,24244800,90
(주)씨아이테크,004920,2014/12,28234174,9717539,658,24244800,10
(주)씨아이테크,004920,2015/12,40189897,10894183,1017,36960027,10
(주)씨아이테크,004920,2015/12,40189897,10894183,1017,36960027,90
(주)씨아이테크,004920,2016/12,39843704,5453985,830,44787538,90
(주)씨아이테크,004920,2016/12,39843704,5453985,830,44787538,10
(주)씨아이테크,004920,2017/12,38255018,16206631,673,44787538,90
(주)씨아이테크,004920,2017/12,38255018,16206631,673,44787538,10
(주)씨아이테크,004920,2018/12,42991097,18743199,519,54212316,10
(주)씨아이테크,004920,2018/12,42991097,18743199,519,54212316,90
(주)씨아이테크,004920,2019/12,56095818,24795381,446,54212316,10
(주)씨아이테크,004920,2019/12,56095818,24795381,446,54212316,90
(주)씨아이테크,004920,2020/12,75094283,42371691,916,25070772,90
(주)씨아이테크,004920,2020/12,75094283,42371691,916,25070772,10
(주)씨아이테크,004920,2021/12,79538625,31715497,1430,39951719,10
(주)씨아이테크,004920,2021/12,79538625,31715497,1430,39951719,90
(주)씨앤씨인터내셔널,352480,2021/12,159731802,41822797,18295,10013941,10
(주)씨앤씨인터내셔널,352480,2021/12,159731802,41822797,18295,10013941,90
(주)씨앤에스자산관리,032040,2011/12,83503695,24179139,2851,15849011,90
(주)씨앤에스자산관리,032040,2011/12,83503695,24179139,2851,15849011,10
(주)씨앤에스자산관리,032040,2012/12,88786501,30728624,4778,16449011,10
(주)씨앤에스자산관리,032040,2012/12,88786501,30728624,4778,16449011,90
(주)씨앤에스자산관리,032040,2013/12,172662927,121052213,3216,17561591,90
(주)씨앤에스자산관리,032040,2013/12,172662927,121052213,3216,17561591,10
(주)씨앤에스자산관리,032040,2014/12,296562332,256422901,2509,18839229,10
(주)씨앤에스자산관리,032040,2014/12,296562332,256422901,2509,18839229,90
(주)씨앤에스자산관리,032040,2015/12,309277963,252159352,5548,28554841,10
(주)씨앤에스자산관리,032040,2015/12,309277963,252159352,5548,28554841,90
(주)씨앤에스자산관리,032040,2016/12,327226010,288416964,2962,28554841,10
(주)씨앤에스자산관리,032040,2016/12,327226010,288416964,2962,28554841,90
(주)씨앤에스자산관리,032040,2017/12,222128131,209721124,2533,7348534,90
(주)씨앤에스자산관리,032040,2017/12,222128131,209721124,2533,7348534,10
(주)씨앤케이인터내셔널,039530,2011/12,18286890,2082476,9014,53642646,90
(주)씨앤케이인터내셔널,039530,2011/12,18286890,2082476,9014,53642646,10
(주)씨앤케이인터내셔널,039530,2012/12,15857625,1870102,6506,53642646,10
(주)씨앤케이인터내셔널,039530,2012/12,15857625,1870102,6506,53642646,90
(주)씨앤케이인터내셔널,039530,2013/12,19387187,2483818,4424,54411444,10
(주)씨앤케이인터내셔널,039530,2013/12,19387187,2483818,4424,54411444,90
(주)씨앤케이인터내셔널,039530,2014/12,,,1725,54411444,90
(주)씨앤케이인터내셔널,039530,2014/12,,,1725,54411444,10
(주)씨앤투스,352700,2021/12,197646588,35989021,15573,28276899,10
(주)씨앤투스,352700,2021/12,197646588,35989021,15573,28276899,90
(주)씨에스,065770,2011/12,92735068,50856736,9314,12000000,90
(주)씨에스,065770,2011/12,92735068,50856736,9314,12000000,10
(주)씨에스,065770,2012/12,118044397,65452748,5726,12000000,90
(주)씨에스,065770,2012/12,118044397,65452748,5726,12000000,10
(주)씨에스,065770,2013/12,111255926,73649764,2540,12000000,10
(주)씨에스,065770,2013/12,111255926,73649764,2540,12000000,90
(주)씨에스,065770,2014/12,123273984,84296801,2307,12000000,10
(주)씨에스,065770,2014/12,123273984,84296801,2307,12000000,90
(주)씨에스,065770,2015/12,60832587,51067962,2660,12000000,10
(주)씨에스,065770,2015/12,60832587,51067962,2660,12000000,90
(주)씨에스,065770,2016/12,54944739,35223595,2416,18835150,90
(주)씨에스,065770,2016/12,54944739,35223595,2416,18835150,10
(주)씨에스,065770,2017/12,50170235,31269249,1908,18835150,10
(주)씨에스,065770,2017/12,50170235,31269249,1908,18835150,90
(주)씨에스,065770,2018/12,32509182,9956096,1881,18835150,90
(주)씨에스,065770,2018/12,32509182,9956096,1881,18835150,10
(주)씨에스,065770,2019/12,27188933,5429054,2667,18835150,90
(주)씨에스,065770,2019/12,27188933,5429054,2667,18835150,10
(주)씨에스,065770,2020/12,28341912,6296626,2469,18835150,90
(주)씨에스,065770,2020/12,28341912,6296626,2469,18835150,10
(주)씨에스,065770,2021/12,34448404,13114940,3513,19411130,10
(주)씨에스,065770,2021/12,34448404,13114940,3513,19411130,90
(주)씨에스에이코스믹,083660,2011/12,34788818,18760593,2432,7786000,10
(주)씨에스에이코스믹,083660,2011/12,34788818,18760593,2432,7786000,20
(주)씨에스에이코스믹,083660,2012/12,22464452,13532841,2413,8182500,90
(주)씨에스에이코스믹,083660,2012/12,22464452,13532841,2413,8182500,10
(주)씨에스에이코스믹,083660,2013/12,18739211,9965671,1303,8703118,90
(주)씨에스에이코스믹,083660,2013/12,18739211,9965671,1303,8703118,10
(주)씨에스에이코스믹,083660,2014/12,15301364,7245367,1538,8703118,10
(주)씨에스에이코스믹,083660,2014/12,15301364,7245367,1538,8703118,90
(주)씨에스에이코스믹,083660,2015/12,,,5918,13961033,90
(주)씨에스에이코스믹,083660,2015/12,,,5918,13961033,10
(주)씨에스에이코스믹,083660,2016/12,,,4028,19205147,90
(주)씨에스에이코스믹,083660,2016/12,,,4028,19205147,10
(주)씨에스에이코스믹,083660,2017/12,30762561,7094366,3922,19747641,10
(주)씨에스에이코스믹,083660,2017/12,30762561,7094366,3922,19747641,90
(주)씨에스에이코스믹,083660,2018/12,37467063,13843458,4278,19747641,10
(주)씨에스에이코스믹,083660,2018/12,37467063,13843458,4278,19747641,90
(주)씨에스에이코스믹,083660,2019/12,33205505,16693787,4170,19747641,10
(주)씨에스에이코스믹,083660,2019/12,33205505,16693787,4170,19747641,90
(주)씨에스에이코스믹,083660,2020/12,34886776,23285374,2233,37072045,90
(주)씨에스에이코스믹,083660,2020/12,34886776,23285374,2233,37072045,10
(주)씨에스에이코스믹,083660,2021/12,46177690,31926357,1591,39195943,10
(주)씨에스에이코스믹,083660,2021/12,46177690,31926357,1591,39195943,90
(주)씨엔알리서치,359090,2020/12,,,2030,7010000,90
(주)씨엔알리서치,359090,2020/12,,,2030,7010000,10
(주)씨엔알리서치,359090,2021/12,71271780,40801070,2303,52483813,90
(주)씨엔알리서치,359090,2021/12,71271780,40801070,2303,52483813,10
(주)씨엔플러스,115530,2011/12,62992307,29933336,8895,4634000,90
(주)씨엔플러스,115530,2011/12,62992307,29933336,8895,110990,20
(주)씨엔플러스,115530,2011/12,62992307,29933336,8895,4523010,10
(주)씨엔플러스,115530,2012/12,66696668,27753711,7928,4523010,10
(주)씨엔플러스,115530,2012/12,66696668,27753711,7928,110990,20
(주)씨엔플러스,115530,2012/12,66696668,27753711,7928,4634000,90
(주)씨엔플러스,115530,2013/12,59599776,20832569,7607,4723010,10
(주)씨엔플러스,115530,2013/12,59599776,20832569,7607,4834000,90
(주)씨엔플러스,115530,2013/12,59599776,20832569,7607,110990,20
(주)씨엔플러스,115530,2014/12,57628424,31448152,3613,110990,20
(주)씨엔플러스,115530,2014/12,57628424,31448152,3613,4834000,90
(주)씨엔플러스,115530,2014/12,57628424,31448152,3613,4723010,10
(주)씨엔플러스,115530,2015/12,51341610,33809419,16826,4946175,90
(주)씨엔플러스,115530,2015/12,51341610,33809419,16826,4946175,10
(주)씨엔플러스,115530,2015/12,51341610,33809419,16826,0,20
(주)씨엔플러스,115530,2016/12,34733006,22774838,5416,0,20
(주)씨엔플러스,115530,2016/12,34733006,22774838,5416,5143413,10
(주)씨엔플러스,115530,2016/12,34733006,22774838,5416,5143413,90
(주)씨엔플러스,115530,2017/12,44500061,32138783,3969,0,20
(주)씨엔플러스,115530,2017/12,44500061,32138783,3969,5590980,10
(주)씨엔플러스,115530,2017/12,44500061,32138783,3969,5590980,90
(주)씨엔플러스,115530,2018/12,39656788,24372824,839,42681681,90
(주)씨엔플러스,115530,2018/12,39656788,24372824,839,42681681,10
(주)씨엔플러스,115530,2018/12,39656788,24372824,839,0,20
(주)씨엔플러스,115530,2019/12,22339698,9495901,839,0,20
(주)씨엔플러스,115530,2019/12,22339698,9495901,839,60094725,90
(주)씨엔플러스,115530,2019/12,22339698,9495901,839,60094725,10
(주)씨엔플러스,115530,2020/12,30066350,18350129,839,0,20
(주)씨엔플러스,115530,2020/12,30066350,18350129,839,67963000,10
(주)씨엔플러스,115530,2020/12,30066350,18350129,839,67963000,90
(주)씨엔플러스,115530,2021/12,22988664,13090005,839,0,20
(주)씨엔플러스,115530,2021/12,22988664,13090005,839,67963000,10
(주)씨엔플러스,115530,2021/12,22988664,13090005,839,67963000,90
(주)씨엘인터내셔널,037340,2011/12,32255192,15340353,2382,22345315,10
(주)씨엘인터내셔널,037340,2011/12,32255192,15340353,2382,22345315,90
(주)씨엘인터내셔널,037340,2012/12,38179277,19192920,759,25857173,10
(주)씨엘인터내셔널,037340,2012/12,38179277,19192920,759,25857173,90
(주)씨엘인터내셔널,037340,2013/12,31615929,14134408,1492,42720520,10
(주)씨엘인터내셔널,037340,2013/12,31615929,14134408,1492,42720520,90
(주)씨엘인터내셔널,037340,2014/12,32883166,15486004,1805,46236124,90
(주)씨엘인터내셔널,037340,2014/12,32883166,15486004,1805,46236124,10
(주)씨엘인터내셔널,037340,2015/12,27610600,20914445,3996,50905436,90
(주)씨엘인터내셔널,037340,2015/12,27610600,20914445,3996,50905436,10
(주)씨엠에스에듀,225330,2016/12,64252486,27488305,26550,4226182,10
(주)씨엠에스에듀,225330,2016/12,64252486,27488305,26550,4226182,90
(주)씨엠에스에듀,225330,2017/12,70652691,27470826,8847,18622768,90
(주)씨엠에스에듀,225330,2017/12,70652691,27470826,8847,18622768,10
(주)씨엠에스에듀,225330,2018/12,91565795,49952908,7013,18952768,10
(주)씨엠에스에듀,225330,2018/12,91565795,49952908,7013,18952768,90
(주)씨엠에스에듀,225330,2019/12,102295816,63557843,5332,18634628,90
(주)씨엠에스에듀,225330,2019/12,102295816,63557843,5332,18634628,10
(주)씨엠에스에듀,225330,2020/12,100835707,58220054,5518,18634628,10
(주)씨엠에스에듀,225330,2020/12,100835707,58220054,5518,18634628,90
(주)씨유메디칼시스템,115480,2011/12,,,18391,6114122,90
(주)씨유메디칼시스템,115480,2011/12,,,18391,6114122,10
(주)씨유메디칼시스템,115480,2012/12,44927816,9537803,10978,6114122,10
(주)씨유메디칼시스템,115480,2012/12,44927816,9537803,10978,6114122,90
(주)씨유메디칼시스템,115480,2013/12,64246472,23947198,6081,6614122,90
(주)씨유메디칼시스템,115480,2013/12,64246472,23947198,6081,6614122,10
(주)씨유메디칼시스템,115480,2014/12,61045061,24894729,8041,6614122,10
(주)씨유메디칼시스템,115480,2014/12,61045061,24894729,8041,6614122,90
(주)씨유메디칼시스템,115480,2015/12,66715553,26612153,5818,6653229,90
(주)씨유메디칼시스템,115480,2015/12,66715553,26612153,5818,6653229,10
(주)씨유메디칼시스템,115480,2016/12,63540339,21986080,3240,14394101,90
(주)씨유메디칼시스템,115480,2016/12,63540339,21986080,3240,14394101,10
(주)씨유메디칼시스템,115480,2017/12,61664992,19587410,2914,15570124,90
(주)씨유메디칼시스템,115480,2017/12,61664992,19587410,2914,15570124,10
(주)씨유메디칼시스템,115480,2018/12,104868166,56406370,2379,15890979,90
(주)씨유메디칼시스템,115480,2018/12,104868166,56406370,2379,15890979,10
(주)씨유메디칼시스템,115480,2019/12,129280916,73711593,2426,18354876,10
(주)씨유메디칼시스템,115480,2019/12,129280916,73711593,2426,18354876,90
(주)씨유메디칼시스템,115480,2020/12,81660018,35767029,2829,26434229,10
(주)씨유메디칼시스템,115480,2020/12,81660018,35767029,2829,26434229,90
(주)씨유메디칼시스템,115480,2021/12,72840957,23821575,1188,45144525,90
(주)씨유메디칼시스템,115480,2021/12,72840957,23821575,1188,45144525,10
(주)씨유전자,056340,2011/12,91141222,33550626,351,51536146,10
(주)씨유전자,056340,2011/12,91141222,33550626,351,51536146,90
(주)씨유전자,056340,2012/12,67112339,26874997,532,52536146,90
(주)씨유전자,056340,2012/12,67112339,26874997,532,52536146,10
(주)씨유전자,056340,2013/12,32731159,15410815,230,52536146,90
(주)씨유전자,056340,2013/12,32731159,15410815,230,52536146,10
(주)씨이랩,189330,2021/12,,,35680,6027284,10
(주)씨이랩,189330,2021/12,,,35680,6027284,90
(주)씨제이이엔엠,035760,2011/12,1947759006,1295053690,267338,6203265,90
(주)씨제이이엔엠,035760,2011/12,1947759006,1295053690,267338,6203265,10
(주)씨제이이엔엠,035760,2012/12,2393158015,1456964563,273394,6203638,10
(주)씨제이이엔엠,035760,2012/12,2393158015,1456964563,273394,6203638,90
(주)씨제이이엔엠,035760,2013/12,3030942895,1861772467,392060,6205272,10
(주)씨제이이엔엠,035760,2013/12,3030942895,1861772467,392060,6205272,90
(주)씨제이이엔엠,035760,2014/12,3153682321,1887270012,260286,6207065,90
(주)씨제이이엔엠,035760,2014/12,3153682321,1887270012,260286,6207065,10
(주)씨제이이엔엠,035760,2015/12,2988232404,1638102960,188719,6215518,90
(주)씨제이이엔엠,035760,2015/12,2988232404,1638102960,188719,6215518,10
(주)씨제이이엔엠,035760,2016/12,2753593504,1390704880,161967,6215518,90
(주)씨제이이엔엠,035760,2016/12,2753593504,1390704880,161967,6215518,10
(주)씨제이이엔엠,035760,2017/12,2801818454,1317714354,234105,6215518,90
(주)씨제이이엔엠,035760,2017/12,2801818454,1317714354,234105,6215518,10
(주)씨제이이엔엠,035760,2018/12,6754948265,3329299954,212963,21926384,90
(주)씨제이이엔엠,035760,2018/12,6754948265,3329299954,212963,21926384,10
(주)씨제이이엔엠,035760,2019/12,5434907588,2283014093,154565,21929154,90
(주)씨제이이엔엠,035760,2019/12,5434907588,2283014093,154565,21929154,10
(주)씨제이이엔엠,035760,2020/12,6279917457,2494738814,136495,21929154,10
(주)씨제이이엔엠,035760,2020/12,6279917457,2494738814,136495,21929154,90
(주)씨제이이엔엠,035760,2021/12,7940624819,3737319023,139941,21929154,90
(주)씨제이이엔엠,035760,2021/12,7940624819,3737319023,139941,21929154,10
(주)씨젠,096530,2011/12,,,69410,13072600,90
(주)씨젠,096530,2011/12,,,69410,0,20
(주)씨젠,096530,2011/12,,,69410,13072600,10
(주)씨젠,096530,2012/12,,,68794,13096100,90
(주)씨젠,096530,2012/12,,,68794,13096100,10
(주)씨젠,096530,2012/12,,,68794,0,20
(주)씨젠,096530,2013/12,,,60415,16852431,90
(주)씨젠,096530,2013/12,,,60415,16852431,10
(주)씨젠,096530,2013/12,,,60415,0,20
(주)씨젠,096530,2014/12,138453263,43618382,39757,0,20
(주)씨젠,096530,2014/12,138453263,43618382,39757,25305119,90
(주)씨젠,096530,2014/12,138453263,43618382,39757,25305119,10
(주)씨젠,096530,2015/12,194047540,58744276,36190,0,20
(주)씨젠,096530,2015/12,194047540,58744276,36190,26234020,10
(주)씨젠,096530,2015/12,194047540,58744276,36190,26234020,90
(주)씨젠,096530,2016/12,207618171,65388144,33802,26234020,10
(주)씨젠,096530,2016/12,207618171,65388144,33802,26234020,90
(주)씨젠,096530,2016/12,207618171,65388144,33802,0,20
(주)씨젠,096530,2017/12,179723663,39493223,32245,0,20
(주)씨젠,096530,2017/12,179723663,39493223,32245,26234020,90
(주)씨젠,096530,2017/12,179723663,39493223,32245,26234020,10
(주)씨젠,096530,2018/12,163806004,35449567,16721,26234020,90
(주)씨젠,096530,2018/12,163806004,35449567,16721,0,20
(주)씨젠,096530,2018/12,163806004,35449567,16721,26234020,10
(주)씨젠,096530,2019/12,195715540,42889888,28523,26234020,90
(주)씨젠,096530,2019/12,195715540,42889888,28523,0,20
(주)씨젠,096530,2019/12,195715540,42889888,28523,26234020,10
(주)씨젠,096530,2020/12,1094574624,448168696,199386,26234020,10
(주)씨젠,096530,2020/12,1094574624,448168696,199386,26234020,90
(주)씨젠,096530,2020/12,1094574624,448168696,199386,0,20
(주)씨젠,096530,2021/12,1489718581,406122213,64677,0,20
(주)씨젠,096530,2021/12,1489718581,406122213,64677,52225994,10
(주)씨젠,096530,2021/12,1489718581,406122213,64677,52225994,90
(주)씨티네트웍스,189540,2013/12,,,,1999990,10
(주)씨티네트웍스,189540,2013/12,,,,2333320,90
(주)씨티네트웍스,189540,2013/12,,,,333330,20
(주)씨티네트웍스,189540,2014/12,,,,2533320,90
(주)씨티네트웍스,189540,2014/12,,,,2199990,10
(주)씨티네트웍스,189540,2014/12,,,,333330,20
(주)씨티네트웍스,189540,2015/12,,,,283330,20
(주)씨티네트웍스,189540,2015/12,,,,2199990,10
(주)씨티네트웍스,189540,2015/12,,,,2483320,90
(주)씨티네트웍스,189540,2016/12,,,,2483320,90
(주)씨티네트웍스,189540,2016/12,,,,283330,20
(주)씨티네트웍스,189540,2016/12,,,,2199990,10
(주)씨티네트웍스,189540,2017/12,,,,2483320,90
(주)씨티네트웍스,189540,2017/12,,,,283330,20
(주)씨티네트웍스,189540,2017/12,,,,2199990,10
(주)씨티네트웍스,189540,2018/12,,,,2415990,10
(주)씨티네트웍스,189540,2018/12,,,,283330,20
(주)씨티네트웍스,189540,2018/12,,,,2699320,90
(주)씨티네트웍스,189540,2019/12,,,,3329240,90
(주)씨티네트웍스,189540,2019/12,,,,913250,20
(주)씨티네트웍스,189540,2019/12,,,,2415990,10
(주)씨티씨바이오,060590,2011/12,93334844,48515855,11124,12312374,90
(주)씨티씨바이오,060590,2011/12,93334844,48515855,11124,12312374,10
(주)씨티씨바이오,060590,2012/12,125363773,62963958,23433,14241086,90
(주)씨티씨바이오,060590,2012/12,125363773,62963958,23433,14241086,10
(주)씨티씨바이오,060590,2013/12,150475744,58249215,18318,17425133,90
(주)씨티씨바이오,060590,2013/12,150475744,58249215,18318,17425133,10
(주)씨티씨바이오,060590,2014/12,162122551,76632353,15979,17425133,90
(주)씨티씨바이오,060590,2014/12,162122551,76632353,15979,17425133,10
(주)씨티씨바이오,060590,2015/12,193613516,94445814,14798,17425133,10
(주)씨티씨바이오,060590,2015/12,193613516,94445814,14798,17425133,90
(주)씨티씨바이오,060590,2016/12,188675020,97751778,10027,17475133,10
(주)씨티씨바이오,060590,2016/12,188675020,97751778,10027,17475133,90
(주)씨티씨바이오,060590,2017/12,196899089,122821446,11118,17575133,90
(주)씨티씨바이오,060590,2017/12,196899089,122821446,11118,17575133,10
(주)씨티씨바이오,060590,2018/12,191687184,104721613,7664,19310522,90
(주)씨티씨바이오,060590,2018/12,191687184,104721613,7664,19310522,10
(주)씨티씨바이오,060590,2019/12,186497921,111937796,5797,19310522,90
(주)씨티씨바이오,060590,2019/12,186497921,111937796,5797,19310522,10
(주)씨티씨바이오,060590,2020/12,177172050,102824826,7790,21045926,10
(주)씨티씨바이오,060590,2020/12,177172050,102824826,7790,21045926,90
(주)씨티씨바이오,060590,2021/12,168226116,83213403,8758,23623540,10
(주)씨티씨바이오,060590,2021/12,168226116,83213403,8758,23623540,90
(주)씨티앤티,050470,2011/12,,,377,27403947,90
(주)씨티앤티,050470,2011/12,,,377,27403947,10
(주)씨티케이,260930,2017/12,185225306,13445026,41140,0,20
(주)씨티케이,260930,2017/12,185225306,13445026,41140,10122151,10
(주)씨티케이,260930,2017/12,185225306,13445026,41140,10122151,90
(주)씨티케이,260930,2018/12,192371545,21424869,20668,10122151,10
(주)씨티케이,260930,2018/12,192371545,21424869,20668,10122151,90
(주)씨티케이,260930,2018/12,192371545,21424869,20668,0,20
(주)씨티케이,260930,2019/12,202468010,27501518,13073,0,20
(주)씨티케이,260930,2019/12,202468010,27501518,13073,10122151,10
(주)씨티케이,260930,2019/12,202468010,27501518,13073,10122151,90
(주)씨티케이,260930,2020/12,205218715,35845317,13860,10122151,90
(주)씨티케이,260930,2020/12,205218715,35845317,13860,0,20
(주)씨티케이,260930,2020/12,205218715,35845317,13860,10122151,10
(주)씨티케이,260930,2021/12,208321744,29631594,10759,19341591,90
(주)씨티케이,260930,2021/12,208321744,29631594,10759,19341591,10
(주)씨티케이,260930,2021/12,208321744,29631594,10759,0,20
(주)아가방앤컴퍼니,013990,2011/12,215504402,65243593,17040,28000000,90
(주)아가방앤컴퍼니,013990,2011/12,215504402,65243593,17040,28000000,10
(주)아가방앤컴퍼니,013990,2012/12,207875882,59181125,8869,28000000,90
(주)아가방앤컴퍼니,013990,2012/12,207875882,59181125,8869,28000000,10
(주)아가방앤컴퍼니,013990,2013/12,207374649,57440027,5187,28000000,10
(주)아가방앤컴퍼니,013990,2013/12,207374649,57440027,5187,28000000,90
(주)아가방앤컴퍼니,013990,2014/12,233769898,65590457,7078,32760000,90
(주)아가방앤컴퍼니,013990,2014/12,233769898,65590457,7078,32760000,10
(주)아가방앤컴퍼니,013990,2015/12,222307575,51932000,9968,32887536,10
(주)아가방앤컴퍼니,013990,2015/12,222307575,51932000,9968,32887536,90
(주)아가방앤컴퍼니,013990,2016/12,226090017,54073330,7300,32887536,10
(주)아가방앤컴퍼니,013990,2016/12,226090017,54073330,7300,32887536,90
(주)아가방앤컴퍼니,013990,2017/12,211445069,44477150,6202,32887536,10
(주)아가방앤컴퍼니,013990,2017/12,211445069,44477150,6202,32887536,90
(주)아가방앤컴퍼니,013990,2018/12,191259986,40193257,4015,32887536,90
(주)아가방앤컴퍼니,013990,2018/12,191259986,40193257,4015,32887536,10
(주)아가방앤컴퍼니,013990,2019/12,187823149,52783251,3468,32887536,90
(주)아가방앤컴퍼니,013990,2019/12,187823149,52783251,3468,32887536,10
(주)아가방앤컴퍼니,013990,2020/12,186398180,53460905,3212,32887536,10
(주)아가방앤컴퍼니,013990,2020/12,186398180,53460905,3212,32887536,90
(주)아가방앤컴퍼니,013990,2021/12,195113831,45770187,5100,32887536,90
(주)아가방앤컴퍼니,013990,2021/12,195113831,45770187,5100,32887536,10
(주)아나패스,123860,2011/12,,,9339,10123240,10
(주)아나패스,123860,2011/12,,,9339,0,20
(주)아나패스,123860,2011/12,,,9339,10123240,90
(주)아나패스,123860,2012/12,,,12272,0,20
(주)아나패스,123860,2012/12,,,12272,10127370,10
(주)아나패스,123860,2012/12,,,12272,10127370,90
(주)아나패스,123860,2013/12,,,11205,10127700,90
(주)아나패스,123860,2013/12,,,11205,0,20
(주)아나패스,123860,2013/12,,,11205,10127700,10
(주)아나패스,123860,2014/12,,,12190,0,20
(주)아나패스,123860,2014/12,,,12190,10127700,90
(주)아나패스,123860,2014/12,,,12190,10127700,10
(주)아나패스,123860,2015/12,,,14721,10127700,90
(주)아나패스,123860,2015/12,,,14721,0,20
(주)아나패스,123860,2015/12,,,14721,10127700,10
(주)아나패스,123860,2016/12,,,13352,10127700,10
(주)아나패스,123860,2016/12,,,13352,0,20
(주)아나패스,123860,2016/12,,,13352,10127700,90
(주)아나패스,123860,2017/12,,,20037,10127700,10
(주)아나패스,123860,2017/12,,,20037,0,20
(주)아나패스,123860,2017/12,,,20037,10127700,90
(주)아나패스,123860,2018/12,,,18708,10127700,10
(주)아나패스,123860,2018/12,,,18708,10127700,90
(주)아나패스,123860,2018/12,,,18708,0,20
(주)아나패스,123860,2019/12,,,27200,0,20
(주)아나패스,123860,2019/12,,,27200,10127700,90
(주)아나패스,123860,2019/12,,,27200,10127700,10
(주)아나패스,123860,2020/12,,,24181,10864129,10
(주)아나패스,123860,2020/12,,,24181,10864129,90
(주)아나패스,123860,2020/12,,,24181,0,20
(주)아나패스,123860,2021/12,,,26666,0,20
(주)아나패스,123860,2021/12,,,26666,11597158,90
(주)아나패스,123860,2021/12,,,26666,11597158,10
(주)아난티,025980,2011/12,,,2047,10991011,10
(주)아난티,025980,2011/12,,,2047,10991011,90
(주)아난티,025980,2012/12,228851358,197969563,3100,10991011,10
(주)아난티,025980,2012/12,228851358,197969563,3100,10991011,90
(주)아난티,025980,2013/12,240062684,213147328,4750,10991011,10
(주)아난티,025980,2013/12,240062684,213147328,4750,10991011,90
(주)아난티,025980,2014/12,320110538,273118591,11121,10991011,10
(주)아난티,025980,2014/12,320110538,273118591,11121,10991011,90
(주)아난티,025980,2015/12,550967838,269296880,42798,16464183,10
(주)아난티,025980,2015/12,550967838,269296880,42798,16464183,90
(주)아난티,025980,2016/12,673171176,361331759,34981,16464183,90
(주)아난티,025980,2016/12,673171176,361331759,34981,16464183,10
(주)아난티,025980,2017/12,730382412,399719243,27608,16464183,90
(주)아난티,025980,2017/12,730382412,399719243,27608,16464183,10
(주)아난티,025980,2018/12,775052683,437966753,15749,82320915,90
(주)아난티,025980,2018/12,775052683,437966753,15749,82320915,10
(주)아난티,025980,2019/12,845966626,452567634,10370,84645004,90
(주)아난티,025980,2019/12,845966626,452567634,10370,84645004,10
(주)아난티,025980,2020/12,1143676045,776959250,8153,85178787,10
(주)아난티,025980,2020/12,1143676045,776959250,8153,85178787,90
(주)아난티,025980,2021/12,1385135410,984579931,10280,85230863,90
(주)아난티,025980,2021/12,1385135410,984579931,10280,85230863,10
(주)아라온테크,041060,2011/12,12861190,2570424,1677,15868890,90
(주)아라온테크,041060,2011/12,12861190,2570424,1677,15868890,10
(주)아라온테크,041060,2012/12,12531524,4186119,607,22527322,90
(주)아라온테크,041060,2012/12,12531524,4186119,607,22527322,10
(주)아라온테크,041060,2013/12,10188332,1155166,310,,
(주)아리온테크놀로지,058220,2011/12,,,2599,6665800,10
(주)아리온테크놀로지,058220,2011/12,,,2599,6665800,90
(주)아리온테크놀로지,058220,2012/12,,,2996,6665800,10
(주)아리온테크놀로지,058220,2012/12,,,2996,6665800,90
(주)아리온테크놀로지,058220,2013/12,,,1708,9998700,90
(주)아리온테크놀로지,058220,2013/12,,,1708,9998700,10
(주)아리온테크놀로지,058220,2014/12,,,1549,9998700,90
(주)아리온테크놀로지,058220,2014/12,,,1549,9998700,10
